ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Budżet Państwa
0010-0003-0002-0001;0010-0003-0002;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;53154
0010-0003-0002-0002;0010-0003-0002;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;67;;33932
0011;;a;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;;;22602803
0011-0001;0011;b;Zadanie 11.1;Utrzymanie zdolności obronnych;;;12018521
0011-0001-0001;0011-0001;c;Podzadanie 11.1.1;Utrzymanie zdolności operacyjnych Wojsk Lądowych;;;2756199
0011-0001-0001-0001;0011-0001-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;2755613
0011-0001-0001-0002;0011-0001-0001;d;Dysponent;Wojewodowie;85;;586
0011-0001-0002;0011-0001;c;Podzadanie 11.1.2;Utrzymanie zdolności operacyjnych Sił Powietrznych;;;1388530
0011-0001-0002-0001;0011-0001-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;1388530
0011-0001-0003;0011-0001;c;Podzadanie 11.1.3;Utrzymanie zdolności operacyjnych Marynarki Wojennej;;;628945
0011-0001-0003-0001;0011-0001-0003;d;Dysponent;Ministerstwo Obrony Narodowej;29;;628945
0011-0001-0004;0011-0001;c;Podzadanie 11.1.4;Utrzymanie zdolności operacyjnych Wojsk Specjalnych;;;291959
0011-0001-0004-0001;0011-0001-0004;d;Dysponent;Ministerstwo Obrony Narodowej;29;;291959
0011-0001-0005;0011-0001;c;Podzadanie 11.1.5;Utrzymanie zdolności operacyjnych śandarmerii Wojskowej;;;201022
0011-0001-0005-0001;0011-0001-0005;d;Dysponent;Ministerstwo Obrony Narodowej;29;;201022
0011-0001-0006;0011-0001;c;Podzadanie 11.1.6;Zabezpieczenie dowodzenia Siłami Zbrojnymi RP;;;434308
0011-0001-0006-0001;0011-0001-0006;d;Dysponent;Ministerstwo Obrony Narodowej;29;;434308
0011-0001-0007;0011-0001;c;Podzadanie 11.1.7;Zabezpieczenie logistyczne zdolności operacyjnych Sił Zbrojnych;;;5412506
0011-0001-0007-0001;0011-0001-0007;d;Dysponent;Ministerstwo Obrony Narodowej;29;;5412506
0011-0001-0008;0011-0001;c;Podzadanie 11.1.8;Zabezpieczenie medyczne zdolności operacyjnych Sił Zbrojnych;;;158944
0011-0001-0008-0001;0011-0001-0008;d;Dysponent;Ministerstwo Obrony Narodowej;29;;158944
0011-0001-0009;0011-0001;c;Podzadanie 11.1.9;Zakwaterowanie Sił Zbrojnych;;;746108
0011-0001-0009-0001;0011-0001-0009;d;Dysponent;Ministerstwo Obrony Narodowej;29;;746108
0011-0002;0011;b;Zadanie 11.2;Rozwój zdolności obronnych;;;9055451
0011-0002-0001;0011-0002;c;Podzadanie 11.2.1;Pozyskiwanie zdolności w ramach programów operacyjnych i poza nimi;;;8797279
0011-0002-0001-0001;0011-0002-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;8633285
0011-0002-0001-0002;0011-0002-0001;d;Dysponent;Ministerstwo Finansów;78;;163994
0011-0002-0002;0011-0002;c;Podzadanie 11.2.2;Programy NATO i UE;;;258172
0011-0002-0002-0001;0011-0002-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;258172
0011-0003;0011;b;Zadanie 11.3;Wsparcie wywiadowcze i ochrona kontrwywiadowcza;;;430966
0011-0003-0001;0011-0003;c;Podzadanie 11.3.1;Wsparcie wywiadowcze;;;268724
0011-0003-0001-0001;0011-0003-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;120053
0011-0003-0001-0002;0011-0003-0001;d;Dysponent;Agencja Wywiadu;59;;148671
0011-0003-0002;0011-0003;c;Podzadanie 11.3.2;Ochrona kontrwywiadowcza;;;162242
0011-0003-0002-0001;0011-0003-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;162242
0011-0004;0011;b;Zadanie 11.4;Realizacja zobowiązań sojuszniczych i międzynarodowych oraz uczestnictwo w działaniach na rzecz pokoju i stabilizacji międzynarodowej;;;895461
0011-0004-0001;0011-0004;c;Podzadanie 11.4.1;Misje i operacje NATO, UE oraz koalicyjne;;;568155
0011-0004-0001-0001;0011-0004-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;568155
0011-0004-0002;0011-0004;c;Podzadanie 11.4.2;Międzynarodowa współpraca bilateralna i współpraca w strukturach wielostronnych, w tym w ramach NATO i UE;;;327306
0011-0004-0002-0001;0011-0004-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;327306
0011-0005;0011;b;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;;;202404
0011-0005-0001;0011-0005;c;Podzadanie 11.5.1;Mobilizacja gospodarki;;;115233
0011-0005-0001-0001;0011-0005-0001;d;Dysponent;Ministerstwo Gospodarki;20;;88233
0011-0005-0001-0002;0011-0005-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;27000
0011-0005-0002;0011-0005;c;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;;;87171
0011-0005-0002-0001;0011-0005-0002;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;23
0011-0005-0002-0002;0011-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;324
0011-0005-0002-0003;0011-0005-0002;d;Dysponent;Ministerstwo Gospodarki;20;;264
0011-0005-0002-0004;0011-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;21;;637
0011-0005-0002-0005;0011-0005-0002;d;Dysponent;Ministerstwo Środowiska;22;;2533
0011-0005-0002-0006;0011-0005-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;112
0011-0005-0002-0007;0011-0005-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;77
0011-0005-0002-0008;0011-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;26;;1886
0011-0005-0002-0009;0011-0005-0002;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;15
0011-0005-0002-0010;0011-0005-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;1170
0011-0005-0002-0011;0011-0005-0002;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;133
0011-0005-0002-0012;0011-0005-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;140
0011-0005-0002-0013;0011-0005-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;15
0011-0005-0002-0014;0011-0005-0002;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;259
0011-0005-0002-0015;0011-0005-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;15
0011-0005-0002-0016;0011-0005-0002;d;Dysponent;Ministerstwo Sprawiedliwości;37;;455
0011-0005-0002-0017;0011-0005-0002;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;24
0011-0005-0002-0018;0011-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;22599
0011-0005-0002-0019;0011-0005-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;5
0011-0005-0002-0020;0011-0005-0002;d;Dysponent;Ministerstwo Środowiska;41;;436
0011-0005-0002-0021;0011-0005-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;620
0011-0005-0002-0022;0011-0005-0002;d;Dysponent;Ministerstwo Zdrowia;46;;11530
0011-0005-0002-0023;0011-0005-0002;d;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;4
0011-0005-0002-0024;0011-0005-0002;d;Dysponent;Centralne Biuro Antykorupcyjne;56;;10
0011-0005-0002-0025;0011-0005-0002;d;Dysponent;Agencja Bezpieczeństwa Wewnętrznego;57;;34
0011-0005-0002-0026;0011-0005-0002;d;Dysponent;Główny Urząd Statystyczny;58;;12
0011-0005-0002-0027;0011-0005-0002;d;Dysponent;Urząd Patentowy RP;61;;1
0011-0005-0002-0028;0011-0005-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;15
0011-0005-0002-0029;0011-0005-0002;d;Dysponent;Główny Urząd Miar;64;;2
0011-0005-0002-0030;0011-0005-0002;d;Dysponent;Państwowa Agencja Atomistyki;68;;5
0011-0005-0002-0031;0011-0005-0002;d;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;10
0011-0005-0002-0032;0011-0005-0002;d;Dysponent;Urząd Komunikacji Elektronicznej;76;;2080
0011-0005-0002-0033;0011-0005-0002;d;Dysponent;Wojewodowie;85;;41726
0012;;a;FUNKCJA 12;ŚRODOWISKO;;;615206
0012-0001;0012;b;Zadanie 12.1;Kształtowanie bioróżnorodności;;;157222
0012-0001-0001;0012-0001;c;Podzadanie 12.1.1;Ochrona przyrody i krajobrazu;;;144380
0012-0001-0001-0001;0012-0001-0001;d;Dysponent;Ministerstwo Środowiska;41;;124255
0012-0001-0001-0002;0012-0001-0001;d;Dysponent;Wojewodowie;85;;20125
0012-0001-0002;0012-0001;c;Podzadanie 12.1.2;Ochrona i zrównoważony rozwój lasów;;;12059
0012-0001-0002-0001;0012-0001-0002;d;Dysponent;Ministerstwo Środowiska;41;;7349
0012-0001-0002-0002;0012-0001-0002;d;Dysponent;Wojewodowie;85;;4710
0012-0001-0003;0012-0001;c;Podzadanie 12.1.3;Ochrona gleb;;;783
0012-0001-0003-0001;0012-0001-0003;d;Dysponent;Ministerstwo Środowiska;41;;783
0012-0002;0012;b;Zadanie 12.2;Kształtowanie jakości powietrza atmosferycznego i przeciwdziałanie zmianom klimatu;;;5793
0012-0002-0001;0012-0002;c;Podzadanie 12.2.1;Ochrona powietrza;;;3399
0012-0002-0001-0001;0012-0002-0001;d;Dysponent;Ministerstwo Środowiska;41;;1186
0012-0002-0001-0002;0012-0002-0001;d;Dysponent;Wojewodowie;85;;2213
0012-0002-0002;0012-0002;c;Podzadanie 12.2.2;Ochrona klimatu oraz handel emisjami zanieczyszczeń;;;2394
0012-0002-0002-0001;0012-0002-0002;d;Dysponent;Ministerstwo Środowiska;41;;2394
0012-0003;0012;b;Zadanie 12.3;Gospodarka zasobami i strukturami geologicznymi;;;4923
0012-0003-0001;0012-0003;c;Podzadanie 12.3.1;Gospodarcze wykorzystanie zasobów i struktur geologicznych;;;2965
0012-0003-0001-0001;0012-0003-0001;d;Dysponent;Ministerstwo Środowiska;41;;2473
0012-0003-0001-0002;0012-0003-0001;d;Dysponent;Wojewodowie;85;;492
0012-0003-0002;0012-0003;c;Podzadanie 12.3.2;Badania geologiczne;;;1958
0012-0003-0002-0001;0012-0003-0002;d;Dysponent;Ministerstwo Środowiska;41;;1721
0012-0003-0002-0002;0012-0003-0002;d;Dysponent;Wojewodowie;85;;237
0012-0004;0012;b;Zadanie 12.4;Gospodarka odpadami;;;3209
0012-0004-0001;0012-0004;c;Podzadanie 12.4.1;Polityka państwa w zakresie gospdarki odpadami;;;2764
0012-0004-0001-0001;0012-0004-0001;d;Dysponent;Ministerstwo Środowiska;41;;1638
0012-0004-0001-0002;0012-0004-0001;d;Dysponent;Wojewodowie;85;;1126
0012-0004-0002;0012-0004;c;Podzadanie 12.4.2;Przedsięwzięcia w zakresie gospodarki odpadami;;;445
0012-0004-0002-0001;0012-0004-0002;d;Dysponent;Ministerstwo Środowiska;41;;445
0012-0005;0012;b;Zadanie 12.5;Gospodarowanie zasobami wodnymi;;;258704
0012-0005-0001;0012-0005;c;Podzadanie 12.5.1;Kształtowanie, ochrona i wykorzystanie zasobów wodnych;;;17943
0012-0005-0001-0001;0012-0005-0001;d;Dysponent;Ministerstwo Środowiska;22;;17559
0012-0005-0001-0002;0012-0005-0001;d;Dysponent;Wojewodowie;85;;384
0012-0005-0002;0012-0005;c;Podzadanie 12.5.2;Utrzymanie powierzonego majątku związanego z gospodarką wodną;;;148237
0012-0005-0002-0001;0012-0005-0002;d;Dysponent;Ministerstwo Środowiska;22;;147839
0012-0005-0002-0002;0012-0005-0002;d;Dysponent;Wojewodowie;85;;398
0012-0005-0003;0012-0005;c;Podzadanie 12.5.3;Ochrona przeciwpowodziowa oraz przeciwdziałanie skutkom suszy;;;92524
0012-0005-0003-0001;0012-0005-0003;d;Dysponent;Ministerstwo Środowiska;22;;91448
0012-0005-0003-0002;0012-0005-0003;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0005-0003-0003;0012-0005-0003;d;Dysponent;Wojewodowie;85;;1076
0012-0006;0012;b;Zadanie 12.6;Rozbudowa infrastruktury ochrony środowiska;;;3355
0012-0006-0001;0012-0006;c;Podzadanie 12.6.1;Gospodarka wodno-ściekowa;;;3355
0012-0006-0001-0001;0012-0006-0001;d;Dysponent;Ministerstwo Środowiska;22;;231
0012-0006-0001-0002;0012-0006-0001;d;Dysponent;Ministerstwo Środowiska;41;;3124
0012-0006-0002;0012-0006;c;Podzadanie 12.6.2;Przedsięwzięcia dostosowujące przedsiębiorstwa do wymogów ochrony środowiska;;;0
0012-0006-0002-0001;0012-0006-0002;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0007;0012;b;Zadanie 12.7;Kontrola, monitoring środowiska i przeciwdziałanie zagrożeniom środowiska;;;174588
0012-0007-0001;0012-0007;c;Podzadanie 12.7.1;Monitoring środowiska;;;80520
0012-0007-0001-0001;0012-0007-0001;d;Dysponent;Ministerstwo Środowiska;41;;3871
0012-0007-0001-0002;0012-0007-0001;d;Dysponent;Wojewodowie;85;;76649
0012-0007-0002;0012-0007;c;Podzadanie 12.7.2;Działalność kontrolna w zakresie ochrony środowiska;;;60319
0012-0007-0002-0001;0012-0007-0002;d;Dysponent;Ministerstwo Środowiska;41;;5971
0012-0007-0002-0002;0012-0007-0002;d;Dysponent;Wojewodowie;85;;54348
0012-0007-0003;0012-0007;c;Podzadanie 12.7.3;Ochrona przed skutkami zagrożeń;;;33749
0012-0007-0003-0001;0012-0007-0003;d;Dysponent;Ministerstwo Środowiska;41;;33620
0012-0007-0003-0002;0012-0007-0003;d;Dysponent;Wojewodowie;85;;129
0012-0008;0012;b;Zadanie 12.8;Polityka ekologiczna państwa;;;7412
0012-0008-0001;0012-0008;c;Podzadanie 12.8.1;Realizacja polityki ekologicznej państwa;;;7412
0012-0008-0001-0001;0012-0008-0001;d;Dysponent;Ministerstwo Środowiska;41;;7412
0013;;a;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;;;90633839
0013-0001;0013;b;Zadanie 13.1;Pomoc i integracja społeczna;;;3315896
0013-0001-0001;0013-0001;c;Podzadanie 13.1.1;Wspieranie osób zagrożonych wykluczeniem społecznym;;;3206384
0013-0001-0001-0001;0013-0001-0001;d;Dysponent;Ministerstwo Infrastruktury;18;;120000
0013-0001-0001-0002;0013-0001-0001;d;Dysponent;Ministerstwo Finansów;19;;21800
0013-0001-0001-0003;0013-0001-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;12453
0013-0001-0001-0004;0013-0001-0001;d;Dysponent;Wojewodowie;85;;3052131
0013-0001-0002;0013-0001;c;Podzadanie 13.1.2;Wsparcie jednostek organizacyjnych pomocy społecznej w realizacji zadań;;;109512
0013-0001-0002-0001;0013-0001-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;4254
0013-0001-0002-0002;0013-0001-0002;d;Dysponent;Wojewodowie;85;;105258
0013-0002;0013;b;Zadanie 13.2;Aktywizacja społeczna osób niepełnosprawnych;;;82504
0013-0002-0001;0013-0002;c;Podzadanie 13.2.1;Wspomaganie aktywizacji społecznej osób niepełnosprawnych;;;81461
0013-0002-0001-0001;0013-0002-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;1308
0013-0002-0001-0002;0013-0002-0001;d;Dysponent;Wojewodowie;85;;80153
0013-0002-0002;0013-0002;c;Podzadanie 13.2.2;Prowadzenie dialogu obywatelskiego w zakresie aktywizacji społecznej osób niepełnosprawnych;;;1043
0013-0002-0002-0001;0013-0002-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;623
0013-0002-0002-0002;0013-0002-0002;d;Dysponent;Wojewodowie;85;;420
0013-0003;0013;b;Zadanie 13.3;Świadczenia społeczne;;;77551443
0013-0003-0001;0013-0003;c;Podzadanie 13.3.1;Świadczenia społeczne realizowane w ramach powszechnego systemu ubezpieczenia społecznego oraz świadczenia na rzecz inwalidów wojennych, wojskowych i kombatantów;;;48361634
0013-0003-0001-0001;0013-0003-0001;d;Dysponent;Zakład Ubezpieczeń Społecznych;73;;48361634
0013-0003-0002;0013-0003;c;Podzadanie 13.3.2;Świadczenia społeczne rolników oraz świadczenia na rzecz inwalidów wojennych, wojskowych i kombatantów;;;14032912
0013-0003-0002-0001;0013-0003-0002;d;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;14032912
0013-0003-0003;0013-0003;c;Podzadanie 13.3.3;Świadczenia społeczne żołnierzy i funkcjonariuszy;;;14710920
0013-0003-0003-0001;0013-0003-0003;d;Dysponent;Ministerstwo Obrony Narodowej;29;;6358532
0013-0003-0003-0002;0013-0003-0003;d;Dysponent;Ministerstwo Sprawiedliwości;37;;1154200
0013-0003-0003-0003;0013-0003-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;7198188
0013-0003-0004;0013-0003;c;Podzadanie 13.3.4;Uposażenia dla sędziów i prokuratorów w stanie spoczynku i uposażenia rodzinne;;;442676
0013-0003-0004-0001;0013-0003-0004;d;Dysponent;Sąd Najwyższy;04;;21212
0013-0003-0004-0002;0013-0003-0004;d;Dysponent;Naczelny Sąd Administracyjny;05;;27431
0013-0003-0004-0003;0013-0003-0004;d;Dysponent;Trybunał Konstutucyjny;06;;5180
0013-0003-0004-0004;0013-0003-0004;d;Dysponent;Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu;13;;2095
0013-0003-0004-0005;0013-0003-0004;d;Dysponent;Ministerstwo Sprawiedliwości;15;;197449
0013-0003-0004-0006;0013-0003-0004;d;Dysponent;Ministerstwo Obrony Narodowej;29;;2271
0013-0003-0004-0007;0013-0003-0004;d;Dysponent;Ministerstwo Sprawiedliwości;37;;5538
0013-0003-0004-0008;0013-0003-0004;d;Dysponent;Prokuratura Generalna;88;;181500
0013-0003-0005;0013-0003;c;Podzadanie 13.3.5;Nadzór i kształtowanie systemu ubezpieczeń społecznych;;;2893
0013-0003-0005-0001;0013-0003-0005;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;2893
0013-0003-0006;0013-0003;c;Podzadanie 13.3.6;Wspieranie działań Otwartych Funduszy Emerytalnych;;;272
0013-0003-0006-0001;0013-0003-0006;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;272
0013-0003-0007;0013-0003;c;Podzadanie 13.3.7;Wspieranie Pracowniczych Programów Emerytalnych i Indywidualnych Kont Emerytalnych;;;136
0013-0003-0007-0001;0013-0003-0007;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;136
0013-0004;0013;b;Zadanie 13.4;Sprawy kombatantów i osób represjonowanych;;;29993
0013-0004-0001;0013-0004;c;Podzadanie 13.4.1;Orzekanie o uprawnieniach kombatantów i innych osób uprawnionych oraz tworzenie zbiorów akt kombatanckich;;;7491
0013-0004-0001-0001;0013-0004-0001;d;Dysponent;Urząd ds. Kombatantów i Osób Represjonowanych;54;;7491
0013-0004-0002;0013-0004;c;Podzadanie 13.4.2;Wsparcie socjalne dla kombatantów, ofiar represji i innych osób uprawnionych;;;12821
0013-0004-0002-0001;0013-0004-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;136
0013-0004-0002-0002;0013-0004-0002;d;Dysponent;Urząd ds. Kombatantów i Osób Represjonowanych;54;;12685
0013-0004-0003;0013-0004;c;Podzadanie 13.4.3;Honorowanie kombatantów i ofiar represji oraz utrwalanie pamięci o nich;;;9681
0013-0004-0003-0001;0013-0004-0003;d;Dysponent;Urząd ds. Kombatantów i Osób Represjonowanych;54;;9662
0013-0004-0003-0002;0013-0004-0003;d;Dysponent;Wojewodowie;85;;19
0013-0005;0013;b;Zadanie 13.5;Wspieranie rodziny;;;9640933
0013-0005-0001;0013-0005;c;Podzadanie 13.5.1;Wsparcie rodzin wychowujących dzieci;;;9628330
0013-0005-0001-0001;0013-0005-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;977
0013-0005-0001-0002;0013-0005-0001;d;Dysponent;Wojewodowie;85;;9627353
0013-0005-0002;0013-0005;c;Podzadanie 13.5.2;Piecza zastępcza nad dzieckiem;;;12603
0013-0005-0002-0001;0013-0005-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;8643
0013-0005-0002-0002;0013-0005-0002;d;Dysponent;Wojewodowie;85;;3960
0013-0006;0013;b;Zadanie 13.6;Działalność pożytku publicznego;;;13070
0013-0006-0001;0013-0006;c;Podzadanie 13.6.1;Tworzenie warunków dla rozwoju podmiotów prowadzących działalność pożytku publicznego, współpracy tych podmiotów z organami administracji publicznej oraz dialogu obywatelskiego;;;11548
0013-0006-0001-0001;0013-0006-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;9520
0013-0006-0001-0002;0013-0006-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;2028
0013-0006-0002;0013-0006;c;Podzadanie 13.6.2;Wspieranie społeczeństwa obywatelskiego oraz gospodarki społecznej;;;1226
0013-0006-0002-0001;0013-0006-0002;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;676
0013-0006-0002-0002;0013-0006-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;550
0013-0006-0003;0013-0006;c;Podzadanie 13.6.3;Nadzór nad fundacjami i stowarzyszeniami oraz organizacjami pożytku publicznego;;;296
0013-0006-0003-0001;0013-0006-0003;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;296
0014;;a;FUNKCJA 14;RYNEK PRACY;;;1070629
0014-0001;0014;b;Zadanie 14.1;Wspieranie zatrudnienia i przeciwdziałanie bezrobociu;;;64640
0014-0001-0001;0014-0001;c;Podzadanie 14.1.1;Kształtowanie i realizacja rozwiązań na rzecz rynku pracy w zakresie promocji zatrudnienia i instytucji rynku pracy;;;25260
0014-0001-0001-0001;0014-0001-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;14631
0014-0001-0001-0002;0014-0001-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;6233
0014-0001-0001-0003;0014-0001-0001;d;Dysponent;Wojewodowie;85;;4396
0014-0001-0002;0014-0001;c;Podzadanie 14.1.2;Zatrudnienie oraz przeciwdziałanie marginalizacji i wykluczeniu społecznemu młodzieży;;;39380
0014-0001-0002-0001;0014-0001-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;39380
0014-0002;0014;b;Zadanie 14.2;Budowa nowoczesnych stosunków pracy;;;234976
0014-0002-0001;0014-0002;c;Podzadanie 14.2.1;Elastyczność i bezpieczeństwo w zatrudnieniu;;;8810
0014-0002-0001-0001;0014-0002-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;8810
0014-0002-0002;0014-0002;c;Podzadanie 14.2.2;Nadzór i kontrola;;;190617
0014-0002-0002-0001;0014-0002-0002;d;Dysponent;Państwowa Inspekcja Pracy;12;;183599
0014-0002-0002-0002;0014-0002-0002;d;Dysponent;Wojewodowie;85;;7018
0014-0002-0003;0014-0002;c;Podzadanie 14.2.3;Bezpieczeństwo i higiena pracy;;;35549
0014-0002-0003-0001;0014-0002-0003;d;Dysponent;Państwowa Inspekcja Pracy;12;;12729
0014-0002-0003-0002;0014-0002-0003;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;22820
0014-0003;0014;b;Zadanie 14.3;Aktywizacja zawodowa osób niepełnosprawnych;;;751954
0014-0003-0001;0014-0003;c;Podzadanie 14.3.1;Wspomaganie aktywizacji zawodowej osób niepełnosprawnych;;;751954
0014-0003-0001-0001;0014-0003-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;749557
0014-0003-0001-0002;0014-0003-0001;d;Dysponent;Wojewodowie;85;;2397
0014-0004;0014;b;Zadanie 14.4;Wspieranie rozwoju i organizowanie dialogu i partnerstwa społecznego;;;19059
0014-0004-0001;0014-0004;c;Podzadanie 14.4.1;Analiza i promocja informacji w zakresie dialogu społecznego;;;1312
0014-0004-0001-0001;0014-0004-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;1312
0014-0004-0002;0014-0004;c;Podzadanie 14.4.2;Koordynacja współpracy z partnerami społecznymi i wzmocnienie instytucji dialogu społecznego;;;17747
0014-0004-0002-0001;0014-0004-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;16946
0014-0004-0002-0002;0014-0004-0002;d;Dysponent;Wojewodowie;85;;801
0015;;a;FUNKCJA 15;POLITYKA ZAGRANICZNA;;;1544655
0015-0001;0015;b;Zadanie 15.1;Zapewnianie Polsce sprzyjających warunków rozwoju;;;992743
0015-0001-0001;0015-0001;c;Podzadanie 15.1.1;Rozwijanie stosunków dwustronnych i wielostronnych;;;480544
0015-0001-0001-0001;0015-0001-0001;d;Dysponent;Ministerstwo Środowiska;22;;290
0015-0001-0001-0002;0015-0001-0001;d;Dysponent;Ministerstwo Środowiska;41;;5871
0015-0001-0001-0003;0015-0001-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;474383
0015-0001-0002;0015-0001;c;Podzadanie 15.1.2;Udział Polski we współpracy na forum organizacji międzynarodowych;;;512199
0015-0001-0002-0001;0015-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;35
0015-0001-0002-0002;0015-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;21;;750
0015-0001-0002-0003;0015-0001-0002;d;Dysponent;Ministerstwo Środowiska;22;;22119
0015-0001-0002-0004;0015-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;26;;1910
0015-0001-0002-0005;0015-0001-0002;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;20067
0015-0001-0002-0006;0015-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;1387
0015-0001-0002-0007;0015-0001-0002;d;Dysponent;Ministerstwo Środowiska;41;;8217
0015-0001-0002-0008;0015-0001-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;444891
0015-0001-0002-0009;0015-0001-0002;d;Dysponent;Ministerstwo Zdrowia;46;;12823
0015-0002;0015;b;Zadanie 15.2;Zapewnianie bezpieczeństwa państwa;;;26504
0015-0002-0001;0015-0002;c;Podzadanie 15.2.1;Umacnianie bezpieczeństwa politycznego i wojskowego oraz pokoju;;;15404
0015-0002-0001-0001;0015-0002-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;15404
0015-0002-0002;0015-0002;c;Podzadanie 15.2.2;Umacnianie bezpieczeństwa ekonomicznego, energetycznego i ekologicznego;;;2890
0015-0002-0002-0001;0015-0002-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;2890
0015-0002-0003;0015-0002;c;Podzadanie 15.2.3;Pozostałe wymiary bezpieczeństwa;;;8210
0015-0002-0003-0001;0015-0002-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;8210
0015-0003;0015;b;Zadanie 15.3;Reprezentowanie i ochrona międzynarodowych interesów RP i jej obywateli za granicą;;;235855
0015-0003-0001;0015-0003;c;Podzadanie 15.3.1;Zapewnianie opieki i obsługi konsularnej;;;228766
0015-0003-0001-0001;0015-0003-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;228766
