ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Budżet Państwa
0006-0013-0002-0002;0006-0013-0002;d;Dysponent;Urząd Komunikacji Elektronicznej;76;;1281
0007;;a;FUNKCJA 7;GOSPODARKA PRZESTRZENNA, BUDOWNICTWO I MIESZKALNICTWO;;;1653534
0007-0001;0007;b;Zadanie 7.1;Wspieranie budownictwa;;;652780
0007-0001-0001;0007-0001;c;Podzadanie 7.1.1;Termomodernizacja i remonty zasobów mieszkaniowych;;;208861
0007-0001-0001-0001;0007-0001-0001;d;Dysponent;Ministerstwo Infrastruktury;18;;200000
0007-0001-0001-0002;0007-0001-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0007-0001-0001-0003;0007-0001-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;8861
0007-0001-0002;0007-0001;c;Podzadanie 7.1.2;Budownictwo społeczne na wynajem;;;2841
0007-0001-0002-0001;0007-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;2841
0007-0001-0003;0007-0001;c;Podzadanie 7.1.3;Infrastruktura techniczna towarzysząca budownictwu mieszkaniowemu;;;1243
0007-0001-0003-0001;0007-0001-0003;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0001-0003-0002;0007-0001-0003;d;Dysponent;Wojewodowie;85;;1243
0007-0001-0004;0007-0001;c;Podzadanie 7.1.4;Budownictwo własnościowe;;;437084
0007-0001-0004-0001;0007-0001-0004;d;Dysponent;Ministerstwo Infrastruktury;18;;437084
0007-0001-0005;0007-0001;c;Podzadanie 7.1.5;Certyfikacja budynków i lokali mieszkalnych;;;2751
0007-0001-0005-0001;0007-0001-0005;d;Dysponent;Ministerstwo Infrastruktury;18;;2751
0007-0002;0007;b;Zadanie 7.2;Zagospodarowanie przestrzenne i gospodarka nieruchomościami;;;26426
0007-0002-0001;0007-0002;c;Podzadanie 7.2.1;Zagospodarowanie przestrzenne kraju;;;18885
0007-0002-0001-0001;0007-0002-0001;d;Dysponent;Ministerstwo Infrastruktury;18;;3094
0007-0002-0001-0002;0007-0002-0001;d;Dysponent;Wojewodowie;85;;15791
0007-0002-0002;0007-0002;c;Podzadanie 7.2.2;Gospodarka nieruchomościami;;;7541
0007-0002-0002-0001;0007-0002-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;7541
0007-0003;0007;b;Zadanie 7.3;Geodezja i kartografia;;;111569
0007-0003-0001;0007-0003;c;Podzadanie 7.3.1;Nadzór i kontrola w zakresie przestrzegania i stosowania przepisów w dziedzinie geodezji i kartografii;;;18033
0007-0003-0001-0001;0007-0003-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;3905
0007-0003-0001-0002;0007-0003-0001;d;Dysponent;Wojewodowie;85;;14128
0007-0003-0002;0007-0003;c;Podzadanie 7.3.2;Prowadzenie i przechowywanie baz danych przez wojewódzkiego inspektora nadzoru geodezyjnego i kartograficznego;;;1072
0007-0003-0002-0001;0007-0003-0002;d;Dysponent;Wojewodowie;85;;1072
0007-0003-0003;0007-0003;c;Podzadanie 7.3.3;Gromadzenie, prowadzenie, aktualizacja i udostępnienie zasobu geodezyjnego i kartograficznego;;;71506
0007-0003-0003-0001;0007-0003-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;5754
0007-0003-0003-0002;0007-0003-0003;d;Dysponent;Wojewodowie;85;;65752
0007-0003-0004;0007-0003;c;Podzadanie 7.3.4;Budowa infrastruktury informacji przestrzennej;;;20958
0007-0003-0004-0001;0007-0003-0004;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;20643
0007-0003-0004-0002;0007-0003-0004;d;Dysponent;Wojewodowie;85;;315
0007-0004;0007;b;Zadanie 7.4;Nadzór budowlany;;;212759
0007-0004-0001;0007-0004;c;Podzadanie 7.4.1;Kontrola procesu budowlanego;;;128135
0007-0004-0001-0001;0007-0004-0001;d;Dysponent;Ministerstwo Infrastruktury;18;;3654
0007-0004-0001-0002;0007-0004-0001;d;Dysponent;Wojewodowie;85;;124481
0007-0004-0002;0007-0004;c;Podzadanie 7.4.2;Kontrola rynku wyrobów budowlanych;;;9337
0007-0004-0002-0001;0007-0004-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;1350
0007-0004-0002-0002;0007-0004-0002;d;Dysponent;Wojewodowie;85;;7987
0007-0004-0003;0007-0004;c;Podzadanie 7.4.3;Orzecznictwo administracyjne;;;75287
0007-0004-0003-0001;0007-0004-0003;d;Dysponent;Ministerstwo Infrastruktury;18;;2945
0007-0004-0003-0002;0007-0004-0003;d;Dysponent;Wojewodowie;85;;72342
0007-0005;0007;b;Zadanie 7.5;Realizacja zobowiązań państwa z okresu transformacji gospodarczej w zakresie finansowania mieszkalnictwa;;;650000
0007-0005-0001;0007-0005;c;Podzadanie 7.5.1;Wykup odsetek od tzw. starego portfela spółdzielczych kredytów mieszkaniowych;;;130000
0007-0005-0001-0001;0007-0005-0001;d;Dysponent;Ministerstwo Infrastruktury;18;;130000
0007-0005-0002;0007-0005;c;Podzadanie 7.5.2;Refundacja bankom wypłaconych premii gwarancyjnych;;;520000
0007-0005-0002-0001;0007-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;520000
0008;;a;FUNKCJA 8;KULTURA FIZYCZNA I SPORT;;;1092963
0008-0001;0008;b;Zadanie 8.1;Popularyzacja i wspieranie rozwoju sportu dla wszystkich;;;22604
0008-0001-0001;0008-0001;c;Podzadanie 8.1.1;Upowszechnianie aktywności fizycznej dzieci i młodzieży;;;673
0008-0001-0001-0001;0008-0001-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;673
0008-0001-0002;0008-0001;c;Podzadanie 8.1.2;Upowszechnianie aktywności fizycznej różnych grup społecznych;;;21626
0008-0001-0002-0001;0008-0001-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;21626
0008-0001-0003;0008-0001;c;Podzadanie 8.1.3;Upowszechnianie sportu osób niepełnosprawnych;;;305
0008-0001-0003-0001;0008-0001-0003;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;305
0008-0002;0008;b;Zadanie 8.2;Wspieranie sportu kwalifikowanego;;;215623
0008-0002-0001;0008-0002;c;Podzadanie 8.2.1;Wspieranie działań związków sportowych;;;194928
0008-0002-0001-0001;0008-0002-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;194928
0008-0002-0002;0008-0002;c;Podzadanie 8.2.2;Wspieranie sportu młodzieżowego;;;520
0008-0002-0002-0001;0008-0002-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;520
0008-0002-0003;0008-0002;c;Podzadanie 8.2.3;Wspieranie współzawodnictwa sportowego osób niepełnosprawnych;;;11635
0008-0002-0003-0001;0008-0002-0003;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;11635
0008-0002-0004;0008-0002;c;Podzadanie 8.2.4;Wspieranie nauki i medycyny sportowej;;;8540
0008-0002-0004-0001;0008-0002-0004;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;6715
0008-0002-0004-0002;0008-0002-0004;d;Dysponent;Ministerstwo Zdrowia;46;;1825
0008-0003;0008;b;Zadanie 8.3;Wspieranie infrastruktury sportowej;;;255509
0008-0003-0001;0008-0003;c;Podzadanie 8.3.1;Infrastruktura w sporcie powszechnym;;;620
0008-0003-0001-0001;0008-0003-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;620
0008-0003-0002;0008-0003;c;Podzadanie 8.3.2;Infrastruktura w sporcie kwalifikowanym;;;3661
0008-0003-0002-0001;0008-0003-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;3661
0008-0003-0003;0008-0003;c;Podzadanie 8.3.3;Program ``Moje Boisko-Orlik 2012``;;;250445
0008-0003-0003-0001;0008-0003-0003;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;250400
0008-0003-0003-0002;0008-0003-0003;d;Dysponent;Wojewodowie;85;;45
0008-0003-0004;0008-0003;c;Podzadanie 8.3.4;Przygotowania Polski do współorganizacji Mistrzostw Europy w Piłce Nożnej UEFA EURO 2012;;;783
0008-0003-0004-0001;0008-0003-0004;d;Dysponent;Wojewodowie;85;;783
0008-0004;0008;b;Zadanie 8.4;Współorganizacja Mistrzostw Europy;;;599077
0008-0004-0001;0008-0004;c;Podzadanie 8.4.1;Program wieloletni ``Przygotowanie i wykonanie przedsięwzięć EURO 2012``;;;496357
0008-0004-0001-0001;0008-0004-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;496357
0008-0004-0002;0008-0004;c;Podzadanie 8.4.2;Zabezpieczenie medyczne i bezpieczeństwo;;;102300
0008-0004-0002-0001;0008-0004-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;102300
0008-0004-0003;0008-0004;c;Podzadanie 8.4.3;Działalność koordynacyjna i kontrolna;;;420
0008-0004-0003-0001;0008-0004-0003;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;420
0008-0005;0008;b;Zadanie 8.5;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;150
0008-0005-0001;0008-0005;c;Podzadanie 8.5.1;Utrzymanie systemów informatycznych;;;50
0008-0005-0001-0001;0008-0005-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;50
0008-0005-0002;0008-0005;c;Podzadanie 8.5.2;Budowa i wdrożenie rozwiązań informatycznych;;;100
0008-0005-0002-0001;0008-0005-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;100
0009;;a;FUNKCJA 9;KULTURA I DZIEDZICTWO NARODOWE;;;1317359
0009-0001;0009;b;Zadanie 9.1;Podtrzymywanie i rozpowszechnianie tradycji narodowej i państwowej;;;29609
0009-0001-0001;0009-0001;c;Podzadanie 9.1.1;Ochrona miejsc pamięci narodowej w kraju i za granicą;;;28919
0009-0001-0001-0001;0009-0001-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;20296
0009-0001-0001-0002;0009-0001-0001;d;Dysponent;Wojewodowie;85;;8623
0009-0001-0002;0009-0001;c;Podzadanie 9.1.2;Restytucja dóbr kultury;;;599
0009-0001-0002-0001;0009-0001-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;599
0009-0001-0003;0009-0001;c;Podzadanie 9.1.3;Działalność naukowo-wydawnicza;;;91
0009-0001-0003-0001;0009-0001-0003;d;Dysponent;Wojewodowie;85;;91
0009-0002;0009;b;Zadanie 9.2;Ochrona dziedzictwa narodowego;;;725344
0009-0002-0001;0009-0002;c;Podzadanie 9.2.1;Utrzymywanie muzeów;;;281489
0009-0002-0001-0001;0009-0002-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;263476
0009-0002-0001-0002;0009-0002-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;16525
0009-0002-0001-0003;0009-0002-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;1488
0009-0002-0002;0009-0002;c;Podzadanie 9.2.2;Ochrona Polskiego dziedzictwa kulturowego w kraju i za granicą;;;10854
0009-0002-0002-0001;0009-0002-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;2848
0009-0002-0002-0002;0009-0002-0002;d;Dysponent;Wojewodowie;85;;8006
0009-0002-0003;0009-0002;c;Podzadanie 9.2.3;Zachowanie, utrzymanie i zagospodarowanie zabytków;;;138776
0009-0002-0003-0001;0009-0002-0003;d;Dysponent;Kancelaria Prezydenta RP;01;;30000
0009-0002-0003-0002;0009-0002-0003;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;52475
0009-0002-0003-0003;0009-0002-0003;d;Dysponent;Wojewodowie;85;;56301
0009-0002-0004;0009-0002;c;Podzadanie 9.2.4;Dokumentacja, rejestry i ewidencja zabytków oraz dóbr kultury;;;39675
0009-0002-0004-0001;0009-0002-0004;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;20992
0009-0002-0004-0002;0009-0002-0004;d;Dysponent;Wojewodowie;85;;18683
0009-0002-0005;0009-0002;c;Podzadanie 9.2.5;Utrzymywanie i powiększanie zasobów archiwalnych i filmowych;;;123540
0009-0002-0005-0001;0009-0002-0005;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;123540
0009-0002-0006;0009-0002;c;Podzadanie 9.2.6;Utrzymywanie bibliotek oraz innych instytucji, działających w sektorze książki;;;131010
0009-0002-0006-0001;0009-0002-0006;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;117861
0009-0002-0006-0002;0009-0002-0006;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;3905
0009-0002-0006-0003;0009-0002-0006;d;Dysponent;Ministerstwo Zdrowia;46;;9244
0009-0003;0009;b;Zadanie 9.3;Działalność artystyczna i promocja kultury;;;396321
0009-0003-0001;0009-0003;c;Podzadanie 9.3.1;Wspieranie działalności artystycznej;;;239646
0009-0003-0001-0001;0009-0003-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;239646
0009-0003-0002;0009-0003;c;Podzadanie 9.3.2;Upowszechnianie i promocja kultury polskiej;;;145894
0009-0003-0002-0001;0009-0003-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;145894
0009-0003-0003;0009-0003;c;Podzadanie 9.3.3;Wspieranie kinematografii;;;10781
0009-0003-0003-0001;0009-0003-0003;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;10781
0009-0004;0009;b;Zadanie 9.4;Budowa i modernizacja infrastruktury kultury;;;166085
0009-0004-0001;0009-0004;c;Podzadanie 9.4.1;Budowa obiektów w sferze kultury;;;77470
0009-0004-0001-0001;0009-0004-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;53820
0009-0004-0001-0002;0009-0004-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;23650
0009-0004-0002;0009-0004;c;Podzadanie 9.4.2;Modernizacja i wyposażanie obiektów służących kulturze;;;88615
0009-0004-0002-0001;0009-0004-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;80575
0009-0004-0002-0002;0009-0004-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;8040
0010;;a;FUNKCJA 10;NAUKA POLSKA;;;4710926
0010-0001;0010;b;Zadanie 10.1;Prowadzenie badań naukowych;;;2912524
0010-0001-0001;0010-0001;c;Podzadanie 10.1.1;Wspieranie badań naukowych;;;2894573
0010-0001-0001-0001;0010-0001-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;2894573
0010-0001-0003;0010-0001;c;Podzadanie 10.1.3;Działalność naukowo-badawcza w zakresie problematyki wymiaru sprawiedliwości;;;3320
0010-0001-0003-0001;0010-0001-0003;d;Dysponent;Ministerstwo Sprawiedliwości;37;;3320
0010-0001-0004;0010-0001;c;Podzadanie 10.1.4;Opinie i ekspertyzy na potrzeby sądów powszechnych i jednostek organizacyjnych prokuratury;;;14631
0010-0001-0004-0001;0010-0001-0004;d;Dysponent;Ministerstwo Sprawiedliwości;37;;14631
0010-0002;0010;b;Zadanie 10.2;Wzmocnienie badań naukowych służących praktycznym zastosowaniom;;;1182612
0010-0002-0001;0010-0002;c;Podzadanie 10.2.1;Wsparcie badań stosowanych i prac rozwojowych;;;972571
0010-0002-0001-0001;0010-0002-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;972571
0010-0002-0002;0010-0002;c;Podzadanie 10.2.2;Program wieloletni ``Poprawa bezpieczeństwa i warunków pracy – I i II etap``;;;10500
0010-0002-0002-0001;0010-0002-0002;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;10500
0010-0002-0003;0010-0002;c;Podzadanie 10.2.3;Program wieloletni ``Polskie Sztuczne Serce``;;;6428
0010-0002-0003-0001;0010-0002-0003;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;3474
0010-0002-0003-0002;0010-0002-0003;d;Dysponent;Ministerstwo Zdrowia;46;;2954
0010-0002-0004;0010-0002;c;Podzadanie 10.2.4;Badania naukowe w dziedzinie obronności;;;193113
0010-0002-0004-0001;0010-0002-0004;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;154800
0010-0002-0004-0002;0010-0002-0004;d;Dysponent;Ministerstwo Obrony Narodowej;29;;38313
0010-0003;0010;b;Zadanie 10.3;Rozbudowa infrastruktury nauki polskiej;;;272080
0010-0003-0001;0010-0003;c;Podzadanie 10.3.1;Inwestycje wspierające badania naukowe;;;272080
0010-0003-0001-0001;0010-0003-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;272080
0010-0004;0010;b;Zadanie 10.4;Upowszechnianie, promocja oraz popularyzacja nauki;;;107265
0010-0004-0001;0010-0004;c;Podzadanie 10.4.1;Wspieranie dyscyplin naukowych oraz placówek naukowych;;;53387
0010-0004-0001-0001;0010-0004-0001;d;Dysponent;Polska Akademia Nauk;67;;53387
0010-0004-0002;0010-0004;c;Podzadanie 10.4.2;Program wieloletni ``Ekspozycja Centrum Nauki Kopernik``;;;20680
0010-0004-0002-0001;0010-0004-0002;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;20680
0010-0004-0003;0010-0004;c;Podzadanie 10.4.3;Poszerzanie wiedzy o nauce polskiej oraz wzbogacanie kultury narodowej;;;21898
0010-0004-0003-0001;0010-0004-0003;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;7800
0010-0004-0003-0002;0010-0004-0003;d;Dysponent;Polska Akademia Nauk;67;;14098
0010-0004-0004;0010-0004;c;Podzadanie 10.4.4;Wspieranie współpracy naukowej z zagranicą;;;11300
0010-0004-0004-0001;0010-0004-0004;d;Dysponent;Polska Akademia Nauk;67;;11300
0010-0005;0010;b;Zadanie 10.5;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;236445
0010-0005-0001;0010-0005;c;Podzadanie 10.5.1;Utrzymanie systemów informatycznych nauki;;;20000
0010-0005-0001-0001;0010-0005-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;20000
0010-0005-0002;0010-0005;c;Podzadanie 10.5.2;Rozbudowa infrastruktury informatycznej nauki;;;216445
0010-0005-0002-0001;0010-0005-0002;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;216445
0011;;a;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;;;20885383
0011-0001;0011;b;Zadanie 11.1;Utrzymanie zdolności obronnych;;;11622623
0011-0001-0001;0011-0001;c;Podzadanie 11.1.1;Utrzymanie zdolności operacyjnych Wojsk Lądowych;;;2880725
0011-0001-0001-0001;0011-0001-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;2876824
0011-0001-0001-0002;0011-0001-0001;d;Dysponent;Wojewodowie;85;;3901
0011-0001-0002;0011-0001;c;Podzadanie 11.1.2;Utrzymanie zdolności operacyjnych Sił Powietrznych;;;1360557
0011-0001-0002-0001;0011-0001-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;1360557
0011-0001-0003;0011-0001;c;Podzadanie 11.1.3;Utrzymanie zdolności operacyjnych Marynarki Wojennej;;;606344
0011-0001-0003-0001;0011-0001-0003;d;Dysponent;Ministerstwo Obrony Narodowej;29;;606344
0011-0001-0004;0011-0001;c;Podzadanie 11.1.4;Utrzymanie zdolności operacyjnych Wojsk Specjalnych;;;242470
0011-0001-0004-0001;0011-0001-0004;d;Dysponent;Ministerstwo Obrony Narodowej;29;;242470
0011-0001-0005;0011-0001;c;Podzadanie 11.1.5;Utrzymanie zdolności operacyjnych Żandarmerii Wojskowej;;;228304
0011-0001-0005-0001;0011-0001-0005;d;Dysponent;Ministerstwo Obrony Narodowej;29;;228304
0011-0001-0006;0011-0001;c;Podzadanie 11.1.6;Zabezpieczenie dowodzenia Siłami Zbrojnymi RP;;;260816
0011-0001-0006-0001;0011-0001-0006;d;Dysponent;Ministerstwo Obrony Narodowej;29;;260816
0011-0001-0007;0011-0001;c;Podzadanie 11.1.7;Zabezpieczenie logistyczne zdolności operacyjnych SZ;;;5419689
0011-0001-0007-0001;0011-0001-0007;d;Dysponent;Ministerstwo Obrony Narodowej;29;;5419689
0011-0001-0008;0011-0001;c;Podzadanie 11.1.8;Zabezpieczenie medyczne zdolności operacyjnych SZ;;;145920
0011-0001-0008-0001;0011-0001-0008;d;Dysponent;Ministerstwo Obrony Narodowej;29;;145920
0011-0001-0009;0011-0001;c;Podzadanie 11.1.9;Wsparcie utrzymania zdolności operacyjnych;;;0
0011-0001-0009-0001;0011-0001-0009;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;0
0011-0001-0010;0011-0001;c;Podzadanie 11.1.10;Zakwaterowanie Sił Zbrojnych;;;477798
0011-0001-0010-0001;0011-0001-0010;d;Dysponent;Ministerstwo Obrony Narodowej;29;;477798
0011-0002;0011;b;Zadanie 11.2;Rozwój zdolności obronnych;;;7315993
0011-0002-0001;0011-0002;c;Podzadanie 11.2.1;Programy operacyjne;;;7179557
0011-0002-0001-0001;0011-0002-0001;d;Dysponent;Ministerstwo Finansów;78;;123414
0011-0002-0001-0002;0011-0002-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;7056143
0011-0002-0002;0011-0002;c;Podzadanie 11.2.2;Programy NATO i UE;;;135660
0011-0002-0002-0001;0011-0002-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;135660
0011-0002-0003;0011-0002;c;Podzadanie 11.2.3;Pozyskiwanie zdolności poza programami operacyjnymi;;;776
0011-0002-0003-0001;0011-0002-0003;d;Dysponent;Wojewodowie;85;;776
0011-0003;0011;b;Zadanie 11.3;Wsparcie wywiadowcze i ochrona kontrwywiadowcza;;;419489
0011-0003-0001;0011-0003;c;Podzadanie 11.3.1;Wsparcie wywiadowcze;;;261986
0011-0003-0001-0001;0011-0003-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;106260
0011-0003-0001-0002;0011-0003-0001;d;Dysponent;Agencja Wywiadu;59;;155726
0011-0003-0002;0011-0003;c;Podzadanie 11.3.2;Ochrona kontrwywiadowcza;;;157503
0011-0003-0002-0001;0011-0003-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;157503
0011-0004;0011;b;Zadanie 11.4;Realizacja zobowiązań sojuszniczych i międzynarodowych oraz uczestnictwo w działaniach na rzecz pokoju i stabilizacji międzynarodowej;;;1108143
0011-0004-0001;0011-0004;c;Podzadanie 11.4.1;Misje i operacje NATO, UE oraz koalicyjne;;;772428
0011-0004-0001-0001;0011-0004-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;772428
0011-0004-0002;0011-0004;c;Podzadanie 11.4.2;Działalność w strukturach NATO, UE oraz przedstawicielstw dyplomatycznych i strukturach wielonarodowych;;;335715
0011-0004-0002-0001;0011-0004-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;335715
0011-0005;0011;b;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;;;163730
0011-0005-0001;0011-0005;c;Podzadanie 11.5.1;Mobilizacja gospodarki;;;96000
0011-0005-0001-0001;0011-0005-0001;d;Dysponent;Ministerstwo Gospodarki;20;;73000
0011-0005-0001-0002;0011-0005-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;23000
0011-0005-0002;0011-0005;c;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;;;67730
0011-0005-0002-0001;0011-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;89
0011-0005-0002-0002;0011-0005-0002;d;Dysponent;Ministerstwo Finansów;19;;235
0011-0005-0002-0003;0011-0005-0002;d;Dysponent;Ministerstwo Gospodarki;20;;838
0011-0005-0002-0004;0011-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;21;;821
0011-0005-0002-0005;0011-0005-0002;d;Dysponent;Ministerstwo Środowiska;22;;3051
0011-0005-0002-0006;0011-0005-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;200
0011-0005-0002-0007;0011-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;26;;1922
0011-0005-0002-0008;0011-0005-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;1200
0011-0005-0002-0009;0011-0005-0002;d;Dysponent;Ministerstwo Sprawiedliwości;37;;309
0011-0005-0002-0010;0011-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;22511
0011-0005-0002-0011;0011-0005-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;10
0011-0005-0002-0012;0011-0005-0002;d;Dysponent;Ministerstwo Środowiska;41;;263
0011-0005-0002-0013;0011-0005-0002;d;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;4
0011-0005-0002-0014;0011-0005-0002;d;Dysponent;Agencja Bezpieczeństwa Wewnętrznego;57;;33
0011-0005-0002-0015;0011-0005-0002;d;Dysponent;Urząd Komunikacji Elektronicznej;76;;1780
0011-0005-0002-0016;0011-0005-0002;d;Dysponent;Wojewodowie;85;;34464
0011-0006;0011;b;Zadanie 11.6;Posługa duszpasterska;;;24867
0011-0006-0001;0011-0006;c;Podzadanie 11.6.1;Posługa duszpasterska Ordynariatu Polowego WP;;;20530
0011-0006-0001-0001;0011-0006-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;20530
0011-0006-0002;0011-0006;c;Podzadanie 11.6.2;Posługa duszpasterska Ordynariatu Prawosławnego;;;2682
0011-0006-0002-0001;0011-0006-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;2682
0011-0006-0003;0011-0006;c;Podzadanie 11.6.3;Posługa duszpasterska Ewangelickiego Duszpasterstwa Wojskowego;;;1655
0011-0006-0003-0001;0011-0006-0003;d;Dysponent;Ministerstwo Obrony Narodowej;29;;1655
0011-0007;0011;b;Zadanie 11.7;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;230538
0011-0007-0001;0011-0007;c;Podzadanie 11.7.1;Utrzymanie systemów informatycznych;;;160565
0011-0007-0001-0001;0011-0007-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;160565
0011-0007-0002;0011-0007;c;Podzadanie 11.7.2;Budowa i wdrożenie rozwiązań informatycznych;;;69973
0011-0007-0002-0001;0011-0007-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;69973
0012;;a;FUNKCJA 12;ŚRODOWISKO;;;844372
0012-0001;0012;b;Zadanie 12.1;Kształtowanie bioróżnorodności;;;150193
0012-0001-0001;0012-0001;c;Podzadanie 12.1.1;Realizacja sieci Natura 2000;;;17539
0012-0001-0001-0001;0012-0001-0001;d;Dysponent;Ministerstwo Środowiska;41;;17539
0012-0001-0002;0012-0001;c;Podzadanie 12.1.2;Ochrona przyrody i krajobrazu, w tym parki narodowe;;;122833
0012-0001-0002-0001;0012-0001-0002;d;Dysponent;Ministerstwo Środowiska;41;;102018
0012-0001-0002-0002;0012-0001-0002;d;Dysponent;Wojewodowie;85;;20815
0012-0001-0003;0012-0001;c;Podzadanie 12.1.3;Ochrona i zrównoważony rozwój lasów oraz powiększanie zasobów leśnych;;;5959
0012-0001-0003-0001;0012-0001-0003;d;Dysponent;Ministerstwo Środowiska;41;;5883
0012-0001-0003-0002;0012-0001-0003;d;Dysponent;Wojewodowie;85;;76
0012-0001-0004;0012-0001;c;Podzadanie 12.1.4;Ochrona funkcji gleb i przywrócenie gleb do stanu właściwego;;;2062
0012-0001-0004-0001;0012-0001-0004;d;Dysponent;Ministerstwo Środowiska;41;;2062
