ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Środki europejskie
0007-0001-0001-0003;0007-0001-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0007-0001-0002;0007-0001;c;Podzadanie 7.1.2;Budownictwo społeczne na wynajem;;;0
0007-0001-0002-0001;0007-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0001-0003;0007-0001;c;Podzadanie 7.1.3;Infrastruktura techniczna towarzysząca budownictwu mieszkaniowemu;;;0
0007-0001-0003-0001;0007-0001-0003;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0001-0003-0002;0007-0001-0003;d;Dysponent;Wojewodowie;85;;0
0007-0001-0004;0007-0001;c;Podzadanie 7.1.4;Budownictwo własnościowe;;;0
0007-0001-0004-0001;0007-0001-0004;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0001-0005;0007-0001;c;Podzadanie 7.1.5;Certyfikacja budynków i lokali mieszkalnych;;;0
0007-0001-0005-0001;0007-0001-0005;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0002;0007;b;Zadanie 7.2;Zagospodarowanie przestrzenne i gospodarka nieruchomościami;;;0
0007-0002-0001;0007-0002;c;Podzadanie 7.2.1;Zagospodarowanie przestrzenne kraju;;;0
0007-0002-0001-0001;0007-0002-0001;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0002-0001-0002;0007-0002-0001;d;Dysponent;Wojewodowie;85;;0
0007-0002-0002;0007-0002;c;Podzadanie 7.2.2;Gospodarka nieruchomościami;;;0
0007-0002-0002-0001;0007-0002-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0003;0007;b;Zadanie 7.3;Geodezja i kartografia;;;63034
0007-0003-0001;0007-0003;c;Podzadanie 7.3.1;Nadzór i kontrola w zakresie przestrzegania i stosowania przepisów w dziedzinie geodezji i kartografii;;;0
0007-0003-0001-0001;0007-0003-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;0
0007-0003-0001-0002;0007-0003-0001;d;Dysponent;Wojewodowie;85;;0
0007-0003-0002;0007-0003;c;Podzadanie 7.3.2;Prowadzenie i przechowywanie baz danych przez wojewódzkiego inspektora nadzoru geodezyjnego i kartograficznego;;;0
0007-0003-0002-0001;0007-0003-0002;d;Dysponent;Wojewodowie;85;;0
0007-0003-0003;0007-0003;c;Podzadanie 7.3.3;Gromadzenie, prowadzenie, aktualizacja i udostępnienie zasobu geodezyjnego i kartograficznego;;;0
0007-0003-0003-0001;0007-0003-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;0
0007-0003-0003-0002;0007-0003-0003;d;Dysponent;Wojewodowie;85;;0
0007-0003-0004;0007-0003;c;Podzadanie 7.3.4;Budowa infrastruktury informacji przestrzennej;;;63034
0007-0003-0004-0001;0007-0003-0004;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;63034
0007-0003-0004-0002;0007-0003-0004;d;Dysponent;Wojewodowie;85;;0
0007-0004;0007;b;Zadanie 7.4;Nadzór budowlany;;;0
0007-0004-0001;0007-0004;c;Podzadanie 7.4.1;Kontrola procesu budowlanego;;;0
0007-0004-0001-0001;0007-0004-0001;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0004-0001-0002;0007-0004-0001;d;Dysponent;Wojewodowie;85;;0
0007-0004-0002;0007-0004;c;Podzadanie 7.4.2;Kontrola rynku wyrobów budowlanych;;;0
0007-0004-0002-0001;0007-0004-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0004-0002-0002;0007-0004-0002;d;Dysponent;Wojewodowie;85;;0
0007-0004-0003;0007-0004;c;Podzadanie 7.4.3;Orzecznictwo administracyjne;;;0
0007-0004-0003-0001;0007-0004-0003;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0004-0003-0002;0007-0004-0003;d;Dysponent;Wojewodowie;85;;0
0007-0005;0007;b;Zadanie 7.5;Realizacja zobowiązań państwa z okresu transformacji gospodarczej w zakresie finansowania mieszkalnictwa;;;0
0007-0005-0001;0007-0005;c;Podzadanie 7.5.1;Wykup odsetek od tzw. starego portfela spółdzielczych kredytów mieszkaniowych;;;0
0007-0005-0001-0001;0007-0005-0001;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0005-0002;0007-0005;c;Podzadanie 7.5.2;Refundacja bankom wypłaconych premii gwarancyjnych;;;0
0007-0005-0002-0001;0007-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0008;;a;FUNKCJA 8;KULTURA FIZYCZNA I SPORT;;;0
0008-0001;0008;b;Zadanie 8.1;Popularyzacja i wspieranie rozwoju sportu dla wszystkich;;;0
0008-0001-0001;0008-0001;c;Podzadanie 8.1.1;Upowszechnianie aktywności fizycznej dzieci i młodzieży;;;0
0008-0001-0001-0001;0008-0001-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0001-0002;0008-0001;c;Podzadanie 8.1.2;Upowszechnianie aktywności fizycznej różnych grup społecznych;;;0
0008-0001-0002-0001;0008-0001-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0001-0003;0008-0001;c;Podzadanie 8.1.3;Upowszechnianie sportu osób niepełnosprawnych;;;0
0008-0001-0003-0001;0008-0001-0003;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0002;0008;b;Zadanie 8.2;Wspieranie sportu kwalifikowanego;;;0
0008-0002-0001;0008-0002;c;Podzadanie 8.2.1;Wspieranie działań związków sportowych;;;0
0008-0002-0001-0001;0008-0002-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0002-0002;0008-0002;c;Podzadanie 8.2.2;Wspieranie sportu młodzieżowego;;;0
0008-0002-0002-0001;0008-0002-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0002-0003;0008-0002;c;Podzadanie 8.2.3;Wspieranie współzawodnictwa sportowego osób niepełnosprawnych;;;0
0008-0002-0003-0001;0008-0002-0003;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0002-0004;0008-0002;c;Podzadanie 8.2.4;Wspieranie nauki i medycyny sportowej;;;0
0008-0002-0004-0001;0008-0002-0004;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0002-0004-0002;0008-0002-0004;d;Dysponent;Ministerstwo Zdrowia;46;;0
0008-0003;0008;b;Zadanie 8.3;Wspieranie infrastruktury sportowej;;;0
0008-0003-0001;0008-0003;c;Podzadanie 8.3.1;Infrastruktura w sporcie powszechnym;;;0
0008-0003-0001-0001;0008-0003-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0003-0002;0008-0003;c;Podzadanie 8.3.2;Infrastruktura w sporcie kwalifikowanym;;;0
0008-0003-0002-0001;0008-0003-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0003-0003;0008-0003;c;Podzadanie 8.3.3;Program ``Moje Boisko-Orlik 2012``;;;0
0008-0003-0003-0001;0008-0003-0003;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0003-0003-0002;0008-0003-0003;d;Dysponent;Wojewodowie;85;;0
0008-0003-0004;0008-0003;c;Podzadanie 8.3.4;Przygotowania Polski do współorganizacji Mistrzostw Europy w Piłce Nożnej UEFA EURO 2012;;;0
0008-0003-0004-0001;0008-0003-0004;d;Dysponent;Wojewodowie;85;;0
0008-0004;0008;b;Zadanie 8.4;Współorganizacja Mistrzostw Europy;;;0
0008-0004-0001;0008-0004;c;Podzadanie 8.4.1;Program wieloletni ``Przygotowanie i wykonanie przedsięwzięć EURO 2012``;;;0
0008-0004-0001-0001;0008-0004-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0004-0002;0008-0004;c;Podzadanie 8.4.2;Zabezpieczenie medyczne i bezpieczeństwo;;;0
0008-0004-0002-0001;0008-0004-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0008-0004-0003;0008-0004;c;Podzadanie 8.4.3;Działalność koordynacyjna i kontrolna;;;0
0008-0004-0003-0001;0008-0004-0003;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0005;0008;b;Zadanie 8.5;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;0
0008-0005-0001;0008-0005;c;Podzadanie 8.5.1;Utrzymanie systemów informatycznych;;;0
0008-0005-0001-0001;0008-0005-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0005-0002;0008-0005;c;Podzadanie 8.5.2;Budowa i wdrożenie rozwiązań informatycznych;;;0
0008-0005-0002-0001;0008-0005-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0009;;a;FUNKCJA 9;KULTURA I DZIEDZICTWO NARODOWE;;;0
0009-0001;0009;b;Zadanie 9.1;Podtrzymywanie i rozpowszechnianie tradycji narodowej i państwowej;;;0
0009-0001-0001;0009-0001;c;Podzadanie 9.1.1;Ochrona miejsc pamięci narodowej w kraju i za granicą;;;0
0009-0001-0001-0001;0009-0001-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0001-0001-0002;0009-0001-0001;d;Dysponent;Wojewodowie;85;;0
0009-0001-0002;0009-0001;c;Podzadanie 9.1.2;Restytucja dóbr kultury;;;0
0009-0001-0002-0001;0009-0001-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0001-0003;0009-0001;c;Podzadanie 9.1.3;Działalność naukowo-wydawnicza;;;0
0009-0001-0003-0001;0009-0001-0003;d;Dysponent;Wojewodowie;85;;0
0009-0002;0009;b;Zadanie 9.2;Ochrona dziedzictwa narodowego;;;0
0009-0002-0001;0009-0002;c;Podzadanie 9.2.1;Utrzymywanie muzeów;;;0
0009-0002-0001-0001;0009-0002-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0002-0001-0002;0009-0002-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0009-0002-0001-0003;0009-0002-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0009-0002-0002;0009-0002;c;Podzadanie 9.2.2;Ochrona Polskiego dziedzictwa kulturowego w kraju i za granicą;;;0
0009-0002-0002-0001;0009-0002-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0002-0002-0002;0009-0002-0002;d;Dysponent;Wojewodowie;85;;0
0009-0002-0003;0009-0002;c;Podzadanie 9.2.3;Zachowanie, utrzymanie i zagospodarowanie zabytków;;;0
0009-0002-0003-0001;0009-0002-0003;d;Dysponent;Kancelaria Prezydenta RP;01;;0
0009-0002-0003-0002;0009-0002-0003;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0002-0003-0003;0009-0002-0003;d;Dysponent;Wojewodowie;85;;0
0009-0002-0004;0009-0002;c;Podzadanie 9.2.4;Dokumentacja, rejestry i ewidencja zabytków oraz dóbr kultury;;;0
0009-0002-0004-0001;0009-0002-0004;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0002-0004-0002;0009-0002-0004;d;Dysponent;Wojewodowie;85;;0
0009-0002-0005;0009-0002;c;Podzadanie 9.2.5;Utrzymywanie i powiększanie zasobów archiwalnych i filmowych;;;0
0009-0002-0005-0001;0009-0002-0005;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0002-0006;0009-0002;c;Podzadanie 9.2.6;Utrzymywanie bibliotek oraz innych instytucji, działających w sektorze książki;;;0
0009-0002-0006-0001;0009-0002-0006;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0002-0006-0002;0009-0002-0006;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0009-0002-0006-0003;0009-0002-0006;d;Dysponent;Ministerstwo Zdrowia;46;;0
0009-0003;0009;b;Zadanie 9.3;Działalność artystyczna i promocja kultury;;;0
0009-0003-0001;0009-0003;c;Podzadanie 9.3.1;Wspieranie działalności artystycznej;;;0
0009-0003-0001-0001;0009-0003-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0003-0002;0009-0003;c;Podzadanie 9.3.2;Upowszechnianie i promocja kultury polskiej;;;0
0009-0003-0002-0001;0009-0003-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0003-0003;0009-0003;c;Podzadanie 9.3.3;Wspieranie kinematografii;;;0
0009-0003-0003-0001;0009-0003-0003;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0004;0009;b;Zadanie 9.4;Budowa i modernizacja infrastruktury kultury;;;0
0009-0004-0001;0009-0004;c;Podzadanie 9.4.1;Budowa obiektów w sferze kultury;;;0
0009-0004-0001-0001;0009-0004-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0004-0001-0002;0009-0004-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0009-0004-0002;0009-0004;c;Podzadanie 9.4.2;Modernizacja i wyposażanie obiektów służących kulturze;;;0
0009-0004-0002-0001;0009-0004-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0004-0002-0002;0009-0004-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0010;;a;FUNKCJA 10;NAUKA POLSKA;;;760643
0010-0001;0010;b;Zadanie 10.1;Prowadzenie badań naukowych;;;12281
0010-0001-0001;0010-0001;c;Podzadanie 10.1.1;Wspieranie badań naukowych;;;12281
0010-0001-0001-0001;0010-0001-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;12281
0010-0001-0003;0010-0001;c;Podzadanie 10.1.3;Działalność naukowo-badawcza w zakresie problematyki wymiaru sprawiedliwości;;;0
0010-0001-0003-0001;0010-0001-0003;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0010-0001-0004;0010-0001;c;Podzadanie 10.1.4;Opinie i ekspertyzy na potrzeby sądów powszechnych i jednostek organizacyjnych prokuratury;;;0
0010-0001-0004-0001;0010-0001-0004;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0010-0002;0010;b;Zadanie 10.2;Wzmocnienie badań naukowych służących praktycznym zastosowaniom;;;364362
0010-0002-0001;0010-0002;c;Podzadanie 10.2.1;Wsparcie badań stosowanych i prac rozwojowych;;;364362
0010-0002-0001-0001;0010-0002-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;364362
0010-0002-0002;0010-0002;c;Podzadanie 10.2.2;Program wieloletni ``Poprawa bezpieczeństwa i warunków pracy – I i II etap``;;;0
0010-0002-0002-0001;0010-0002-0002;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;0
0010-0002-0003;0010-0002;c;Podzadanie 10.2.3;Program wieloletni ``Polskie Sztuczne Serce``;;;0
0010-0002-0003-0001;0010-0002-0003;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;0
0010-0002-0003-0002;0010-0002-0003;d;Dysponent;Ministerstwo Zdrowia;46;;0
0010-0002-0004;0010-0002;c;Podzadanie 10.2.4;Badania naukowe w dziedzinie obronności;;;0
0010-0002-0004-0001;0010-0002-0004;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;0
0010-0002-0004-0002;0010-0002-0004;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0010-0003;0010;b;Zadanie 10.3;Rozbudowa infrastruktury nauki polskiej;;;330240
0010-0003-0001;0010-0003;c;Podzadanie 10.3.1;Inwestycje wspierające badania naukowe;;;330240
0010-0003-0001-0001;0010-0003-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;330240
0010-0004;0010;b;Zadanie 10.4;Upowszechnianie, promocja oraz popularyzacja nauki;;;0
0010-0004-0001;0010-0004;c;Podzadanie 10.4.1;Wspieranie dyscyplin naukowych oraz placówek naukowych;;;0
0010-0004-0001-0001;0010-0004-0001;d;Dysponent;Polska Akademia Nauk;67;;0
0010-0004-0002;0010-0004;c;Podzadanie 10.4.2;Program wieloletni ``Ekspozycja Centrum Nauki Kopernik``;;;0
0010-0004-0002-0001;0010-0004-0002;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;0
0010-0004-0003;0010-0004;c;Podzadanie 10.4.3;Poszerzanie wiedzy o nauce polskiej oraz wzbogacanie kultury narodowej;;;0
0010-0004-0003-0001;0010-0004-0003;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;0
0010-0004-0003-0002;0010-0004-0003;d;Dysponent;Polska Akademia Nauk;67;;0
0010-0004-0004;0010-0004;c;Podzadanie 10.4.4;Wspieranie współpracy naukowej z zagranicą;;;0
0010-0004-0004-0001;0010-0004-0004;d;Dysponent;Polska Akademia Nauk;67;;0
0010-0005;0010;b;Zadanie 10.5;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;53760
0010-0005-0001;0010-0005;c;Podzadanie 10.5.1;Utrzymanie systemów informatycznych nauki;;;0
0010-0005-0001-0001;0010-0005-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;0
0010-0005-0002;0010-0005;c;Podzadanie 10.5.2;Rozbudowa infrastruktury informatycznej nauki;;;53760
0010-0005-0002-0001;0010-0005-0002;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;53760
0011;;a;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;;;0
0011-0001;0011;b;Zadanie 11.1;Utrzymanie zdolności obronnych;;;0
0011-0001-0001;0011-0001;c;Podzadanie 11.1.1;Utrzymanie zdolności operacyjnych Wojsk Lądowych;;;0
0011-0001-0001-0001;0011-0001-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0001-0001-0002;0011-0001-0001;d;Dysponent;Wojewodowie;85;;0
0011-0001-0002;0011-0001;c;Podzadanie 11.1.2;Utrzymanie zdolności operacyjnych Sił Powietrznych;;;0
0011-0001-0002-0001;0011-0001-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0001-0003;0011-0001;c;Podzadanie 11.1.3;Utrzymanie zdolności operacyjnych Marynarki Wojennej;;;0
0011-0001-0003-0001;0011-0001-0003;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0001-0004;0011-0001;c;Podzadanie 11.1.4;Utrzymanie zdolności operacyjnych Wojsk Specjalnych;;;0
0011-0001-0004-0001;0011-0001-0004;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0001-0005;0011-0001;c;Podzadanie 11.1.5;Utrzymanie zdolności operacyjnych Żandarmerii Wojskowej;;;0
0011-0001-0005-0001;0011-0001-0005;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0001-0006;0011-0001;c;Podzadanie 11.1.6;Zabezpieczenie dowodzenia Siłami Zbrojnymi RP;;;0
0011-0001-0006-0001;0011-0001-0006;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0001-0007;0011-0001;c;Podzadanie 11.1.7;Zabezpieczenie logistyczne zdolności operacyjnych SZ;;;0
0011-0001-0007-0001;0011-0001-0007;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0001-0008;0011-0001;c;Podzadanie 11.1.8;Zabezpieczenie medyczne zdolności operacyjnych SZ;;;0
0011-0001-0008-0001;0011-0001-0008;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0001-0009;0011-0001;c;Podzadanie 11.1.9;Wsparcie utrzymania zdolności operacyjnych;;;0
0011-0001-0009-0001;0011-0001-0009;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;0
0011-0001-0010;0011-0001;c;Podzadanie 11.1.10;Zakwaterowanie Sił Zbrojnych;;;0
0011-0001-0010-0001;0011-0001-0010;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0002;0011;b;Zadanie 11.2;Rozwój zdolności obronnych;;;0
0011-0002-0001;0011-0002;c;Podzadanie 11.2.1;Programy operacyjne;;;0
0011-0002-0001-0001;0011-0002-0001;d;Dysponent;Ministerstwo Finansów;78;;0
0011-0002-0001-0002;0011-0002-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0002-0002;0011-0002;c;Podzadanie 11.2.2;Programy NATO i UE;;;0
0011-0002-0002-0001;0011-0002-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0002-0003;0011-0002;c;Podzadanie 11.2.3;Pozyskiwanie zdolności poza programami operacyjnymi;;;0
0011-0002-0003-0001;0011-0002-0003;d;Dysponent;Wojewodowie;85;;0
0011-0003;0011;b;Zadanie 11.3;Wsparcie wywiadowcze i ochrona kontrwywiadowcza;;;0
0011-0003-0001;0011-0003;c;Podzadanie 11.3.1;Wsparcie wywiadowcze;;;0
0011-0003-0001-0001;0011-0003-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0003-0001-0002;0011-0003-0001;d;Dysponent;Agencja Wywiadu;59;;0
0011-0003-0002;0011-0003;c;Podzadanie 11.3.2;Ochrona kontrwywiadowcza;;;0
0011-0003-0002-0001;0011-0003-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0004;0011;b;Zadanie 11.4;Realizacja zobowiązań sojuszniczych i międzynarodowych oraz uczestnictwo w działaniach na rzecz pokoju i stabilizacji międzynarodowej;;;0
0011-0004-0001;0011-0004;c;Podzadanie 11.4.1;Misje i operacje NATO, UE oraz koalicyjne;;;0
0011-0004-0001-0001;0011-0004-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0004-0002;0011-0004;c;Podzadanie 11.4.2;Działalność w strukturach NATO, UE oraz przedstawicielstw dyplomatycznych i strukturach wielonarodowych;;;0
0011-0004-0002-0001;0011-0004-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0005;0011;b;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;;;0
0011-0005-0001;0011-0005;c;Podzadanie 11.5.1;Mobilizacja gospodarki;;;0
0011-0005-0001-0001;0011-0005-0001;d;Dysponent;Ministerstwo Gospodarki;20;;0
0011-0005-0001-0002;0011-0005-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0005-0002;0011-0005;c;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;;;0
0011-0005-0002-0001;0011-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0011-0005-0002-0002;0011-0005-0002;d;Dysponent;Ministerstwo Finansów;19;;0
0011-0005-0002-0003;0011-0005-0002;d;Dysponent;Ministerstwo Gospodarki;20;;0
0011-0005-0002-0004;0011-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;21;;0
0011-0005-0002-0005;0011-0005-0002;d;Dysponent;Ministerstwo Środowiska;22;;0
0011-0005-0002-0006;0011-0005-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0011-0005-0002-0007;0011-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;26;;0
0011-0005-0002-0008;0011-0005-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0005-0002-0009;0011-0005-0002;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0011-0005-0002-0010;0011-0005-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0011-0005-0002-0011;0011-0005-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;0
0011-0005-0002-0012;0011-0005-0002;d;Dysponent;Ministerstwo Środowiska;41;;0
0011-0005-0002-0013;0011-0005-0002;d;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;0
0011-0005-0002-0014;0011-0005-0002;d;Dysponent;Agencja Bezpieczeństwa Wewnętrznego;57;;0
0011-0005-0002-0015;0011-0005-0002;d;Dysponent;Urząd Komunikacji Elektronicznej;76;;0
0011-0005-0002-0016;0011-0005-0002;d;Dysponent;Wojewodowie;85;;0
0011-0006;0011;b;Zadanie 11.6;Posługa duszpasterska;;;0
0011-0006-0001;0011-0006;c;Podzadanie 11.6.1;Posługa duszpasterska Ordynariatu Polowego WP;;;0
0011-0006-0001-0001;0011-0006-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0006-0002;0011-0006;c;Podzadanie 11.6.2;Posługa duszpasterska Ordynariatu Prawosławnego;;;0
0011-0006-0002-0001;0011-0006-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0006-0003;0011-0006;c;Podzadanie 11.6.3;Posługa duszpasterska Ewangelickiego Duszpasterstwa Wojskowego;;;0
0011-0006-0003-0001;0011-0006-0003;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0007;0011;b;Zadanie 11.7;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;0
0011-0007-0001;0011-0007;c;Podzadanie 11.7.1;Utrzymanie systemów informatycznych;;;0
0011-0007-0001-0001;0011-0007-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0007-0002;0011-0007;c;Podzadanie 11.7.2;Budowa i wdrożenie rozwiązań informatycznych;;;0
0011-0007-0002-0001;0011-0007-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0012;;a;FUNKCJA 12;ŚRODOWISKO;;;3034025
0012-0001;0012;b;Zadanie 12.1;Kształtowanie bioróżnorodności;;;109717
0012-0001-0001;0012-0001;c;Podzadanie 12.1.1;Realizacja sieci Natura 2000;;;6010
0012-0001-0001-0001;0012-0001-0001;d;Dysponent;Ministerstwo Środowiska;41;;6010
0012-0001-0002;0012-0001;c;Podzadanie 12.1.2;Ochrona przyrody i krajobrazu, w tym parki narodowe;;;93849
0012-0001-0002-0001;0012-0001-0002;d;Dysponent;Ministerstwo Środowiska;41;;93849
0012-0001-0002-0002;0012-0001-0002;d;Dysponent;Wojewodowie;85;;0
0012-0001-0003;0012-0001;c;Podzadanie 12.1.3;Ochrona i zrównoważony rozwój lasów oraz powiększanie zasobów leśnych;;;0
0012-0001-0003-0001;0012-0001-0003;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0001-0003-0002;0012-0001-0003;d;Dysponent;Wojewodowie;85;;0
0012-0001-0004;0012-0001;c;Podzadanie 12.1.4;Ochrona funkcji gleb i przywrócenie gleb do stanu właściwego;;;0
0012-0001-0004-0001;0012-0001-0004;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0001-0005;0012-0001;c;Podzadanie 12.1.5;Ochrona zwierząt łownych i gospodarowanie ich zasobami;;;0
0012-0001-0005-0001;0012-0001-0005;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0001-0005-0002;0012-0001-0005;d;Dysponent;Wojewodowie;85;;0
0012-0001-0006;0012-0001;c;Podzadanie 12.1.6;Przywracanie terenom zdegradowanym wartości przyrodniczych;;;9858
0012-0001-0006-0001;0012-0001-0006;d;Dysponent;Ministerstwo Środowiska;41;;9858
0012-0002;0012;b;Zadanie 12.2;Kształtowanie jakości powietrza atmosferycznego i przeciwdziałanie zmianom klimatu;;;0
0012-0002-0001;0012-0002;c;Podzadanie 12.2.1;Ochrona powietrza przed zanieczyszczeniami oraz działania z zakresu handlu emisjami zanieczyszczeń innych niż gazy cieplarniane;;;0
0012-0002-0001-0001;0012-0002-0001;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0002-0002;0012-0002;c;Podzadanie 12.2.2;Ograniczenie emisji gazów cieplarnianych oraz działania z zakresu handlu emisjami CO2  i pakietu energetyczno-klimatycznego;;;0
