ID;Rodzic;Poziom;Typ;Treść;Budżet Państwa
0032-0005-0005-0004-0001;0032-0005-0005-0004;e;Część 22;GOSPODARKA  WODNA;64
0032-0005-0005-0005;0032-0005-0005;d;Podzadanie 12.5.6;Program wieloletni ``Program dla Odry 2006``;0
0032-0005-0005-0005-0001;0032-0005-0005-0005;e;Część 22;GOSPODARKA  WODNA;0
0032-0005-0006;0032-0005;c;Zadanie 12.6;Rozbudowa infrastruktury ochrony środowiska;118676
0032-0005-0006-0001;0032-0005-0006;d;Podzadanie 12.6.1;Gospodarka wodno-ściekowa;0
0032-0005-0006-0001-0001;0032-0005-0006-0001;e;Część 41;ŚRODOWISKO;0
0032-0005-0006-0002;0032-0005-0006;d;Podzadanie 12.6.2;Przedsięwzięcia dostosowujące przedsiębiorstwa do wymogów ochrony środowiska;0
0032-0005-0006-0002-0001;0032-0005-0006-0002;e;Część 41;ŚRODOWISKO;0
0032-0005-0006-0003;0032-0005-0006;d;Podzadanie 12.6.3;Zadania związane z realizacją projektów finansowanych z Funduszu Spójności;4328
0032-0005-0006-0003-0001;0032-0005-0006-0003;e;Część 41;ŚRODOWISKO;4328
0032-0005-0006-0004;0032-0005-0006;d;Podzadanie 12.6.4;Realizacja zadań w ramach Mechanizmu Finansowego EOG, Norweskiego Mechanizmu Finansowego, Polsko-Szwajcarskiej Ramowej Umowy Bilateralnej, Programów Instytucjonalnych i innych programów pomocowych;114348
0032-0005-0006-0004-0001;0032-0005-0006-0004;e;Część 41;ŚRODOWISKO;114348
0032-0005-0007;0032-0005;c;Zadanie 12.7;Kontrola, monitoring stanu środowiska i przeciwdziałanie poważnym awariom;38117
0032-0005-0007-0001;0032-0005-0007;d;Podzadanie 12.7.1;Kontrola podmiotów korzystających ze środowiska w tym w zakresie zapobiegania poważnym awariom;2093
0032-0005-0007-0001-0001;0032-0005-0007-0001;e;Część 41;ŚRODOWISKO;2093
0032-0005-0007-0002;0032-0005-0007;d;Podzadanie 12.7.2;Monitoring stanu środowiska;3197
0032-0005-0007-0002-0001;0032-0005-0007-0002;e;Część 41;ŚRODOWISKO;3197
0032-0005-0007-0003;0032-0005-0007;d;Podzadanie 12.7.3;Kontrola przestrzegania prawa ochrony środowiska oraz prowadzenie postępowań administracyjnych;32123
0032-0005-0007-0003-0001;0032-0005-0007-0003;e;Część 41;ŚRODOWISKO;32123
0032-0005-0007-0004;0032-0005-0007;d;Podzadanie 12.7.4;Ochrona przed skutkami zagrożeń naturalnych;0
0032-0005-0007-0004-0001;0032-0005-0007-0004;e;Część 41;ŚRODOWISKO;0
0032-0005-0007-0005;0032-0005-0007;d;Podzadanie 12.7.5;Pozwolenia zintegrowane oraz najlepsze dostępne techniki;704
0032-0005-0007-0005-0001;0032-0005-0007-0005;e;Część 41;ŚRODOWISKO;704
0032-0005-0008;0032-0005;c;Zadanie 12.8;Realizacja polityki ekologicznej państwa;5501
0032-0005-0008-0001;0032-0005-0008;d;Podzadanie 12.8.1;Prowadzenie polityki ekologicznej państwa;1439
0032-0005-0008-0001-0001;0032-0005-0008-0001;e;Część 41;ŚRODOWISKO;1439
0032-0005-0008-0002;0032-0005-0008;d;Podzadanie 12.8.2;Prowadzenie polityki zrównoważonego rozwoju obszarów strategicznych;240
0032-0005-0008-0002-0001;0032-0005-0008-0002;e;Część 41;ŚRODOWISKO;240
0032-0005-0008-0003;0032-0005-0008;d;Podzadanie 12.8.3;Promocja postaw proekologicznych i edukacja środowiskowa;3822
0032-0005-0008-0003-0001;0032-0005-0008-0003;e;Część 41;ŚRODOWISKO;3822
0032-0005-0009;0032-0005;c;Zadanie 12.9;Informatyzacja działalności i budowa społeczeństwa informacyjnego;7990
0032-0005-0009-0001;0032-0005-0009;d;Podzadanie 12.9.1;Utrzymanie systemów informatycznych;6902
0032-0005-0009-0001-0001;0032-0005-0009-0001;e;Część 22;GOSPODARKA  WODNA;1961
0032-0005-0009-0001-0002;0032-0005-0009-0001;e;Część 41;ŚRODOWISKO;4941
0032-0005-0009-0002;0032-0005-0009;d;Podzadanie 12.9.2;Budowa i wdrożenie rozwiązań informatycznych;1088
0032-0005-0009-0002-0001;0032-0005-0009-0002;e;Część 22;GOSPODARKA  WODNA;421
0032-0005-0009-0002-0002;0032-0005-0009-0002;e;Część 41;ŚRODOWISKO;667
0032-0006;0032;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;32970
0032-0006-0001;0032-0006;c;Zadanie 15.1;Zapewnianie Polsce sprzyjających warunków rozwoju;30531
0032-0006-0001-0001;0032-0006-0001;d;Podzadanie 15.1.1;Rozwijanie stosunków dwustronnych i wielostronnych;462
0032-0006-0001-0001-0001;0032-0006-0001-0001;e;Część 22;GOSPODARKA  WODNA;462
0032-0006-0001-0002;0032-0006-0001;d;Podzadanie 15.1.2;Udział Polski we współpracy na forum organizacji międzynarodowych;30069
0032-0006-0001-0002-0001;0032-0006-0001-0002;e;Część 22;GOSPODARKA  WODNA;23863
0032-0006-0001-0002-0002;0032-0006-0001-0002;e;Część 41;ŚRODOWISKO;6206
0032-0006-0002;0032-0006;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;2439
0032-0006-0002-0001;0032-0006-0002;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;2439
0032-0006-0002-0001-0001;0032-0006-0002-0001;e;Część 22;GOSPODARKA  WODNA;231
0032-0006-0002-0001-0002;0032-0006-0002-0001;e;Część 41;ŚRODOWISKO;2208
0032-0007;0032;b;FUNKCJA 17;RÓWNOMIERNY ROZWÓJ KRAJU;44286
0032-0007-0001;0032-0007;c;Zadanie 17.3;Koordynacja realizacji NSRO 2007-2013 oraz zarządzanie i wdrażanie programów operacyjnych;43730
0032-0007-0001-0001;0032-0007-0001;d;Podzadanie 17.3.8;Realizacja PO Pomoc Techniczna służąca wdrażaniu programów NSRO 2007-2013;6975
0032-0007-0001-0001-0001;0032-0007-0001-0001;e;Część 41;ŚRODOWISKO;6975
0032-0007-0001-0002;0032-0007-0001;d;Podzadanie 17.3.10;Wdrażanie PO Infrastruktura i Środowisko;36755
0032-0007-0001-0002-0001;0032-0007-0001-0002;e;Część 41;ŚRODOWISKO;36755
0032-0007-0002;0032-0007;c;Zadanie 17.4;Zarządzanie realizacją pozostałych programów finansowanych z udziałem niepodlegających zwrotowi środków pomocowych;556
0032-0007-0002-0001;0032-0007-0002;d;Podzadanie 17.4.1;Zarządzanie realizacją zadań w ramach Mechanizmu Finansowego EOG oraz Norweskiego Mechanizmu Finansowego;556
0032-0007-0002-0001-0001;0032-0007-0002-0001;e;Część 41;ŚRODOWISKO;556
0032-0008;0032;b;FUNKCJA 19;INFRASTRUKTURA TRANSPORTOWA;0
0032-0008-0001;0032-0008;c;Zadanie 19.3;Wspieranie transportu morskiego i żeglugi śródlądowej;0
0032-0008-0001-0001;0032-0008-0001;d;Podzadanie 19.3.2;Wspieranie infrastruktury morskiej i żeglugi śródlądowej;0
0032-0008-0001-0001-0001;0032-0008-0001-0001;e;Część 41;ŚRODOWISKO;0
0032-0008-0002;0032-0008;c;Zadanie 19.5;Wspieranie zrównoważonego rozwoju transportu;0
0032-0008-0002-0001;0032-0008-0002;d;Podzadanie 19.5.2;Wspieranie transportu intermodalnego;0
0032-0008-0002-0001-0001;0032-0008-0002-0001;e;Część 41;ŚRODOWISKO;0
0032-0009;0032;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;158842
0032-0009-0001;0032-0009;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;5643
0032-0009-0001-0002;0032-0009-0001;d;Część 22;GOSPODARKA  WODNA;2738
0032-0009-0001-0003;0032-0009-0001;d;Część 41;ŚRODOWISKO;2905
0032-0009-0002;0032-0009;c;Zadanie 22.2;Obsługa administracyjna;121996
0032-0009-0002-0004;0032-0009-0002;d;Część 22;GOSPODARKA  WODNA;58011
0032-0009-0002-0005;0032-0009-0002;d;Część 41;ŚRODOWISKO;63985
0032-0009-0003;0032-0009;c;Zadanie 22.3;Obsługa techniczna;31203
0032-0009-0003-0006;0032-0009-0003;d;Część 22;GOSPODARKA  WODNA;19519
0032-0009-0003-0007;0032-0009-0003;d;Część 41;ŚRODOWISKO;11684
0033;;a;Dysponent;Ministerstwo Zdrowia;3681861
0033-0001;0033;b;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;1377517
0033-0001-0001;0033-0001;c;Zadanie 3.1;Edukacja i wychowanie;11889
0033-0001-0001-0001;0033-0001-0001;d;Podzadanie 3.1.2;Kształcenie ogólne, zawodowe i ustawiczne;7359
0033-0001-0001-0001-0001;0033-0001-0001-0001;e;Część 46;ZDROWIE;7359
0033-0001-0001-0002;0033-0001-0001;d;Podzadanie 3.1.4;Egzaminy zewnętrzne;4530
0033-0001-0001-0002-0001;0033-0001-0001-0002;e;Część 46;ZDROWIE;4530
0033-0001-0002;0033-0001;c;Zadanie 3.2;Szkolnictwo wyższe;1365628
0033-0001-0002-0001;0033-0001-0002;d;Podzadanie 3.2.2;Kształcenie w szkolnictwie wyższym akademickim;1226071
0033-0001-0002-0001-0001;0033-0001-0002-0001;e;Część 46;ZDROWIE;1226071
0033-0001-0002-0002;0033-0001-0002;d;Podzadanie 3.2.4;Wsparcie procesu studiowania;95196
0033-0001-0002-0002-0001;0033-0001-0002-0002;e;Część 46;ZDROWIE;95196
0033-0001-0002-0003;0033-0001-0002;d;Podzadanie 3.2.5;Infrastruktura szkolnictwa wyższego;44361
0033-0001-0002-0003-0001;0033-0001-0002-0003;e;Część 46;ZDROWIE;44361
0033-0002;0033;b;FUNKCJA 8;KULTURA FIZYCZNA I SPORT;1825
0033-0002-0001;0033-0002;c;Zadanie 8.2;Wspieranie sportu kwalifikowanego;1825
0033-0002-0001-0001;0033-0002-0001;d;Podzadanie 8.2.4;Wspieranie nauki i medycyny sportowej;1825
0033-0002-0001-0001-0001;0033-0002-0001-0001;e;Część 46;ZDROWIE;1825
0033-0003;0033;b;FUNKCJA 9;KULTURA I DZIEDZICTWO NARODOWE;9244
0033-0003-0001;0033-0003;c;Zadanie 9.2;Ochrona dziedzictwa narodowego;9244
0033-0003-0001-0001;0033-0003-0001;d;Podzadanie 9.2.6;Utrzymywanie bibliotek oraz innych instytucji, działających w sektorze książki;9244
0033-0003-0001-0001-0001;0033-0003-0001-0001;e;Część 46;ZDROWIE;9244
0033-0004;0033;b;FUNKCJA 10;NAUKA POLSKA;2954
0033-0004-0001;0033-0004;c;Zadanie 10.2;Wzmocnienie badań naukowych służących praktycznym zastosowaniom;2954
0033-0004-0001-0001;0033-0004-0001;d;Podzadanie 10.2.3;Program wieloletni ``Polskie Sztuczne Serce``;2954
0033-0004-0001-0001-0001;0033-0004-0001-0001;e;Część 46;ZDROWIE;2954
0033-0005;0033;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;15831
0033-0005-0001;0033-0005;c;Zadanie 15.1;Zapewnianie Polsce sprzyjających warunków rozwoju;13274
0033-0005-0001-0001;0033-0005-0001;d;Podzadanie 15.1.2;Udział Polski we współpracy na forum organizacji międzynarodowych;13274
0033-0005-0001-0001-0001;0033-0005-0001-0001;e;Część 46;ZDROWIE;13274
0033-0005-0002;0033-0005;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;2557
0033-0005-0002-0001;0033-0005-0002;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;2557
0033-0005-0002-0001-0001;0033-0005-0002-0001;e;Część 46;ZDROWIE;2557
0033-0006;0033;b;FUNKCJA 17;RÓWNOMIERNY ROZWÓJ KRAJU;13602
0033-0006-0001;0033-0006;c;Zadanie 17.3;Koordynacja realizacji NSRO 2007-2013 oraz zarządzanie i wdrażanie programów operacyjnych;12516
0033-0006-0001-0001;0033-0006-0001;d;Podzadanie 17.3.8;Realizacja PO Pomoc Techniczna służąca wdrażaniu programów NSRO 2007-2013;3636
0033-0006-0001-0001-0001;0033-0006-0001-0001;e;Część 46;ZDROWIE;3636
0033-0006-0001-0002;0033-0006-0001;d;Podzadanie 17.3.10;Wdrażanie PO Infrastruktura i Środowisko;7380
0033-0006-0001-0002-0001;0033-0006-0001-0002;e;Część 46;ZDROWIE;7380
0033-0006-0001-0003;0033-0006-0001;d;Podzadanie 17.3.11;Wdrażanie PO Kapitał Ludzki;1500
0033-0006-0001-0003-0001;0033-0006-0001-0003;e;Część 46;ZDROWIE;1500
0033-0006-0002;0033-0006;c;Zadanie 17.4;Zarządzanie realizacją pozostałych programów finansowanych z udziałem niepodlegających zwrotowi środków pomocowych;1086
0033-0006-0002-0001;0033-0006-0002;d;Podzadanie 17.4.2;Zarządzanie realizacją zadań w ramach Szwajcarsko-Polskiego Programu Współpracy (SPPW);373
0033-0006-0002-0001-0001;0033-0006-0002-0001;e;Część 46;ZDROWIE;373
0033-0006-0002-0002;0033-0006-0002;d;Podzadanie 17.4.3;Wdrażanie projektów w ramach Mechanizmu Finansowego EOG oraz Norweskiego Mechanizmu Finansowego;713
0033-0006-0002-0002-0001;0033-0006-0002-0002;e;Część 46;ZDROWIE;713
0033-0007;0033;b;FUNKCJA 20;ZDROWIE;2211999
0033-0007-0001;0033-0007;c;Zadanie 20.1;Zapewnianie dostępu do świadczeń opieki zdrowotnej;1315897
0033-0007-0001-0001;0033-0007-0001;d;Podzadanie 20.1.1;Organizacja oraz nadzór nad systemem opieki zdrowotnej;20389
0033-0007-0001-0001-0001;0033-0007-0001-0001;e;Część 46;ZDROWIE;20389
0033-0007-0001-0002;0033-0007-0001;d;Podzadanie 20.1.2;Realizacja programów polityki zdrowotnej ważnych dla zdrowia społeczeństwa;643656
0033-0007-0001-0002-0001;0033-0007-0001-0002;e;Część 46;ZDROWIE;643656
0033-0007-0001-0003;0033-0007-0001;d;Podzadanie 20.1.3;Świadczenia zdrowotne w zakresie lecznictwa;44893
0033-0007-0001-0003-0001;0033-0007-0001-0003;e;Część 46;ZDROWIE;44893
0033-0007-0001-0004;0033-0007-0001;d;Podzadanie 20.1.4;Świadczenia wysokospecjalistyczne finansowane z budżetu państwa;310469
0033-0007-0001-0004-0001;0033-0007-0001-0004;e;Część 46;ZDROWIE;310469
0033-0007-0001-0005;0033-0007-0001;d;Podzadanie 20.1.5;Zapewnianie funkcjonowania publicznej służby krwi;87523
0033-0007-0001-0005-0001;0033-0007-0001-0005;e;Część 46;ZDROWIE;87523
0033-0007-0001-0006;0033-0007-0001;d;Podzadanie 20.1.7;Udzielanie świadczeń medycznych dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;208967
0033-0007-0001-0006-0001;0033-0007-0001-0006;e;Część 46;ZDROWIE;208967
0033-0007-0002;0033-0007;c;Zadanie 20.2;Ratownictwo medyczne;88979
0033-0007-0002-0001;0033-0007-0002;d;Podzadanie 20.2.1;Zapewnianie prawidłowej działalności lotniczych zespołów ratownictwa medycznego;80875
0033-0007-0002-0001-0001;0033-0007-0002-0001;e;Część 46;ZDROWIE;80875
0033-0007-0002-0002;0033-0007-0002;d;Podzadanie 20.2.2;Zapewnianie prawidłowej działalności szpitalnych oddziałów ratunkowych, centrów urazowych oraz zespołów ratownictwa medycznego, z wyłączeniem lotniczych zespołów ratownictwa medycznego;8104
0033-0007-0002-0002-0001;0033-0007-0002-0002;e;Część 46;ZDROWIE;8104
0033-0007-0003;0033-0007;c;Zadanie 20.3;Realizacja polityki lekowej państwa;62176
0033-0007-0003-0001;0033-0007-0003;d;Podzadanie 20.3.1;Zapewnianie możliwości rejestracji produktów leczniczych, wyrobów medycznych i produktów biobójczych;46673
0033-0007-0003-0001-0001;0033-0007-0003-0001;e;Część 46;ZDROWIE;46673
0033-0007-0003-0002;0033-0007-0003;d;Podzadanie 20.3.2;Zapewnianie nadzoru nad jakością i obrotem produktami leczniczymi, wyrobami medycznymi i produktami biobójczymi;12654
0033-0007-0003-0002-0001;0033-0007-0003-0002;e;Część 46;ZDROWIE;12654
0033-0007-0003-0003;0033-0007-0003;d;Podzadanie 20.3.3;Zapewnianie dostępu do leków i wyrobów medycznych poprzez umożliwienie refundacji leków i wyrobów medycznych najistotniejszych dla zdrowia społeczeństwa;2849
0033-0007-0003-0003-0001;0033-0007-0003-0003;e;Część 46;ZDROWIE;2849
0033-0007-0004;0033-0007;c;Zadanie 20.4;Wspieranie rozwoju i restrukturyzacji systemu ochrony zdrowia;555462
0033-0007-0004-0001;0033-0007-0004;d;Podzadanie 20.4.1;Inwestycje w infrastrukturę w ochronie zdrowia;553692
0033-0007-0004-0001-0001;0033-0007-0004-0001;e;Część 46;ZDROWIE;553692
0033-0007-0004-0002;0033-0007-0004;d;Podzadanie 20.4.2;Wspieranie restrukturyzacji systemu ochrony zdrowia;1770
0033-0007-0004-0002-0001;0033-0007-0004-0002;e;Część 46;ZDROWIE;1770
0033-0007-0004-0003;0033-0007-0004;d;Podzadanie 20.4.3;Program wieloletni ``Wsparcie jednostek samorządu terytorialnego w działaniach stabilizujących system ochrony zdrowia``;0
0033-0007-0004-0003-0001;0033-0007-0004-0003;e;Część 46;ZDROWIE;0
0033-0007-0005;0033-0007;c;Zadanie 20.5;Nadzór sanitarno-epidemiologiczny, profilaktyka i promocja zdrowia;177351
0033-0007-0005-0001;0033-0007-0005;d;Podzadanie 20.5.1;Profilaktyka zdrowotna;16625
0033-0007-0005-0001-0001;0033-0007-0005-0001;e;Część 46;ZDROWIE;16625
0033-0007-0005-0002;0033-0007-0005;d;Podzadanie 20.5.2;Działalność kontrolno-inspekcyjna;19586
0033-0007-0005-0002-0001;0033-0007-0005-0002;e;Część 46;ZDROWIE;19586
0033-0007-0005-0003;0033-0007-0005;d;Podzadanie 20.5.3;Nadzór sanitarny;4374
0033-0007-0005-0003-0001;0033-0007-0005-0003;e;Część 46;ZDROWIE;4374
0033-0007-0005-0004;0033-0007-0005;d;Podzadanie 20.5.5;Zakup szczepionek zgodnie z kalendarzem obowiązkowych szczepień ochronnych;76622
0033-0007-0005-0004-0001;0033-0007-0005-0004;e;Część 46;ZDROWIE;76622
0033-0007-0005-0005;0033-0007-0005;d;Podzadanie 20.5.6;Ochrona zdrowia przed szkodliwym wpływem czynników środowiskowych;7990
0033-0007-0005-0005-0001;0033-0007-0005-0005;e;Część 46;ZDROWIE;7990
0033-0007-0005-0006;0033-0007-0005;d;Podzadanie 20.5.7;Tworzenie i utrzymywanie rezerw państwowych;13714
0033-0007-0005-0006-0001;0033-0007-0005-0006;e;Część 46;ZDROWIE;13714
0033-0007-0005-0007;0033-0007-0005;d;Podzadanie 20.5.8;Ochrona zdrowia i promocja na rzecz osób niepełnosprawnych;22796
0033-0007-0005-0007-0001;0033-0007-0005-0007;e;Część 46;ZDROWIE;22796
0033-0007-0005-0008;0033-0007-0005;d;Podzadanie 20.5.9;Realizacja zadań edukacyjno-informacyjnych z zakresu programów zdrowotnych państwa dotyczących uzależnień;15644
0033-0007-0005-0008-0001;0033-0007-0005-0008;e;Część 46;ZDROWIE;15644
0033-0007-0006;0033-0007;c;Zadanie 20.6;Informatyzacja działalności i budowa społeczeństwa informacyjnego;12134
0033-0007-0006-0001;0033-0007-0006;d;Podzadanie 20.6.1;Utrzymanie systemów informatycznych;7639
0033-0007-0006-0001-0001;0033-0007-0006-0001;e;Część 46;ZDROWIE;7639
0033-0007-0006-0002;0033-0007-0006;d;Podzadanie 20.6.2;Budowa i wdrożenie rozwiązań informatycznych;4495
0033-0007-0006-0002-0001;0033-0007-0006-0002;e;Część 46;ZDROWIE;4495
0033-0008;0033;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;48889
0033-0008-0001;0033-0008;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;32143
0033-0008-0001-0002;0033-0008-0001;d;Część 46;ZDROWIE;32143
0033-0008-0002;0033-0008;c;Zadanie 22.2;Obsługa administracyjna;7807
0033-0008-0002-0003;0033-0008-0002;d;Część 46;ZDROWIE;7807
0033-0008-0003;0033-0008;c;Zadanie 22.3;Obsługa techniczna;8939
0033-0008-0003-0004;0033-0008-0003;d;Część 46;ZDROWIE;8939
0034;;a;Dysponent;Naczelny Sąd Administracyjny;381739
0034-0001;0034;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;21510
0034-0001-0001;0034-0001;c;Zadanie 13.3;Ubezpieczenia społeczne;21510
0034-0001-0001-0001;0034-0001-0001;d;Podzadanie 13.3.6;Uposażenia dla sędziów i prokuratorów  w stanie spoczynku i uposażenia rodzinne;21510
0034-0001-0001-0001-0001;0034-0001-0001-0001;e;Część 05;NACZELNY SĄD ADMINISTRACYJNY;21510
0034-0002;0034;b;FUNKCJA 18;SPRAWIEDLIWOŚĆ;360229
0034-0002-0001;0034-0002;c;Zadanie 18.2;Sprawowanie wymiaru sprawiedliwości przez sądownictwo administracyjne;350494
0034-0002-0001-0001;0034-0002-0001;d;Podzadanie 18.2.1;Działalność orzecznicza;324731
0034-0002-0001-0001-0001;0034-0002-0001-0001;e;Część 05;NACZELNY SĄD ADMINISTRACYJNY;324731
0034-0002-0001-0002;0034-0002-0001;d;Podzadanie 18.2.2;Nadzór administracyjny nad działalnością sądów;272
0034-0002-0001-0002-0001;0034-0002-0001-0002;e;Część 05;NACZELNY SĄD ADMINISTRACYJNY;272
0034-0002-0001-0003;0034-0002-0001;d;Podzadanie 18.2.3;Działania na rzecz podnoszenia jakości orzecznictwa;4061
0034-0002-0001-0003-0001;0034-0002-0001-0003;e;Część 05;NACZELNY SĄD ADMINISTRACYJNY;4061
0034-0002-0001-0004;0034-0002-0001;d;Podzadanie 18.2.4;Zapewnienie warunków organizacyjnych i technicznych funkcjonowania sądów;21430
0034-0002-0001-0004-0001;0034-0002-0001-0004;e;Część 05;NACZELNY SĄD ADMINISTRACYJNY;21430
0034-0002-0002;0034-0002;c;Zadanie 18.6;Informatyzacja działalności i budowa społeczeństwa informacyjnego;9735
0034-0002-0002-0001;0034-0002-0002;d;Podzadanie 18.6.1;Utrzymanie systemów informatycznych;6402
0034-0002-0002-0001-0001;0034-0002-0002-0001;e;Część 05;NACZELNY SĄD ADMINISTRACYJNY;6402
0034-0002-0002-0002;0034-0002-0002;d;Podzadanie 18.6.2;Budowa i wdrożenie rozwiązań informatycznych;3333
0034-0002-0002-0002-0001;0034-0002-0002-0002;e;Część 05;NACZELNY SĄD ADMINISTRACYJNY;3333
0035;;a;Dysponent;Najwyższa Izba Kontroli;275124
0035-0001;0035;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;275124
0035-0001-0001;0035-0001;c;Zadanie 1.7;Ocena działalności organów administracji publicznej, Narodowego Banku Polskiego oraz jednostek organizacyjnych wydatkujących środki publiczne z punktu widzenia ustawowych kryteriów NIK;275124
0035-0001-0001-0001;0035-0001-0001;d;Podzadanie 1.7.1;Przygotowanie i wykonanie kontroli oraz upublicznienie ich wyników;232860
0035-0001-0001-0001-0001;0035-0001-0001-0001;e;Część 07;NAJWYŻSZA IZBA KONTROLI;232860
0035-0001-0001-0002;0035-0001-0001;d;Podzadanie 1.7.2;Przygotowanie analizy wykonania budżetu państwa i założeń polityki pieniężnej oraz innych opracowań sektorowych;3013
0035-0001-0001-0002-0001;0035-0001-0001-0002;e;Część 07;NAJWYŻSZA IZBA KONTROLI;3013
0035-0001-0001-0003;0035-0001-0001;d;Podzadanie 1.7.3;Wykonywanie nie kontrolnych funkcji naczelnego organu kontroli państwowej;17587
0035-0001-0001-0003-0001;0035-0001-0001-0003;e;Część 07;NAJWYŻSZA IZBA KONTROLI;17587
0035-0001-0001-0004;0035-0001-0001;d;Podzadanie 1.7.4;Zarządzanie kapitałem ludzkim;21664
0035-0001-0001-0004-0001;0035-0001-0001-0004;e;Część 07;NAJWYŻSZA IZBA KONTROLI;21664
0036;;a;Dysponent;Państwowa Agencja Atomistyki;100697
0036-0001;0036;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;95716
0036-0001-0001;0036-0001;c;Zadanie 6.11;Nadzór nad bezpieczeństwem jądrowym i ochroną radiologiczną;95716
0036-0001-0001-0001;0036-0001-0001;d;Podzadanie 6.11.1;Nadzór nad spełnieniem warunków bezpieczeństwa jądrowego i ochrony radiologicznej w działalnościach związanych z pokojowym wykorzystaniem energii atomowej;11602
0036-0001-0001-0001-0001;0036-0001-0001-0001;e;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;11602
0036-0001-0001-0002;0036-0001-0001;d;Podzadanie 6.11.2;Ocena sytuacji radiacyjnej kraju;1857
0036-0001-0001-0002-0001;0036-0001-0001-0002;e;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;1857
0036-0001-0001-0003;0036-0001-0001;d;Podzadanie 6.11.3;Wypełnianie zobowiązań międzynarodowych Polski;82257
0036-0001-0001-0003-0001;0036-0001-0001-0003;e;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;82257
0036-0002;0036;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;157
0036-0002-0001;0036-0002;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;157
0036-0002-0001-0001;0036-0002-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;157
0036-0002-0001-0001-0001;0036-0002-0001-0001;e;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;157
0036-0003;0036;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;4824
0036-0003-0001;0036-0003;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;1116
0036-0003-0001-0002;0036-0003-0001;d;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;1116
0036-0003-0002;0036-0003;c;Zadanie 22.2;Obsługa administracyjna;2174
0036-0003-0002-0003;0036-0003-0002;d;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;2174
0036-0003-0003;0036-0003;c;Zadanie 22.3;Obsługa techniczna;1534
0036-0003-0003-0004;0036-0003-0003;d;Część 68;PAŃSTWOWA AGENCJA ATOMISTYKI;1534
0037;;a;Dysponent;Państwowa Inspekcja Pracy;302079
0037-0001;0037;b;FUNKCJA 14;RYNEK PRACY;186828
0037-0001-0001;0037-0001;c;Zadanie 14.2;Budowa nowoczesnych stosunków pracy;179873
0037-0001-0001-0001;0037-0001-0001;d;Podzadanie 14.2.2;Nadzór i kontrola;167595
0037-0001-0001-0001-0001;0037-0001-0001-0001;e;Część 12;PAŃSTWOWA INSPEKCJA PRACY;167595
0037-0001-0001-0002;0037-0001-0001;d;Podzadanie 14.2.4;Prewencja i promocja ochrony pracy;12278
0037-0001-0001-0002-0001;0037-0001-0001-0002;e;Część 12;PAŃSTWOWA INSPEKCJA PRACY;12278
0037-0001-0002;0037-0001;c;Zadanie 14.4;Informatyzacja działalności i budowa społeczeństwa informacyjnego;6955
0037-0001-0002-0001;0037-0001-0002;d;Podzadanie 14.4.1;Utrzymanie systemów informatycznych;5455
0037-0001-0002-0001-0001;0037-0001-0002-0001;e;Część 12;PAŃSTWOWA INSPEKCJA PRACY;5455
0037-0001-0002-0002;0037-0001-0002;d;Podzadanie 14.4.2;Budowa i wdrożenie rozwiązań informatycznych;1500
0037-0001-0002-0002-0001;0037-0001-0002-0002;e;Część 12;PAŃSTWOWA INSPEKCJA PRACY;1500
0037-0002;0037;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;115251
