ID;Rodzic;Poziom;Numer;Koszty;Ogółem
260000-A-018;260000-A;c;A.18;koszty świadczeń zdrowotnych z lat ubiegłych;75900
260000-B;260000;b;B;Koszty programów polityki zdrowotnej realizowanych na zlecenie ;0
260000-C;260000;b;C;Koszty realizacji zadań zespołów ratownictwa medycznego;53100
260000-D;260000;b;D;Koszty administracyjne, w tym;16431
260000-D-001;260000-D;c;D.1;zużycie materiałów i energii;707
260000-D-002;260000-D;c;D.2;usługi obce;1760
260000-D-003;260000-D;c;D.3;podatki i opłaty, w tym:;50
260000-D-003-001;260000-D-003;d;D.3.1;podatki stanowiące dochody własne jednostek samorządu terytorialnego, w tym:;3
260000-D-003-002;260000-D-003;d;D.3.2;opłaty stanowiące dochody własne jednostek samorządu terytorialnego;3
260000-D-003-003;260000-D-003;d;D.3.3;VAT;0
260000-D-003-004;260000-D-003;d;D.3.4;podatek akcyzowy;0
260000-D-003-005;260000-D-003;d;D.3.5;wpłaty na PFRON;44
260000-D-003-006;260000-D-003;d;D.3.6;inne;0
260000-D-004;260000-D;c;D.4;wynagrodzenia;9966
260000-D-005;260000-D;c;D.5;ubezpieczenie społeczne i inne świadczenia, w tym:;2014
260000-D-005-001;260000-D-005;d;D.5.1;składki na Fundusz Ubezpieczeń Społecznych;1514
260000-D-005-002;260000-D-005;d;D.5.2;składki na Fundusz Pracy;244
260000-D-005-003;260000-D-005;d;D.5.3;składki na Fundusz Gwarantowanych Świadczeń Pracowniczych;0
260000-D-005-004;260000-D-005;d;D.5.4;pozostałe świadczenia;256
260000-D-006;260000-D;c;D.6;koszty funkcjonowania Rady Funduszu;0
260000-D-007;260000-D;c;D.7;amortyzacja środków trwałych oraz wartości niematerialnych i prawnych zakupionych ze środków własnych Funduszu;1535
260000-D-008;260000-D;c;D.8;amortyzacja środków trwałych oraz wartości niematerialnych i prawnych otrzymanych nieodpłatnie;148
260000-D-009;260000-D;c;D.9;pozostałe koszty administracyjne;251
260000-E;260000;b;E;Pozostałe koszty ;19405
260000-E-001;260000-E;c;E.1;wydanie i utrzymanie kart ubezpieczenia (w tym części stałych i zamiennych książeczek usług medycznych) oraz recept;5
260000-E-002;260000-E;c;E.2;rezerwa na zobowiązania wynikające z postępowań sądowych;17900
260000-E-003;260000-E;c;E.3;inne rezerwy;0
260000-E-004;260000-E;c;E.4;inne koszty;1500
260000-F;260000;b;F;Koszty finansowe;4194
260000-G;260000;b;G;Koszty poboru i ewidencjonowania składek;0
260000-H;260000;b;H;Obowiązkowy odpis na rezerwę ogólną;0
280000;;a;280000;WARMIŃSKO-MAZURSKIE;2136111
280000-A;280000;b;A;Koszty świadczeń zdrowotnych,  w tym:;1993695
280000-A-001;280000-A;c;A.1;podstawowa opieka zdrowotna;274000
280000-A-002;280000-A;c;A.2;ambulatoryjna opieka specjalistyczna;145338
280000-A-003;280000-A;c;A.3;leczenie szpitalne, w tym:;774616
280000-A-004;280000-A;c;A.4;opieka psychiatryczna i leczenie uzależnień;61762
280000-A-005;280000-A;c;A.5;rehabilitacja lecznicza;53573
280000-A-006;280000-A;c;A.6;świadczenia pielęgnacyjne i opiekuńcze w ramach opieki długoterminowej;25319
280000-A-007;280000-A;c;A.7;opieka paliatywna i hospicyjna;12970
280000-A-008;280000-A;c;A.8;leczenie stomatologiczne;75185
280000-A-009;280000-A;c;A.9;lecznictwo uzdrowiskowe;14000
280000-A-010;280000-A;c;A.10;pomoc doraźna i transport sanitarny;2300
280000-A-011;280000-A;c;A.11;koszty profilaktycznych programów zdrowotnych finansowanych ze środków własnych Funduszu;6963
280000-A-012;280000-A;c;A.12;świadczenia zdrowotne kontraktowane odrębnie;42021
280000-A-013;280000-A;c;A.13;zaopatrzenie w sprzęt ortopedyczny, środki pomocnicze i lecznicze środki techniczne;22500
280000-A-014;280000-A;c;A.14;refundacja cen leków, w tym:;297379
280000-A-015;280000-A;c;A.15;rezerwa na koszty realizacji zadań wynikajacych z przepisów o koordynacji;0
280000-A-016;280000-A;c;A.16;rezerwa na pokrycie kosztów świadczeń zdrowotnych oraz refundacji cen leków;0
280000-A-017;280000-A;c;A.17;rezerwa na koszty świadczeń opieki zdrowotnej w ramach migracji ubezpieczonych;185769
280000-A-018;280000-A;c;A.18;koszty świadczeń zdrowotnych z lat ubiegłych;0
280000-B;280000;b;B;Koszty programów polityki zdrowotnej realizowanych na zlecenie ;0
280000-C;280000;b;C;Koszty realizacji zadań zespołów ratownictwa medycznego;86400
280000-D;280000;b;D;Koszty administracyjne, w tym;18985
280000-D-001;280000-D;c;D.1;zużycie materiałów i energii;749
280000-D-002;280000-D;c;D.2;usługi obce;1750
280000-D-003;280000-D;c;D.3;podatki i opłaty, w tym:;65
280000-D-003-001;280000-D-003;d;D.3.1;podatki stanowiące dochody własne jednostek samorządu terytorialnego, w tym:;32
280000-D-003-002;280000-D-003;d;D.3.2;opłaty stanowiące dochody własne jednostek samorządu terytorialnego;0
280000-D-003-003;280000-D-003;d;D.3.3;VAT;0
280000-D-003-004;280000-D-003;d;D.3.4;podatek akcyzowy;0
280000-D-003-005;280000-D-003;d;D.3.5;wpłaty na PFRON;30
280000-D-003-006;280000-D-003;d;D.3.6;inne;3
280000-D-004;280000-D;c;D.4;wynagrodzenia;10416
280000-D-005;280000-D;c;D.5;ubezpieczenie społeczne i inne świadczenia, w tym:;2095
280000-D-005-001;280000-D-005;d;D.5.1;składki na Fundusz Ubezpieczeń Społecznych;1582
280000-D-005-002;280000-D-005;d;D.5.2;składki na Fundusz Pracy;255
280000-D-005-003;280000-D-005;d;D.5.3;składki na Fundusz Gwarantowanych Świadczeń Pracowniczych;0
280000-D-005-004;280000-D-005;d;D.5.4;pozostałe świadczenia;258
280000-D-006;280000-D;c;D.6;koszty funkcjonowania Rady Funduszu;0
280000-D-007;280000-D;c;D.7;amortyzacja środków trwałych oraz wartości niematerialnych i prawnych zakupionych ze środków własnych Funduszu;3695
280000-D-008;280000-D;c;D.8;amortyzacja środków trwałych oraz wartości niematerialnych i prawnych otrzymanych nieodpłatnie;80
280000-D-009;280000-D;c;D.9;pozostałe koszty administracyjne;135
280000-E;280000;b;E;Pozostałe koszty ;37028
280000-E-001;280000-E;c;E.1;wydanie i utrzymanie kart ubezpieczenia (w tym części stałych i zamiennych książeczek usług medycznych) oraz recept;100
280000-E-002;280000-E;c;E.2;rezerwa na zobowiązania wynikające z postępowań sądowych;36828
280000-E-003;280000-E;c;E.3;inne rezerwy;0
280000-E-004;280000-E;c;E.4;inne koszty;100
280000-F;280000;b;F;Koszty finansowe;3
280000-G;280000;b;G;Koszty poboru i ewidencjonowania składek;0
280000-H;280000;b;H;Obowiązkowy odpis na rezerwę ogólną;0
300000;;a;300000;WIELKOPOLSKIE;5113877
300000-A;300000;b;A;Koszty świadczeń zdrowotnych,  w tym:;4907055
300000-A-001;300000-A;c;A.1;podstawowa opieka zdrowotna;672000
300000-A-002;300000-A;c;A.2;ambulatoryjna opieka specjalistyczna;376489
300000-A-003;300000-A;c;A.3;leczenie szpitalne, w tym:;2138350
300000-A-004;300000-A;c;A.4;opieka psychiatryczna i leczenie uzależnień;146947
300000-A-005;300000-A;c;A.5;rehabilitacja lecznicza;130177
300000-A-006;300000-A;c;A.6;świadczenia pielęgnacyjne i opiekuńcze w ramach opieki długoterminowej;57919
300000-A-007;300000-A;c;A.7;opieka paliatywna i hospicyjna;37002
300000-A-008;300000-A;c;A.8;leczenie stomatologiczne;148307
300000-A-009;300000-A;c;A.9;lecznictwo uzdrowiskowe;49000
300000-A-010;300000-A;c;A.10;pomoc doraźna i transport sanitarny;2500
300000-A-011;300000-A;c;A.11;koszty profilaktycznych programów zdrowotnych finansowanych ze środków własnych Funduszu;9853
300000-A-012;300000-A;c;A.12;świadczenia zdrowotne kontraktowane odrębnie;125532
300000-A-013;300000-A;c;A.13;zaopatrzenie w sprzęt ortopedyczny, środki pomocnicze i lecznicze środki techniczne;51000
300000-A-014;300000-A;c;A.14;refundacja cen leków, w tym:;762761
300000-A-015;300000-A;c;A.15;rezerwa na koszty realizacji zadań wynikajacych z przepisów o koordynacji;0
300000-A-016;300000-A;c;A.16;rezerwa na pokrycie kosztów świadczeń zdrowotnych oraz refundacji cen leków;0
300000-A-017;300000-A;c;A.17;rezerwa na koszty świadczeń opieki zdrowotnej w ramach migracji ubezpieczonych;199218
300000-A-018;300000-A;c;A.18;koszty świadczeń zdrowotnych z lat ubiegłych;0
300000-B;300000;b;B;Koszty programów polityki zdrowotnej realizowanych na zlecenie ;0
300000-C;300000;b;C;Koszty realizacji zadań zespołów ratownictwa medycznego;135546
300000-D;300000;b;D;Koszty administracyjne, w tym;42079
300000-D-001;300000-D;c;D.1;zużycie materiałów i energii;2122
300000-D-002;300000-D;c;D.2;usługi obce;7372
300000-D-003;300000-D;c;D.3;podatki i opłaty, w tym:;334
300000-D-003-001;300000-D-003;d;D.3.1;podatki stanowiące dochody własne jednostek samorządu terytorialnego, w tym:;42
300000-D-003-002;300000-D-003;d;D.3.2;opłaty stanowiące dochody własne jednostek samorządu terytorialnego;0
300000-D-003-003;300000-D-003;d;D.3.3;VAT;0
300000-D-003-004;300000-D-003;d;D.3.4;podatek akcyzowy;0
300000-D-003-005;300000-D-003;d;D.3.5;wpłaty na PFRON;228
300000-D-003-006;300000-D-003;d;D.3.6;inne;64
300000-D-004;300000-D;c;D.4;wynagrodzenia;21781
300000-D-005;300000-D;c;D.5;ubezpieczenie społeczne i inne świadczenia, w tym:;4390
300000-D-005-001;300000-D-005;d;D.5.1;składki na Fundusz Ubezpieczeń Społecznych;3309
300000-D-005-002;300000-D-005;d;D.5.2;składki na Fundusz Pracy;534
300000-D-005-003;300000-D-005;d;D.5.3;składki na Fundusz Gwarantowanych Świadczeń Pracowniczych;0
300000-D-005-004;300000-D-005;d;D.5.4;pozostałe świadczenia;547
300000-D-006;300000-D;c;D.6;koszty funkcjonowania Rady Funduszu;0
300000-D-007;300000-D;c;D.7;amortyzacja środków trwałych oraz wartości niematerialnych i prawnych zakupionych ze środków własnych Funduszu;5597
300000-D-008;300000-D;c;D.8;amortyzacja środków trwałych oraz wartości niematerialnych i prawnych otrzymanych nieodpłatnie;0
300000-D-009;300000-D;c;D.9;pozostałe koszty administracyjne;483
300000-E;300000;b;E;Pozostałe koszty ;23817
300000-E-001;300000-E;c;E.1;wydanie i utrzymanie kart ubezpieczenia (w tym części stałych i zamiennych książeczek usług medycznych) oraz recept;1235
300000-E-002;300000-E;c;E.2;rezerwa na zobowiązania wynikające z postępowań sądowych;19137
300000-E-003;300000-E;c;E.3;inne rezerwy;0
300000-E-004;300000-E;c;E.4;inne koszty;3445
300000-F;300000;b;F;Koszty finansowe;5380
300000-G;300000;b;G;Koszty poboru i ewidencjonowania składek;0
300000-H;300000;b;H;Obowiązkowy odpis na rezerwę ogólną;0
320000;;a;320000;ZACHODNIOPOMORSKIE;2627141
320000-A;320000;b;A;Koszty świadczeń zdrowotnych,  w tym:;2508464
320000-A-001;320000-A;c;A.1;podstawowa opieka zdrowotna;335892
320000-A-002;320000-A;c;A.2;ambulatoryjna opieka specjalistyczna;183561
320000-A-003;320000-A;c;A.3;leczenie szpitalne, w tym:;1082948
320000-A-004;320000-A;c;A.4;opieka psychiatryczna i leczenie uzależnień;67798
320000-A-005;320000-A;c;A.5;rehabilitacja lecznicza;64652
320000-A-006;320000-A;c;A.6;świadczenia pielęgnacyjne i opiekuńcze w ramach opieki długoterminowej;33707
320000-A-007;320000-A;c;A.7;opieka paliatywna i hospicyjna;6817
320000-A-008;320000-A;c;A.8;leczenie stomatologiczne;87765
320000-A-009;320000-A;c;A.9;lecznictwo uzdrowiskowe;18123
320000-A-010;320000-A;c;A.10;pomoc doraźna i transport sanitarny;1748
320000-A-011;320000-A;c;A.11;koszty profilaktycznych programów zdrowotnych finansowanych ze środków własnych Funduszu;6625
320000-A-012;320000-A;c;A.12;świadczenia zdrowotne kontraktowane odrębnie;64517
320000-A-013;320000-A;c;A.13;zaopatrzenie w sprzęt ortopedyczny, środki pomocnicze i lecznicze środki techniczne;26873
320000-A-014;320000-A;c;A.14;refundacja cen leków, w tym:;389676
320000-A-015;320000-A;c;A.15;rezerwa na koszty realizacji zadań wynikajacych z przepisów o koordynacji;0
320000-A-016;320000-A;c;A.16;rezerwa na pokrycie kosztów świadczeń zdrowotnych oraz refundacji cen leków;0
320000-A-017;320000-A;c;A.17;rezerwa na koszty świadczeń opieki zdrowotnej w ramach migracji ubezpieczonych;135522
320000-A-018;320000-A;c;A.18;koszty świadczeń zdrowotnych z lat ubiegłych;2240
320000-B;320000;b;B;Koszty programów polityki zdrowotnej realizowanych na zlecenie ;0
320000-C;320000;b;C;Koszty realizacji zadań zespołów ratownictwa medycznego;94058
320000-D;320000;b;D;Koszty administracyjne, w tym;21517
320000-D-001;320000-D;c;D.1;zużycie materiałów i energii;849
320000-D-002;320000-D;c;D.2;usługi obce;2143
320000-D-003;320000-D;c;D.3;podatki i opłaty, w tym:;213
320000-D-003-001;320000-D-003;d;D.3.1;podatki stanowiące dochody własne jednostek samorządu terytorialnego, w tym:;25
320000-D-003-002;320000-D-003;d;D.3.2;opłaty stanowiące dochody własne jednostek samorządu terytorialnego;6
320000-D-003-003;320000-D-003;d;D.3.3;VAT;0
320000-D-003-004;320000-D-003;d;D.3.4;podatek akcyzowy;0
320000-D-003-005;320000-D-003;d;D.3.5;wpłaty na PFRON;162
320000-D-003-006;320000-D-003;d;D.3.6;inne;20
320000-D-004;320000-D;c;D.4;wynagrodzenia;12134
320000-D-005;320000-D;c;D.5;ubezpieczenie społeczne i inne świadczenia, w tym:;2453
320000-D-005-001;320000-D-005;d;D.5.1;składki na Fundusz Ubezpieczeń Społecznych;1843
320000-D-005-002;320000-D-005;d;D.5.2;składki na Fundusz Pracy;297
320000-D-005-003;320000-D-005;d;D.5.3;składki na Fundusz Gwarantowanych Świadczeń Pracowniczych;0
320000-D-005-004;320000-D-005;d;D.5.4;pozostałe świadczenia;313
320000-D-006;320000-D;c;D.6;koszty funkcjonowania Rady Funduszu;0
320000-D-007;320000-D;c;D.7;amortyzacja środków trwałych oraz wartości niematerialnych i prawnych zakupionych ze środków własnych Funduszu;3341
320000-D-008;320000-D;c;D.8;amortyzacja środków trwałych oraz wartości niematerialnych i prawnych otrzymanych nieodpłatnie;200
320000-D-009;320000-D;c;D.9;pozostałe koszty administracyjne;184
320000-E;320000;b;E;Pozostałe koszty ;3084
320000-E-001;320000-E;c;E.1;wydanie i utrzymanie kart ubezpieczenia (w tym części stałych i zamiennych książeczek usług medycznych) oraz recept;25
320000-E-002;320000-E;c;E.2;rezerwa na zobowiązania wynikające z postępowań sądowych;3000
320000-E-003;320000-E;c;E.3;inne rezerwy;0
320000-E-004;320000-E;c;E.4;inne koszty;59
320000-F;320000;b;F;Koszty finansowe;18
320000-G;320000;b;G;Koszty poboru i ewidencjonowania składek;0
320000-H;320000;b;H;Obowiązkowy odpis na rezerwę ogólną;0
999999;;a;999999;OGÓŁEM (CENTRALA+OŚRODKI WOJEWÓDZKIE);60941283
999999-A;999999;b;A;Koszty świadczeń zdrowotnych,  w tym:;57520892
999999-A-001;999999-A;c;A.1;podstawowa opieka zdrowotna;7371761
999999-A-002;999999-A;c;A.2;ambulatoryjna opieka specjalistyczna;4236970
999999-A-003;999999-A;c;A.3;leczenie szpitalne, w tym:;24629488
999999-A-004;999999-A;c;A.4;opieka psychiatryczna i leczenie uzależnień;1824807
999999-A-005;999999-A;c;A.5;rehabilitacja lecznicza;1695257
999999-A-006;999999-A;c;A.6;świadczenia pielęgnacyjne i opiekuńcze w ramach opieki długoterminowej;926044
999999-A-007;999999-A;c;A.7;opieka paliatywna i hospicyjna;282782
999999-A-008;999999-A;c;A.8;leczenie stomatologiczne;1753623
999999-A-009;999999-A;c;A.9;lecznictwo uzdrowiskowe;574345
999999-A-010;999999-A;c;A.10;pomoc doraźna i transport sanitarny;38044
999999-A-011;999999-A;c;A.11;koszty profilaktycznych programów zdrowotnych finansowanych ze środków własnych Funduszu;135464
999999-A-012;999999-A;c;A.12;świadczenia zdrowotne kontraktowane odrębnie;1375113
999999-A-013;999999-A;c;A.13;zaopatrzenie w sprzęt ortopedyczny, środki pomocnicze i lecznicze środki techniczne;600991
999999-A-014;999999-A;c;A.14;refundacja cen leków, w tym:;8704097
999999-A-015;999999-A;c;A.15;rezerwa na koszty realizacji zadań wynikajacych z przepisów o koordynacji;416000
999999-A-016;999999-A;c;A.16;rezerwa na pokrycie kosztów świadczeń zdrowotnych oraz refundacji cen leków;6455
999999-A-017;999999-A;c;A.17;rezerwa na koszty świadczeń opieki zdrowotnej w ramach migracji ubezpieczonych;2787589
999999-A-018;999999-A;c;A.18;koszty świadczeń zdrowotnych z lat ubiegłych;162062
999999-B;999999;b;B;Koszty programów polityki zdrowotnej realizowanych na zlecenie ;0
999999-C;999999;b;C;Koszty realizacji zadań zespołów ratownictwa medycznego;1730500
999999-D;999999;b;D;Koszty administracyjne, w tym;647238
999999-D-001;999999-D;c;D.1;zużycie materiałów i energii;22275
999999-D-002;999999-D;c;D.2;usługi obce;136937
999999-D-003;999999-D;c;D.3;podatki i opłaty, w tym:;4014
999999-D-003-001;999999-D-003;d;D.3.1;podatki stanowiące dochody własne jednostek samorządu terytorialnego, w tym:;496
999999-D-003-002;999999-D-003;d;D.3.2;opłaty stanowiące dochody własne jednostek samorządu terytorialnego;124
999999-D-003-003;999999-D-003;d;D.3.3;VAT;20
999999-D-003-004;999999-D-003;d;D.3.4;podatek akcyzowy;0
999999-D-003-005;999999-D-003;d;D.3.5;wpłaty na PFRON;3154
999999-D-003-006;999999-D-003;d;D.3.6;inne;220
999999-D-004;999999-D;c;D.4;wynagrodzenia;300346
999999-D-005;999999-D;c;D.5;ubezpieczenie społeczne i inne świadczenia, w tym:;61596
999999-D-005-001;999999-D-005;d;D.5.1;składki na Fundusz Ubezpieczeń Społecznych;45428
999999-D-005-002;999999-D-005;d;D.5.2;składki na Fundusz Pracy;7360
999999-D-005-003;999999-D-005;d;D.5.3;składki na Fundusz Gwarantowanych Świadczeń Pracowniczych;0
999999-D-005-004;999999-D-005;d;D.5.4;pozostałe świadczenia;8808
999999-D-006;999999-D;c;D.6;koszty funkcjonowania Rady Funduszu;200
999999-D-007;999999-D;c;D.7;amortyzacja środków trwałych oraz wartości niematerialnych i prawnych zakupionych ze środków własnych Funduszu;111366
999999-D-008;999999-D;c;D.8;amortyzacja środków trwałych oraz wartości niematerialnych i prawnych otrzymanych nieodpłatnie;4103
999999-D-009;999999-D;c;D.9;pozostałe koszty administracyjne;6401
999999-E;999999;b;E;Pozostałe koszty ;273994
999999-E-001;999999-E;c;E.1;wydanie i utrzymanie kart ubezpieczenia (w tym części stałych i zamiennych książeczek usług medycznych) oraz recept;29345
999999-E-002;999999-E;c;E.2;rezerwa na zobowiązania wynikające z postępowań sądowych;229276
999999-E-003;999999-E;c;E.3;inne rezerwy;0
999999-E-004;999999-E;c;E.4;inne koszty;15373
999999-F;999999;b;F;Koszty finansowe;73741
999999-G;999999;b;G;Koszty poboru i ewidencjonowania składek;114905
999999-H;999999;b;H;Obowiązkowy odpis na rezerwę ogólną;580013
