"idef";"idef_sort";"parent";"parent_sort";"node";"leaf";"level";"type";"name";"czesc";"wartosc_bazowa";"wartosc_rok_obec";"v_total";"v_nation";"v_eu";"v_proc_nation";"v_proc_eu"
"14-2-3-2-1";"014-002-003-002-001";"14-2-3-2";"014-002-003-002";1;"f";"e";"Cel";"Poprawa bezpieczeństwa i warunków pracy";"31";;;;;;;
"14-2-3-2-1-1";"014-002-003-002-001-001";"14-2-3-2-1";"014-002-003-002-001";1;"t";"f";"Miernik";"Wskaźnik częstotliwości wypadków śmiertelnych na 1000 pracujących";"31";"38";"40";;;;;
"14-3";"014-003";"14";"014";;"f";"b";"Zadanie 14.3";"Aktywizacja zawodowa osób niepełnosprawnych";;;;787879;749557;38322;95.14;4.86
"14-3-1";"014-003-001";"14-3";"014-003";0;"f";"c";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"44";;;787879;749557;38322;95.14;4.86
"14-3-1";"014-003-001";"14-3";"014-003";1;"f";"c";"Podzadanie 14.3.1";"Wspomaganie aktywizacji zawodowej osób niepełnosprawnych";;;;787879;749557;38322;95.14;4.86
"14-3-1-1";"014-003-001-001";"14-3-1";"014-003-001";0;"f";"d";"Cel";"Zwiększanie aktywności zawodowej osób niepełnosprawnych";"44";;;;;;;
"14-3-1-1";"014-003-001-001";"14-3-1";"014-003-001";1;"f";"d";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"44";;;787879;749557;38322;95.14;4.86
"14-3-1-1-1";"014-003-001-001-001";"14-3-1-1";"014-003-001-001";0;"t";"e";"Miernik";"Współczynnik aktywności zawodowej osób niepełnosprawnych w wieku produkcyjnym";"44";"25,8 %";"26,4 %";;;;;
"14-3-1-1-1";"014-003-001-001-001";"14-3-1-1";"014-003-001-001";1;"f";"e";"Cel";"Zwiększanie zatrudnienia osób niepełnosprawnych w wieku produkcyjnym";"44";;;;;;;
"14-3-1-1-1-1";"014-003-001-001-001-001";"14-3-1-1-1";"014-003-001-001-001";1;"t";"f";"Miernik";"Wskaźnik zatrudnienia osób niepełnosprawnych w wieku produkcyjnym";"44";"21,9 %";"22,9 %";;;;;
"14-3-1-2";"014-003-001-002";"14-3-1";"014-003-001";1;"f";"d";"Dysponent";"Wojewodowie";"85";;;2397;2397;0;100;0
"14-3-1-2-1";"014-003-001-002-001";"14-3-1-2";"014-003-001-002";1;"f";"e";"Cel";"-";"85";;;;;;;
"14-3-1-2-1-1";"014-003-001-002-001-001";"14-3-1-2-1";"014-003-001-002-001";1;"t";"f";"Miernik";"-";"85";"-";"-";;;;;
"14-3-2";"014-003-002";"14-3";"014-003";0;"f";"c";"Dysponent";"Wojewodowie";"85";;;2397;2397;0;100;0
"14-3-2-1";"014-003-002-001";"14-3-2";"014-003-002";0;"f";"d";"Cel";"Zwiększenie zainteresowania osób niepełnosprawnych zatrudnieniem";"85";;;;;;;
"14-3-2-1-1";"014-003-002-001-001";"14-3-2-1";"014-003-002-001";0;"t";"e";"Miernik";"Liczba osób niepełnosprawnych zatrudnionych w zakładach pracy chronionej";"85";"-";"12408";;;;;
"14-4";"014-004";"14";"014";;"f";"b";"Zadanie 14.4";"Wspieranie rozwoju i organizowanie dialogu i partnerstwa społecznego";;;;21612;18258;3354;84.48;15.52
"14-4-1";"014-004-001";"14-4";"014-004";0;"f";"c";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";;;21612;18258;3354;84.48;15.52
"14-4-1";"014-004-001";"14-4";"014-004";1;"f";"c";"Podzadanie 14.4.1";"Analiza i promocja informacji w zakresie dialogu społecznego";;;;1312;1312;0;100;0
"14-4-1-1";"014-004-001-001";"14-4-1";"014-004-001";0;"f";"d";"Cel";"Zwiększanie roli dialogu i partnerstwa społecznego w rozwiązywaniu problemów społeczno-gospodarczych";"31";;;;;;;
"14-4-1-1";"014-004-001-001";"14-4-1";"014-004-001";1;"f";"d";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";;;1312;1312;0;100;0
"14-4-1-1-1";"014-004-001-001-001";"14-4-1-1";"014-004-001-001";0;"t";"e";"Miernik";"Liczba podmiotów dialogu i partnerstwa społecznego, z którymi utrzymywana jest współpraca";"31";"269";"270";;;;;
"14-4-1-1-1";"014-004-001-001-001";"14-4-1-1";"014-004-001-001";1;"f";"e";"Cel";"Uzyskiwanie informacji o stanie dialogu społecznego, upowszechnianie wiedzy słuŜącej rozwojowi dialogu społecznego oraz wzrost kompetencji uczestników dialogu";"31";;;;;;;
"14-4-1-1-1-1";"014-004-001-001-001-001";"14-4-1-1-1";"014-004-001-001-001";1;"t";"f";"Miernik";"Liczba przedsięwzięć promocyjnych";"31";"121";"125";;;;;
"14-4-2";"014-004-002";"14-4";"014-004";0;"f";"c";"Dysponent";"Wojewodowie";"85";;;801;801;0;100;0
"14-4-2";"014-004-002";"14-4";"014-004";1;"f";"c";"Podzadanie 14.4.2";"Koordynacja współpracy z partnerami społecznymi i wzmocnienie instytucji dialogu społecznego";;;;20300;16946;3354;83.48;16.52
"14-4-2-1";"014-004-002-001";"14-4-2";"014-004-002";0;"f";"d";"Cel";"Rozwiązywanie konfliktów społecznych, realizacja inicjatyw społeczno-gospodarczych";"85";;;;;;;
"14-4-2-1";"014-004-002-001";"14-4-2";"014-004-002";1;"f";"d";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";;;20300;16946;3354;83.48;16.52
"14-4-2-1-1";"014-004-002-001-001";"14-4-2-1";"014-004-002-001";0;"t";"e";"Miernik";"Liczba inicjatyw społeczno-gospodarczych koordynowanych przez Wojewodów";"85";"-";"775";;;;;
"14-4-2-1-1";"014-004-002-001-001";"14-4-2-1";"014-004-002-001";1;"f";"e";"Cel";"Zapewnianie prawidłowości działania instytucji dialogu społecznego";"31";;;;;;;
"14-4-2-1-1-1";"014-004-002-001-001-001";"14-4-2-1-1";"014-004-002-001-001";1;"t";"f";"Miernik";"Liczba instytucji dialogu i partnerstwa społecznego, których działalność jest monitorowana";"31";"94";"94";;;;;
"14-4-2-2";"014-004-002-002";"14-4-2";"014-004-002";1;"f";"d";"Dysponent";"Wojewodowie";"85";;;801;801;0;100;0
"14-4-2-2-1";"014-004-002-002-001";"14-4-2-2";"014-004-002-002";1;"f";"e";"Cel";"-";"85";;;;;;;
"14-4-2-2-1-1";"014-004-002-002-001-001";"14-4-2-2-1";"014-004-002-002-001";1;"t";"f";"Miernik";"-";"85";"-";"-";;;;;
"15";"015";;;;"f";"a";"FUNKCJA 15";"POLITYKA ZAGRANICZNA";;;;1544655;1544655;0;100;0
"15-1";"015-001";"15";"015";;"f";"b";"Zadanie 15.1";"Zapewnianie Polsce sprzyjających warunków rozwoju";;;;35;35;0;100;0
"15-1-1";"015-001-001";"15-1";"015-001";0;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"18";;;35;35;0;100;0
"15-1-1";"015-001-001";"15-1";"015-001";1;"f";"c";"Podzadanie 15.1.1";"Rozwijanie stosunków dwustronnych i wielostronnych";;;;290;290;0;100;0
"15-1-1-1";"015-001-001-001";"15-1-1";"015-001-001";0;"f";"d";"Cel";"Zapewnienie Polsce sprzyjających warunków rozwoju i odpowiedniej pozycji na arenie międzynarodowej";"18";;;;;;;
"15-1-1-1";"015-001-001-001";"15-1-1";"015-001-001";1;"f";"d";"Dysponent";"Ministerstwo Środowiska";"22";;;290;290;0;100;0
"15-1-1-1-1";"015-001-001-001-001";"15-1-1-1";"015-001-001-001";0;"t";"e";"Miernik";"Udział w pracach najwaŜniejszych organizacji międzynarodowych w dziedzinie budownictwa (w szt.)";"18";"3";"1";;;;;
"15-1-1-1-1";"015-001-001-001-001";"15-1-1-1";"015-001-001-001";1;"f";"e";"Cel";"Reprezentowanie interesów RP na forum międzynarodowym";"22";;;;;;;
"15-1-1-1-1-1";"015-001-001-001-001-001";"15-1-1-1-1";"015-001-001-001-001";1;"t";"f";"Miernik";"Stopień realizacji celu (%)";"22";"100";"100";;;;;
"15-1-1-2";"015-001-001-002";"15-1-1";"015-001-001";1;"f";"d";"Dysponent";"Ministerstwo Środowiska";"41";;;5871;5871;0;100;0
"15-1-1-2-1";"015-001-001-002-001";"15-1-1-2";"015-001-001-002";1;"f";"e";"Cel";"Reprezentowanie interesów RP na forum międzynarodowym";"41";;;;;;;
"15-1-1-2-1-1";"015-001-001-002-001-001";"15-1-1-2-1";"015-001-001-002-001";1;"t";"f";"Miernik";"Liczba przygotowanych sprawozdań, protokołów zdawczo-odbiorczych związanych ze współpracą międzynarodową";"41";"816";"816";;;;;
"15-1-1-3";"015-001-001-003";"15-1-1";"015-001-001";1;"f";"d";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;474383;474383;0;100;0
"15-1-1-3-1";"015-001-001-003-001";"15-1-1-3";"015-001-001-003";1;"f";"e";"Cel";"Zapewnienie korzystnych warunków współpracy z innymi państwami";"45";;;;;;;
"15-1-1-3-1-1";"015-001-001-003-001-001";"15-1-1-3-1";"015-001-001-003-001";1;"t";"f";"Miernik";"Liczba wizyt na wysokim szczeblu (prezydent, premier, minister SZ)";"45";"138";"150";;;;;
"15-1-2";"015-001-002";"15-1";"015-001";0;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"21";;;750;750;0;100;0
"15-1-2";"015-001-002";"15-1";"015-001";1;"f";"c";"Podzadanie 15.1.2";"Udział Polski we współpracy na forum organizacji międzynarodowych";;;;35;35;0;100;0
"15-1-2-1";"015-001-002-001";"15-1-2";"015-001-002";0;"f";"d";"Cel";"Zapewnienie Polsce sprzyjających warunków rozwoju i odpowiedniej pozycji na arenie międzynarodowej";"21";;;;;;;
"15-1-2-1";"015-001-002-001";"15-1-2";"015-001-002";1;"f";"d";"Dysponent";"Ministerstwo Infrastruktury";"18";;;35;35;0;100;0
"15-1-2-1-1";"015-001-002-001-001";"15-1-2-1";"015-001-002-001";0;"t";"e";"Miernik";"Udział w pracach najwaŜniejszych organizacji międzynarodowych w dziedzinie gospodarki morskiej";"21";"5";"5";;;;;
"15-1-2-1-1";"015-001-002-001-001";"15-1-2-1";"015-001-002-001";1;"f";"e";"Cel";"Zapewnienie Polsce odpowiedniej pozycji w pracach orgaznizacji międzynarodowych";"18";;;;;;;
"15-1-2-1-1-1";"015-001-002-001-001-001";"15-1-2-1-1";"015-001-002-001-001";1;"t";"f";"Miernik";"Udział w pracach najwaŜniejszych organizacji międzynarodowych w dziedzinie budownictwa (w szt.)";"18";"3";"1";;;;;
"15-1-2-2";"015-001-002-002";"15-1-2";"015-001-002";1;"f";"d";"Dysponent";"Ministerstwo Infrastruktury";"21";;;750;750;0;100;0
"15-1-2-2-1";"015-001-002-002-001";"15-1-2-2";"015-001-002-002";1;"f";"e";"Cel";"Zapewnienie Polsce odpowiedniej pozycji w pracach organizacji międzynarodowych";"21";;;;;;;
"15-1-2-2-1-1";"015-001-002-002-001-001";"15-1-2-2-1";"015-001-002-002-001";1;"t";"f";"Miernik";"Udział w pracach najwaŜniejszych organizacji międzynarodowych w dziedzinie gospodarki morskiej";"21";"5";"5";;;;;
"15-1-2-3";"015-001-002-003";"15-1-2";"015-001-002";1;"f";"d";"Dysponent";"Ministerstwo Środowiska";"22";;;22119;22119;0;100;0
"15-1-2-3-1";"015-001-002-003-001";"15-1-2-3";"015-001-002-003";1;"f";"e";"Cel";"Zapewnienie Polsce odpowiedniej pozycji w pracach organizacji międzynarodowych";"22";;;;;;;
"15-1-2-3-1-1";"015-001-002-003-001-001";"15-1-2-3-1";"015-001-002-003-001";1;"t";"f";"Miernik";"Poziom wywiązywania się z zobowiązań międzynarodowych(%)";"22";"100";"100";;;;;
"15-1-2-4";"015-001-002-004";"15-1-2";"015-001-002";1;"f";"d";"Dysponent";"Ministerstwo Infrastruktury";"26";;;1910;1910;0;100;0
"15-1-2-4-1";"015-001-002-004-001";"15-1-2-4";"015-001-002-004";1;"f";"e";"Cel";"Zapewnienie Polsce odpowiedniej pozycji w pracach organizacji międzynarodwoych";"26";;;;;;;
"15-1-2-4-1-1";"015-001-002-004-001-001";"15-1-2-4-1";"015-001-002-004-001";1;"t";"f";"Miernik";"Udział w pracach najwaŜniejszych organizacji międzynarodowych w dziedzinie łączności (w szt.)";"26";"5";"5";;;;;
"15-1-2-5";"015-001-002-005";"15-1-2";"015-001-002";1;"f";"d";"Dysponent";"Ministerstwo Edukacji Narodowej";"30";;;20067;20067;0;100;0
"15-1-2-5-1";"015-001-002-005-001";"15-1-2-5";"015-001-002-005";1;"f";"e";"Cel";"Zapewnienie moŜliwości czynnego członkostwa MEN w organizacjach międzynarodowych";"30";;;;;;;
"15-1-2-5-1-1";"015-001-002-005-001-001";"15-1-2-5-1";"015-001-002-005-001";1;"t";"f";"Miernik";"Stopień wywiązywania się przez MEN z zobowiązań wobec organizacji międzynarodowych, w których uczestniczy (%)";"30";"100%";"100%";;;;;
"15-1-2-6";"015-001-002-006";"15-1-2";"015-001-002";1;"f";"d";"Dysponent";"Ministerstwo Infrastruktury";"39";;;1387;1387;0;100;0
"15-1-2-6-1";"015-001-002-006-001";"15-1-2-6";"015-001-002-006";1;"f";"e";"Cel";"Zapewnienie Polsce odpowiedniej pozycji w pracach organizacji międzynarodowych";"39";;;;;;;
"15-1-2-6-1-1";"015-001-002-006-001-001";"15-1-2-6-1";"015-001-002-006-001";1;"t";"f";"Miernik";"Udział w pracach najwaŜniejszych organizacji międzynarodowych";"39";"6";"7";;;;;
"15-1-2-7";"015-001-002-007";"15-1-2";"015-001-002";1;"f";"d";"Dysponent";"Ministerstwo Środowiska";"41";;;8217;8217;0;100;0
"15-1-2-7-1";"015-001-002-007-001";"15-1-2-7";"015-001-002-007";1;"f";"e";"Cel";"Zapewnienie Polsce odpowiedniej pozycji w pracach organizacji międzynarodowych";"41";;;;;;;
"15-1-2-7-1-1";"015-001-002-007-001-001";"15-1-2-7-1";"015-001-002-007-001";1;"t";"f";"Miernik";"Poziom wywiązywania się z zobowiazań międzynarodowych (%)";"41";"100";"100";;;;;
"15-1-2-8";"015-001-002-008";"15-1-2";"015-001-002";1;"f";"d";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;444891;444891;0;100;0
"15-1-2-8-1";"015-001-002-008-001";"15-1-2-8";"015-001-002-008";1;"f";"e";"Cel";"Zapewnienie Polsce odpowiedniej pozycji w pracach organizacji międzynarodowych";"45";;;;;;;
"15-1-2-8-1-1";"015-001-002-008-001-001";"15-1-2-8-1";"015-001-002-008-001";1;"t";"f";"Miernik";"Liczba Polaków zatrudnionych na wysokich stanowiskach w ONZ, OECD, Radzie Europy, OBWE";"45";"9";"11";;;;;
"15-1-2-9";"015-001-002-009";"15-1-2";"015-001-002";1;"f";"d";"Dysponent";"Ministerstwo Zdrowia";"46";;;12823;12823;0;100;0
"15-1-2-9-1";"015-001-002-009-001";"15-1-2-9";"015-001-002-009";1;"f";"e";"Cel";"Zapewnienie pełnoprawnego statusu członkowskiego Polski w danej organizacji międzynarodowej";"46";;;;;;;
"15-1-2-9-1-1";"015-001-002-009-001-001";"15-1-2-9-1";"015-001-002-009-001";1;"t";"f";"Miernik";"Ilość podjętych sankcji za niewywiązywanie się ze zobowiązań jako członka organizacji międzynarodowej";"46";"0";"0";;;;;
"15-1-3";"015-001-003";"15-1";"015-001";0;"f";"c";"Dysponent";"Ministerstwo Środowiska";"22";;;22409;22409;0;100;0
"15-1-3-1";"015-001-003-001";"15-1-3";"015-001-003";0;"f";"d";"Cel";"Zapewnienie Polsce sprzyjającej warunków rozwoju i odpowiedniej pozycji na arenie międzynarodowej";"22";;;;;;;
"15-1-3-1-1";"015-001-003-001-001";"15-1-3-1";"015-001-003-001";0;"t";"e";"Miernik";"Poziom wywiązywania się z zobowiązań międzynarodowych(%)";"22";"100";"100";;;;;
"15-1-4";"015-001-004";"15-1";"015-001";0;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"26";;;1910;1910;0;100;0
"15-1-4-1";"015-001-004-001";"15-1-4";"015-001-004";0;"f";"d";"Cel";"Zapewnienie Polsce sprzyjających warunków rozwoju i odpowiedniej pozycji na arenie międzynarodowej";"26";;;;;;;
"15-1-4-1-1";"015-001-004-001-001";"15-1-4-1";"015-001-004-001";0;"t";"e";"Miernik";"Udział w pracach najwaŜniejszych organizacji międzynarodwoych w dziedzinie łączności (w szt.)";"26";"5";"5";;;;;
"15-1-5";"015-001-005";"15-1";"015-001";0;"f";"c";"Dysponent";"Ministerstwo Edukacji Narodowej";"30";;;20067;20067;0;100;0
"15-1-5-1";"015-001-005-001";"15-1-5";"015-001-005";0;"f";"d";"Cel";"Zapewnienie moŜliwości czynnego członkostwa MEN w organizacjach międzynarodowych";"30";;;;;;;
"15-1-5-1-1";"015-001-005-001-001";"15-1-5-1";"015-001-005-001";0;"t";"e";"Miernik";"Stopień wywiązywania się przez MEN z zobowiązań wobec organizacji międzynarodowych, w których uczestniczy (%)";"30";"100%";"100%";;;;;
"15-1-6";"015-001-006";"15-1";"015-001";0;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"39";;;1387;1387;0;100;0
"15-1-6-1";"015-001-006-001";"15-1-6";"015-001-006";0;"f";"d";"Cel";"Zapewnienie Polsce sprzyjających warunków rozwoju i odpowiedniej pozycji na arenie międzynarodowej";"39";;;;;;;
"15-1-6-1-1";"015-001-006-001-001";"15-1-6-1";"015-001-006-001";0;"t";"e";"Miernik";"Udział w pracach najwaŜniejszych organizacji międzynarodowych";"39";"6";"7";;;;;
"15-1-7";"015-001-007";"15-1";"015-001";0;"f";"c";"Dysponent";"Ministerstwo Środowiska";"41";;;14088;14088;0;100;0
"15-1-7-1";"015-001-007-001";"15-1-7";"015-001-007";0;"f";"d";"Cel";"Zapewnienie Polsce sprzyjających warunków rozwoju i odpowiedniej pozycji na arenie międzynarodowej";"41";;;;;;;
"15-1-7-1-1";"015-001-007-001-001";"15-1-7-1";"015-001-007-001";0;"t";"e";"Miernik";"Poziom wywiązywania się z zobowiązań międzynarodowych (%)";"41";"100";"100";;;;;
"15-1-8";"015-001-008";"15-1";"015-001";0;"f";"c";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;919274;919274;0;100;0
"15-1-8-1";"015-001-008-001";"15-1-8";"015-001-008";0;"f";"d";"Cel";"Zapewnienie Polsce sprzyjających warunków rozwoju i odpowiedniej pozycji na arenie międzynarodowej";"45";;;;;;;
"15-1-8-1-1";"015-001-008-001-001";"15-1-8-1";"015-001-008-001";0;"t";"e";"Miernik";"Liczba wizyt na wysokim szczeblu w Polsce (prezydent, premier, minister SZ)";"45";"138";"150";;;;;
"15-1-8-1-2";"015-001-008-001-002";"15-1-8-1";"015-001-008-001";0;"t";"e";"Miernik";"Liczba Polaków zatrudnionych na wysokich stanowiskach w UE, NATO, ONZ (dyrektor i wyŜej)";"45";"43";"46";;;;;
"15-1-9";"015-001-009";"15-1";"015-001";0;"f";"c";"Dysponent";"Ministerstwo Zdrowia";"46";;;12823;12823;0;100;0
"15-1-9-1";"015-001-009-001";"15-1-9";"015-001-009";0;"f";"d";"Cel";"Zapewnienie pełnoprawnego statusu członkowskiego Polski w danej organizacji międzynarodowej";"46";;;;;;;
"15-1-9-1-1";"015-001-009-001-001";"15-1-9-1";"015-001-009-001";0;"t";"e";"Miernik";"Ilość podjętych sankcji za niewywiązywanie się ze zobowiązań jako członka organizacji międzynarodowej";"46";"0";"0";;;;;
"15-2";"015-002";"15";"015";;"f";"b";"Zadanie 15.2";"Zapewnianie bezpieczeństwa państwa";;;;26504;26504;0;100;0
"15-2-1";"015-002-001";"15-2";"015-002";0;"f";"c";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;26504;26504;0;100;0
"15-2-1";"015-002-001";"15-2";"015-002";1;"f";"c";"Podzadanie 15.2.1";"Umacnianie bezpieczeństwa politycznego i wojskowego oraz pokoju";;;;15404;15404;0;100;0
"15-2-1-1";"015-002-001-001";"15-2-1";"015-002-001";0;"f";"d";"Cel";"Zapewnienie wysokiego poziomu bezpieczeństwa zewnętrznego państwa";"45";;;;;;;
"15-2-1-1";"015-002-001-001";"15-2-1";"015-002-001";1;"f";"d";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;15404;15404;0;100;0
"15-2-1-1-1";"015-002-001-001-001";"15-2-1-1";"015-002-001-001";0;"t";"e";"Miernik";"Ocena zagroŜeń dla bezpieczeństwa państwa – ocena opisowa";"45";"dobra";"dobra";;;;;
"15-2-1-1-1";"015-002-001-001-001";"15-2-1-1";"015-002-001-001";1;"f";"e";"Cel";"Zapewnienie  bezpieczeństwa politycznego i wojskowego";"45";;;;;;;
"15-2-1-1-1-1";"015-002-001-001-001-001";"15-2-1-1-1";"015-002-001-001-001";1;"t";"f";"Miernik";"Ocena zagroŜeń politycznych i wojskowych dla bezpieczeństwa państwa – ocena opisowa";"45";"dobra";"dobra";;;;;
"15-2-1-2";"015-002-001-002";"15-2-1";"015-002-001";0;"f";"d";"Cel";"Zapewnienie Polsce odpowiedniej pozycji w NATO i UE";"45";;;;;;;
"15-2-1-2-1";"015-002-001-002-001";"15-2-1-2";"015-002-001-002";0;"t";"e";"Miernik";"Liczba Polaków zatrudnionych na wysokich stanowiskach w NATO i ESDZ";"45";"15";"16";;;;;
"15-2-2";"015-002-002";"15-2";"015-002";1;"f";"c";"Podzadanie 15.2.2";"Umacnianie bezpieczeństwa ekonomicznego, energetycznego i ekologicznego";;;;2890;2890;0;100;0
"15-2-2-1";"015-002-002-001";"15-2-2";"015-002-002";1;"f";"d";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;2890;2890;0;100;0
"15-2-2-1-1";"015-002-002-001-001";"15-2-2-1";"015-002-002-001";1;"f";"e";"Cel";"Zapewnienie bezpieczeństwa ekonomicznego, energetycznego i ekologicznego kraju";"45";;;;;;;
"15-2-2-1-1-1";"015-002-002-001-001-001";"15-2-2-1-1";"015-002-002-001-001";1;"t";"f";"Miernik";"Ocena zagroŜeń ekonomicznych i ekologicznych dla bezpieczeństwa państwa – ocena opisowa";"45";"dobra";"dobra";;;;;
"15-2-3";"015-002-003";"15-2";"015-002";1;"f";"c";"Podzadanie 15.2.3";"Pozostałe wymiary bezpieczeństwa";;;;8210;8210;0;100;0
"15-2-3-1";"015-002-003-001";"15-2-3";"015-002-003";1;"f";"d";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;8210;8210;0;100;0
"15-2-3-1-1";"015-002-003-001-001";"15-2-3-1";"015-002-003-001";1;"f";"e";"Cel";"Zapewnienie bezpieczeństwa w pozostałych obszarach";"45";;;;;;;
"15-2-3-1-1-1";"015-002-003-001-001-001";"15-2-3-1-1";"015-002-003-001-001";1;"t";"f";"Miernik";"Ocena zagroŜeń dla bezpieczeństwa kraju w pozostałych obszarach - ocena opisowa";"45";"dobra";"dobra";;;;;
"15-3";"015-003";"15";"015";;"f";"b";"Zadanie 15.3";"Reprezentowanie i ochrona międzynarodowych interesów RP i jej obywateli za granicą";;;;235855;235855;0;100;0
"15-3-1";"015-003-001";"15-3";"015-003";0;"f";"c";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;235855;235855;0;100;0
"15-3-1";"015-003-001";"15-3";"015-003";1;"f";"c";"Podzadanie 15.3.1";"Zapewnianie opieki i obsługi konsularnej";;;;228766;228766;0;100;0
"15-3-1-1";"015-003-001-001";"15-3-1";"015-003-001";0;"f";"d";"Cel";"Realizacja istotnych międzynarodowych interesów RP i jej obywateli za granicą";"45";;;;;;;
"15-3-1-1";"015-003-001-001";"15-3-1";"015-003-001";1;"f";"d";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;228766;228766;0;100;0
"15-3-1-1-1";"015-003-001-001-001";"15-3-1-1";"015-003-001-001";0;"t";"e";"Miernik";"Liczba czynności konsularnych dotyczących obywateli polskich";"45";"474 344";"510 000";;;;;
"15-3-1-1-1";"015-003-001-001-001";"15-3-1-1";"015-003-001-001";1;"f";"e";"Cel";"Zapewnianie sprawnej opieki i obsługi konsularnej";"45";;;;;;;
"15-3-1-1-1-1";"015-003-001-001-001-001";"15-3-1-1-1";"015-003-001-001-001";1;"t";"f";"Miernik";"Liczba rejestrowanych czynności konsularnych";"45";"1  414 701";"1  480 000";;;;;
"15-3-1-1-2";"015-003-001-001-002";"15-3-1-1";"015-003-001-001";0;"t";"e";"Miernik";"Liczba spraw przeciwko Polsce przed międzynarodowymi organami praw człowieka, organami sądowymi Unii Europejskiej i Trybunałem EFTA";"45";"710";"710";;;;;
"15-3-2";"015-003-002";"15-3";"015-003";1;"f";"c";"Podzadanie 15.3.2";"Reprezentowanie i ochrona interesów RP przed międzynarodowymi organami sądowymi";;;;4216;4216;0;100;0
"15-3-2-1";"015-003-002-001";"15-3-2";"015-003-002";1;"f";"d";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;4216;4216;0;100;0
"15-3-2-1-1";"015-003-002-001-001";"15-3-2-1";"015-003-002-001";1;"f";"e";"Cel";"Efektywna koordynacja i wspieranie działań administracji rządowej w zakresie postępowań nieformalnych i formalnych wszczynanych przeciwko Polsce oraz postępowań przed sądami i trybunałami międzynarodowymi";"45";;;;;;;
"15-3-2-1-1-1";"015-003-002-001-001-001";"15-3-2-1-1";"015-003-002-001-001";1;"t";"f";"Miernik";"Liczba spraw przeciwko Polsce przed sądami i trybunałami międzynarodowymi";"45";"640";"640";;;;;
"15-3-3";"015-003-003";"15-3";"015-003";1;"f";"c";"Podzadanie 15.3.3";"Zapewnianie obsługi prawnej działań wynikających z członkostwa Polski w UE";;;;2873;2873;0;100;0
"15-3-3-1";"015-003-003-001";"15-3-3";"015-003-003";1;"f";"d";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;2873;2873;0;100;0
"15-3-3-1-1";"015-003-003-001-001";"15-3-3-1";"015-003-003-001";1;"f";"e";"Cel";"Monitorowanie i sprawna koordynacja działań administracji rządowej dotyczących stosowania i transpozycji przepisów prawa UE do prawa polskiego oraz postępowań nieformalnych i formalnych wszczynanych przeciwko Polsce";"45";;;;;;;
"15-3-3-1-1-1";"015-003-003-001-001-001";"15-3-3-1-1";"015-003-003-001-001";1;"t";"f";"Miernik";"Liczba postępowań formalnych wszczętych przeciwko Polsce przez Komisję Europejską z związku z podejrzeniem naruszenia prawa UE";"45";"26";"20";;;;;
"15-4";"015-004";"15";"015";;"f";"b";"Zadanie 15.4";"Kształtowanie międzynarodowego wizerunku RP";;;;6985;6985;0;100;0
"15-4-1";"015-004-001";"15-4";"015-004";0;"f";"c";"Dysponent";"Ministerstwo Nauki i Szkolnictwa WyŜszego";"38";;;6985;6985;0;100;0
"15-4-1";"015-004-001";"15-4";"015-004";1;"f";"c";"Podzadanie 15.4.1";"Prowadzenie promocji kraju";;;;6985;6985;0;100;0
"15-4-1-1";"015-004-001-001";"15-4-1";"015-004-001";0;"f";"d";"Cel";"Promocja właściwego wizerunku RP na forum międzynarodowym";"38";;;;;;;
"15-4-1-1";"015-004-001-001";"15-4-1";"015-004-001";1;"f";"d";"Dysponent";"Ministerstwo Nauki i Szkolnictwa WyŜszego";"38";;;6985;6985;0;100;0
"15-4-1-1-1";"015-004-001-001-001";"15-4-1-1";"015-004-001-001";0;"t";"e";"Miernik";"Liczba studentów przyjeŜdŜających do Polski w ramach programu Erasmus";"38";"3730";"5800";;;;;
"15-4-1-1-1";"015-004-001-001-001";"15-4-1-1";"015-004-001-001";1;"f";"e";"Cel";"Umacnianie pozytywnego wizerunku Polski za granicą";"38";;;;;;;
"15-4-1-1-1-1";"015-004-001-001-001-001";"15-4-1-1-1";"015-004-001-001-001";1;"t";"f";"Miernik";"Liczba uczestników letnich kursów języka i kultury polskiej";"38";"680";"690";;;;;
