"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Cały kraj/ Województwo";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"RPPK.08.01.00-18-016/08-02";"Podnoszenie kwalifikacji osób zaangażowanych w zarządzanie i wdrażanie RPO WP w 2009 r.";"Regionalny Program Operacyjny Województwa Podkarpackiego";"RPPK.08.00.00";"RPPK.08.01.00";"";"Podkarpackie";"Powiat m. Rzeszów";"M. Rzeszów";"256,500.00";"256,500.00";"256,500.00";"256,500.00";"Samorząd Województwa Podkarpackiego-Urząd Marszałkowski Województwa Podkarpackiego";"8132917389";"35-010";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPPK.08.01.00-18-016/08-05";"Tak";"2009/09/22";"2009/09/23"
"RPPK.08.01.00-18-017/08-03";"Zatrudnienie pracowników Urzędu Marszałkowskiego Województwa Podkarpackiego w Rzeszowie zaangażowanych w zarządzanie i wdrażanie RPO WP w 2009 r.";"Regionalny Program Operacyjny Województwa Podkarpackiego";"RPPK.08.00.00";"RPPK.08.01.00";"";"Podkarpackie";"Powiat m. Rzeszów";"M. Rzeszów";"8,701,469.06";"8,701,469.06";"8,701,469.06";"8,701,469.06";"Samorząd Województwa Podkarpackiego-Urząd Marszałkowski Województwa Podkarpackiego";"8132917389";"35-010";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPPK.08.01.00-18-017/08-09";"Tak";"2009/11/23";"2009/11/23"
"RPPK.08.01.00-18-018/08-03";"Obsługa procesu naboru, oceny i wdrażania projektów w ramach I osi priorytetowej Regionalnego Programu Operacyjnego Województwa Podkarpackiego na lata 2007-2013 w 2009 roku";"Regionalny Program Operacyjny Województwa Podkarpackiego";"RPPK.08.00.00";"RPPK.08.01.00";"";"Podkarpackie";"Powiat m. Rzeszów";"M. Rzeszów";"315,114.00";"315,114.00";"315,114.00";"315,114.00";"Samorząd Województwa Podkarpackiego-Urząd Marszałkowski Województwa Podkarpackiego";"8132917389";"35-010";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPPK.08.01.00-18-018/08-05";"Tak";"2009/12/11";"2009/12/16"
"RPPK.08.01.00-18-019/08-02";"Wsparcie procesu zarządzania i wdrażania RPO WP w roku 2009 poprzez opracowanie ekspertyz, zakup publikacji oraz organizację przeglądu 
i renegocjacji Programu";"Regionalny Program Operacyjny Województwa Podkarpackiego";"RPPK.08.00.00";"RPPK.08.01.00";"";"Podkarpackie";"Powiat m. Rzeszów";"M. Rzeszów";"1,186.95";"1,186.95";"1,186.95";"1,186.95";"Samorząd Województwa Podkarpackiego-Urząd Marszałkowski Województwa Podkarpackiego";"8132917389";"35-010";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPPK.08.01.00-18-019/08-04";"Tak";"2009/12/11";"2009/12/16"
"RPPK.08.01.00-18-022/08-02";"Obsługa procesu oceny i wdrażania projektów w ramach osi priorytetowych II-VII Regionalnego Programu Operacyjnego Województwa Podkarpackiego na lata 2007-2013";"Regionalny Program Operacyjny Województwa Podkarpackiego";"RPPK.08.00.00";"RPPK.08.01.00";"";"Podkarpackie";"Powiat m. Rzeszów";"M. Rzeszów";"265,000.00";"265,000.00";"265,000.00";"265,000.00";"Samorząd Województwa Podkarpackiego-Urząd Marszałkowski Województwa Podkarpackiego";"8132917389";"35-010";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPPK.08.01.00-18-022/08-06";"Tak";"2009/12/11";"2009/12/16"
"RPPK.08.01.00-18-023/08-02";"Adaptacja budynku przy ul. Towarnickiego 3 A w Rzeszowie na potrzeby wsparcia procesu zarządzania i wdrażania RPO WP w 2009 r.";"Regionalny Program Operacyjny Województwa Podkarpackiego";"RPPK.08.00.00";"RPPK.08.01.00";"";"Podkarpackie";"Powiat m. Rzeszów";"M. Rzeszów";"34,160.00";"34,160.00";"34,160.00";"34,160.00";"Samorząd Województwa Podkarpackiego-Urząd Marszałkowski Województwa Podkarpackiego";"8132917389";"35-010";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPPK.08.01.00-18-023/08-04";"Tak";"2009/11/23";"2009/11/23"
"RPPK.08.01.00-18-031/09-00";"Zatrudnienie pracowników Urzędu Marszałkowskiego Województwa Podkarpackiego w Rzeszowie zaangażowanych w zarządzanie i wdrażanie RPO WP w 2010 r.";"Regionalny Program Operacyjny Województwa Podkarpackiego";"RPPK.08.00.00";"RPPK.08.01.00";"";"Podkarpackie";"Powiat m. Rzeszów";"M. Rzeszów";"13,463,326.00";"13,463,326.00";"13,463,326.00";"13,463,326.00";"Województwo Podkarpackie - Urząd Marszałkowski Województwa Podkarpackiego";"8132917389";"35-010";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPPK.08.01.00-18-031/09-12";"Tak";"2009/12/28";"2009/12/29"
"RPPK.08.02.00-18-020/08-02";"Upowszechnienie informacji na temat osi I-VII RPO Województwa Podkarpackiego na lata 2007-2013 w 2009 roku";"Regionalny Program Operacyjny Województwa Podkarpackiego";"RPPK.08.00.00";"RPPK.08.02.00";"";"Podkarpackie";"Powiat m. Rzeszów";"M. Rzeszów";"250,000.00";"250,000.00";"250,000.00";"250,000.00";"Samorząd Województwa Podkarpackiego-Urząd Marszałkowski Województwa Podkarpackiego";"8132917389";"35-010";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPPK.08.02.00-18-020/08-04";"Tak";"2009/06/19";"2009/09/23"
"RPPK.08.02.00-18-021/08-02";"Wsparcie procesu wdrażania RPO WP poprzez działania o charakterze informacyjno-promocyjnym";"Regionalny Program Operacyjny Województwa Podkarpackiego";"RPPK.08.00.00";"RPPK.08.02.00";"";"Podkarpackie";"Powiat m. Rzeszów";"M. Rzeszów";"1,277,700.00";"1,277,700.00";"1,277,700.00";"1,277,700.00";"Samorząd Województwa Podkarpackiego-Urząd Marszałkowski Województwa Podkarpackiego";"8132917389";"35-010";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPPK.08.02.00-18-021/08-06";"Tak";"2009/09/22";"2009/09/23"
"RPPM.01.01.01-00-012/08-01";"Wprowadzenie zasadniczej zmiany procesu produkcyjnego oraz unowocześnienie składników majątku trwałego niezbędnego do prowadzenia podstawowej działalności realizowane w Gdańsku przez  firmę GrawerGroup";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat m. Gdańsk";"M. Gdańsk";"376,980.00";"305,500.00";"183,300.00";"155,805.00";"Grawer Group s.c. Piotr Juckiewicz Marek Zawistowski";"5842598029";"80-315";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"08 Inne inwestycje w przedsiębiorstwa";"spółka cywilna prowadząca działalność w oparciu o umowę zawartą na podstawie KC - mikro przedsiębiorstwo";"01 Obszar miejski";"RPPM.01.01.01-00-012/08-02";"Tak";"2009/06/25";"2009/06/29"
"RPPM.01.01.01-00-037/08-01";"Zakup mobilnego przesiewacza sortującego";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat kartuski";"Kartuzy";"465,164.04";"381,282.00";"200,000.00";"170,000.00";"Józef Płotka ZTHU- Zakład Transportu Handlu i Usług ""JKS""";"5890011016";"83-332";"Mezowo";"Pomorskie";"Powiat kartuski";"08 Inne inwestycje w przedsiębiorstwa";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPPM.01.01.01-00-037/08-01";"Tak";"2009/06/30";"2009/06/30"
"RPPM.01.01.01-00-039/08-01";"Zakup innowacyjnego systemu drukarskiego CtP w firmie ES-GRAF w Gdańsku";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat m. Gdańsk";"M. Gdańsk";"314,369.60";"257,680.00";"128,840.00";"109,514.00";"Drukarnia ES-GRAF Janina Staniszewska";"5840002794";"80-299";"Gdańsk";"Pomorskie";"Powiat kartuski / Powiat m. Gdańsk";"08 Inne inwestycje w przedsiębiorstwa";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"01 Obszar miejski";"RPPM.01.01.01-00-039/08-01";"Tak";"2009/03/02";"2009/05/08"
"RPPM.01.01.01-00-059/08-01";"Zakup nowoczesnego wyposażenia dla firmy organizujacej spływy kajakowe na Pomorzu.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat człuchowski";"Przechlewo";"354,410.00";"290,500.00";"174,300.00";"148,155.00";"Superkajak Sławomir Napiórkowski";"8431432412";"77-320";"Przechlewo";"Pomorskie";"Powiat człuchowski";"06 Wsparcie na rzecz MŚP w zakresie promocji produktów i procesów przyjaznych dla środowiska (wdrożenie efektywnych systemów zarządzania środowiskiem, wdrożenie i stosowanie/użytkowanie technologii zapobiegania zanieczyszczeniom, wdrożenie czystych technologii do działalności produkcyjnej przedsiębiorstw)";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPPM.01.01.01-00-059/08-01";"Tak";"2009/04/17";"2009/05/08"
"RPPM.01.01.01-00-064/08-03";"Rozwój działalności nowopowstałej firmy GBB s.c. poprzez zakup jednostki do obsługi ruchu turystycznego typu RIB o nazwie EXTREME oraz samochodu terenowego do przemieszczania jednostek.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat m. Sopot";"M. Sopot";"382,384.00";"378,000.00";"187,866.00";"159,686.10";"Gdańsk Bay Boats s.c. A.Mróz, M.Makuła, P.Marchlewicz";"5851440931";"81-809";"Sopot";"Pomorskie";"Powiat m. Sopot";"08 Inne inwestycje w przedsiębiorstwa";"spółka cywilna prowadząca działalność w oparciu o umowę zawartą na podstawie KC - mikro przedsiębiorstwo";"01 Obszar miejski";"RPPM.01.01.01-00-064/08-01";"Tak";"2009/12/15";"2009/12/15"
"RPPM.01.01.01-00-116/08-00";"Poszerzenie zakresu świadczonych usług w indywidualnej specjalistycznej praktyce lekarskiej Marek Rogoń.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat m. Gdańsk";"M. Gdańsk";"138,271.03";"138,271.03";"69,135.51";"58,765.18";"Indywidualna Specjalistyczna Praktyka Lekarska Marek Rogoń";"9570133300";"80-258";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"08 Inne inwestycje w przedsiębiorstwa";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"01 Obszar miejski";"RPPM.01.01.01-00-116/08-01";"Tak";"2009/01/21";"2009/02/04"
"RPPM.01.01.01-00-124/08-01";"Wykorzystanie potencjału naukowego celem rozwoju prowadzonej działalności.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat gdański";"Kolbudy";"424,748.65";"424,748.65";"198,687.25";"168,884.16";"Niepubliczny Zakład Opieki Zdrowotnej Specjalistyczna Klinika Stomamtologiczna Impladent dr n. med. Adam Ziemlewski";"5832445407";"80-180";"Kowale";"Pomorskie";"Powiat gdański / Powiat m. Gdańsk";"08 Inne inwestycje w przedsiębiorstwa";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPPM.01.01.01-00-124/08-01";"Tak";"2009/04/01";"2009/04/01"
"RPPM.01.01.01-00-137/08-00";"Zakup nowoczesnego centrum obróbczego do cięcia wodą - podstawą do rozwoju i zwiększenia konkurencyjności firmy G&G Engineering Service.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat gdański";"Pruszcz Gdański";"675,087.00";"553,350.00";"200,000.00";"170,000.00";"G&G Engineering Service";"5841491393";"83-010";"Straszyn";"Pomorskie";"Powiat gdański";"08 Inne inwestycje w przedsiębiorstwa";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPPM.01.01.01-00-137/08-01";"Tak";"2009/01/22";"2009/02/04"
"RPPM.01.01.01-00-145/08-01";"Zakup wyposażenia niezbędnego do uruchomienia nowego gabinetu ginekologicznego w Redzie.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat wejherowski";"Reda";"260,778.60";"260,778.60";"130,389.30";"110,830.90";"INDYWIDUALNA SPECJALISTYCZNA PRAKTYKA LEKARSKA POŁOŻNICTWO I GINEKOLOGIA dr med. Henryk Raszczyk";"5831825898";"80-206";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"08 Inne inwestycje w przedsiębiorstwa";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"01 Obszar miejski";"RPPM.01.01.01-00-145/08-01";"Tak";"2009/08/13";"2009/08/13"
"RPPM.01.01.01-00-163/08-00";"Wzrost konkurencyjności firmy poprzez unowocześnienie bazy sprzętowej a tym samym sposobu funkcjonowania.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat gdański";"Pruszcz Gdański - miasto";"133,732.58";"105,936.16";"52,724.66";"44,815.96";"Trojmiejskie Przedsiębiorstwo Geodezyjne ""AR GEO"" Izba Miernicza";"5931007320";"83-000";"Pruszcz Gdańsk";"Pomorskie";"Powiat gdański";"08 Inne inwestycje w przedsiębiorstwa";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"01 Obszar miejski";"RPPM.01.01.01-00-163/08-01";"Tak";"2009/02/17";"2009/02/23"
"RPPM.01.01.01-00-194/08-00";"Wsparcie dla rozwoju mikroprzedsiębiorstwa ""SerTech"" Wojciech Serocki poprzez zakup pieca do kalibracji.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat kwidzyński";"Kwidzyn - miasto";"40,406.40";"33,120.00";"19,872.00";"16,891.20";"Przedsiębiorstwo Usługowo Handlowe ""SerTech"" Wojciech Serocki";"5811354237";"82-500";"Kwidzyn";"Pomorskie";"Powiat kwidzyński";"08 Inne inwestycje w przedsiębiorstwa";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"01 Obszar miejski";"RPPM.01.01.01-00-194/08-01-K01";"Tak";"2009/01/27";"2009/02/05"
"RPPM.01.01.01-00-207/08-00";"Informatyzacja procesu świadczenia usług rachunkowych, Biura Rachunkowego ""PATER"" Sp. j. z siedzibą w Dębnicy Kaszubskiej, celem podniesienia konkurencyjności rynkowej.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat słupski";"Dębnica Kaszubska";"31,232.00";"25,200.00";"15,120.00";"12,852.00";"Biuro rachunkowe ""PATER"" Teresa Kraus, Paweł Kraus Spółka Jawna";"8392568135";"76-248";"Dębnica Kaszubska";"Pomorskie";"Powiat słupski";"08 Inne inwestycje w przedsiębiorstwa";"spółka jawna - mikro przedsiębiorstwo";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPPM.01.01.01-00-207/08-01";"Tak";"2009/01/29";"2009/01/30"
"RPPM.01.01.01-00-215/08-01";"Zakup innowacyjnego sprzętu do realizacji technicznej obrazu dla firmy PROTEL S.C. w Przodkowie k.Gdańska.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat kartuski";"Przodkowo";"495,262.69";"381,338.36";"190,669.18";"162,068.80";"PROTEL S.C.";"5891920318";"83-304";"Przodkowo";"Pomorskie";"Powiat kartuski";"06 Wsparcie na rzecz MŚP w zakresie promocji produktów i procesów przyjaznych dla środowiska (wdrożenie efektywnych systemów zarządzania środowiskiem, wdrożenie i stosowanie/użytkowanie technologii zapobiegania zanieczyszczeniom, wdrożenie czystych technologii do działalności produkcyjnej przedsiębiorstw)";"spółka cywilna prowadząca działalność w oparciu o umowę zawartą na podstawie KC - mikro przedsiębiorstwo";"01 Obszar miejski";"RPPM.01.01.01-00-215/08-01";"Tak";"2009/03/19";"2009/03/23"
"RPPM.01.01.01-00-218/08-01";"Nowoczesny sprzęt geodezyjny-GPS-podstawą wysokiej jakości usług firmy ASTRA S.C.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat m. Gdynia";"M. Gdynia";"550,270.00";"447,639.34";"198,509.68";"168,733.23";"Przedsiebiorstwo Geodezyjne ASTRA S.C. J.Zimnawoda M.Piotrowski";"5861043568";"81-859";"Gdynia";"Pomorskie";"Powiat m. Sopot";"06 Wsparcie na rzecz MŚP w zakresie promocji produktów i procesów przyjaznych dla środowiska (wdrożenie efektywnych systemów zarządzania środowiskiem, wdrożenie i stosowanie/użytkowanie technologii zapobiegania zanieczyszczeniom, wdrożenie czystych technologii do działalności produkcyjnej przedsiębiorstw)";"spółka cywilna prowadząca działalność w oparciu o umowę zawartą na podstawie KC - mikro przedsiębiorstwo";"01 Obszar miejski";"RPPM.01.01.01-00-218/08-01";"Tak";"2009/06/22";"2009/06/22"
"RPPM.01.01.01-00-219/08-00";"Wzrost konkurencyjności firmy ""Mój Dentysta"" poprzez zakup nowoczesnych urządzeń stomatologicznych.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat wejherowski";"Rumia";"61,377.00";"60,000.00";"29,999.99";"25,499.99";"Mój Dentysta sc";"5882258498";"84-230";"Rumia";"Pomorskie";"Powiat pucki / Powiat wejherowski";"06 Wsparcie na rzecz MŚP w zakresie promocji produktów i procesów przyjaznych dla środowiska (wdrożenie efektywnych systemów zarządzania środowiskiem, wdrożenie i stosowanie/użytkowanie technologii zapobiegania zanieczyszczeniom, wdrożenie czystych technologii do działalności produkcyjnej przedsiębiorstw)";"spółka cywilna prowadząca działalność w oparciu o umowę zawartą na podstawie KC - mikro przedsiębiorstwo";"01 Obszar miejski";"RPPM.01.01.01-00-219/08-01";"Tak";"2009/02/16";"2009/02/24"
"RPPM.01.01.01-00-231/08-01";"Inwestycyjny rozwój gdańskiego mikroprzedsiębiorstwa Mikro-automatyka poprzez zakup zaawansowanej technologicznie maszyny OPAL XII SF do automatycznego bezołowiowego montażu elementów elektronicznych.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat m. Gdańsk";"M. Gdańsk";"406,870.00";"333,500.00";"200,000.00";"170,000.00";"Mikro-automatyka mgr inż.Michał Szypliński";"9570014771";"80-172";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"06 Wsparcie na rzecz MŚP w zakresie promocji produktów i procesów przyjaznych dla środowiska (wdrożenie efektywnych systemów zarządzania środowiskiem, wdrożenie i stosowanie/użytkowanie technologii zapobiegania zanieczyszczeniom, wdrożenie czystych technologii do działalności produkcyjnej przedsiębiorstw)";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"01 Obszar miejski";"RPPM.01.01.01-00-231/08-01";"Tak";"2009/02/25";"2009/03/05"
"RPPM.01.01.01-00-243/08-01";"Centrum mycia bezdotykowego szansą wzrostu konkurencyjności przedsiębiorstwa.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat chojnicki";"Chojnice - miasto";"487,340.00";"400,000.00";"200,000.00";"170,000.00";"Pracownia Projektowa z Zakresu Inżynierii Środowiskowej"" PROJ - WOS""";"5551034115";"89-600";"Chojnice";"Pomorskie";"Powiat chojnicki";"08 Inne inwestycje w przedsiębiorstwa";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"01 Obszar miejski";"RPPM.01.01.01-00-243/08-01";"Tak";"2009/03/27";"2009/03/30"
"RPPM.01.01.01-00-253/08-02";"Rozwój usług poligraficznych firmy STYL - Agencja Reklamy Jarosław Dorosz w Kwidzynie poprzez innowacyjność oraz inwestycje.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat kwidzyński";"Kwidzyn - miasto";"213,829.40";"175,270.00";"105,162.00";"89,387.70";"STYL - Agencja Reklamy Jarosław Dorosz ";"5811001243";"82-500";"Kwidzyn";"Pomorskie";"Powiat kwidzyński";"08 Inne inwestycje w przedsiębiorstwa";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"01 Obszar miejski";"RPPM.01.01.01-00-253/08-01";"Tak";"2009/07/16";"2009/07/17"
"RPPM.01.01.01-00-306/08-00";"Rozwój i wzrost konkurencyjności przedsiębiorstwa poprzez zakup centrum obróbkowego pionowego CNC, które umożliwi rozszerzenie działalności o nową, wysokiej jakości usługę";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat kwidzyński";"Sadlinki";"294,447.00";"241,350.00";"120,675.00";"102,573.75";"High Engineering Technology CNC s.c. Sebastian Pawelec Karol Mikulski";"5811883332";"82-522";"Glina";"Pomorskie";"Powiat kwidzyński";"08 Inne inwestycje w przedsiębiorstwa";"spółka cywilna prowadząca działalność w oparciu o umowę zawartą na podstawie KC - mikro przedsiębiorstwo";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPPM.01.01.01-00-306/08-01";"Tak";"2009/02/18";"2009/02/24"
"RPPM.01.01.01-00-324/08-00";"Rozwój i wzrost konkurencyjności firmy poprzez zakup srodków trwałych oraz wartości niematerialnych i prawnych pozwalajacych na świadczenie nowych i wyższej jakości usług.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat m. Sopot";"M. Sopot";"418,500.00";"415,500.01";"198,803.83";"168,983.26";"Indyw. Praktyka Lekarska Lek. Chirurg Stom. Ewa Osękowska";"9481591076";"81-840";"Sopot";"Pomorskie";"Powiat m. Sopot";"08 Inne inwestycje w przedsiębiorstwa";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"01 Obszar miejski";"RPPM.01.01.01-00-324/08-01";"Tak";"2009/02/04";"2009/02/05"
"RPPM.01.01.01-00-339/08-02";"Unowocześnienie parku maszynowego przedsiębiorstwa Mechanika pojazdów samochodowych konserwacja, naprawa, pomoc drogowa roboty ziemne i rozbiórkowe Jerzy Groth.";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat wejherowski";"Wejherowo - miasto";"45,560.89";"37,345.00";"18,672.50";"15,871.62";"Mechanika pojazdów samochodowych Jerzy Groth";"5881361082";"84-200";"Wejherowo";"Pomorskie";"Powiat wejherowski";"08 Inne inwestycje w przedsiębiorstwa";"osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"RPPM.01.01.01-00-339/08-01";"Tak";"2009/08/20";"2009/08/21"
"RPPM.01.01.01-00-375/08-01";"Zakup maszyn i urządzeń związanych bezpośrednio z produkcją i montażem domów drewnianych, domów stelażowych i konstrukcji drewnianych";"Regionalny Program Operacyjny Województwa Pomorskiego";"RPPM.01.00.00";"RPPM.01.01.00";"RPPM.01.01.01";"Pomorskie";"Powiat kartuski";"Przodkowo";"149,753.16";"122,748.49";"61,374.24";"52,168.10";"Przedsiębiorstwo Produkcyjno-Handlowo-Usługowe ECO-HOUSE s.c.";"5891861774";"83-304";"Przodkowo";"Pomorskie";"Powiat kartuski";"08 Inne inwestycje w przedsiębiorstwa";"spółka cywilna prowadząca działalność w oparciu o umowę zawartą na podstawie KC - mikro przedsiębiorstwo";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2009/09/09";"2009/09/09"
