"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Cały kraj/ Województwo";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIS.08.03.00-00-001/10-00";"System Dynamicznej Informacji Pasażerskiej na obszarze działalności KZK GOP";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.03.00";"";"Śląskie";"Powiat m. Świętochłowice";"";"810,491.83";"658,936.45";"560,095.98";"560,095.98";"Komunikacyjny Związek Komunalny Górnośląskiego Okręgu Przemysłowego";"9542246280";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"28 Inteligentne systemy transportu";"samorządowa osoba prawna";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/30"
"POIS.08.03.00-00-001/10-00";"System Dynamicznej Informacji Pasażerskiej na obszarze działalności KZK GOP";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.03.00";"";"Śląskie";"Powiat m. Zabrze";"";"810,491.83";"658,936.45";"560,095.98";"560,095.98";"Komunikacyjny Związek Komunalny Górnośląskiego Okręgu Przemysłowego";"9542246280";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"28 Inteligentne systemy transportu";"samorządowa osoba prawna";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/30"
"POIS.08.03.00-00-001/10-00";"System Dynamicznej Informacji Pasażerskiej na obszarze działalności KZK GOP";"Program Operacyjny Infrastruktura i Środowisko";"POIS.08.00.00";"POIS.08.03.00";"";"Śląskie";"Powiat zawierciański";"";"810,491.83";"658,936.45";"560,095.98";"560,095.98";"Komunikacyjny Związek Komunalny Górnośląskiego Okręgu Przemysłowego";"9542246280";"40-053";"Katowice";"Śląskie";"Powiat m. Katowice";"28 Inteligentne systemy transportu";"samorządowa osoba prawna";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/30"
"POIS.12.01.00-00-003/10-00";"Budowa lądowiska dla śmigłowców ratunkowych wraz z zapewnieniem komunikacji z SOR w W.S.S. w Zgierzu";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Łódzkie";"Powiat zgierski";"";"2,000,000.00";"2,000,000.00";"1,700,000.00";"1,700,000.00";"Wojewódzki Szpital Specjalistyczny im. Marii Skłodowskiej-Curie w Zgierzu";"7321003187";"95-100";"Zgierz";"Łódzkie";"Powiat zgierski";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"";"";"2011/05/30";"2011/05/31"
"POIS.12.01.00-00-008/10-00";"Chcemy i możemy Ci pomóc w każdej sytuacji - Budowa lądowiska dla śmigłowców sanitarnych na terenie Szpitala Powiatowego im. E. Biernackiego w Mielcu";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Podkarpackie";"Powiat mielecki";"";"3,215,411.70";"3,215,411.70";"2,733,099.94";"2,733,099.94";"Szpital Powiatowy im. Edmunda Biernackiego w Mielcu";"8171750893";"39-300";"MIELEC";"Podkarpackie";"Powiat mielecki";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"";"";"2011/03/01";"2011/03/02"
"POIS.12.01.00-00-011/10-00";"Przebudowa lądowiska dla helikopterów przy Szpitalu Specjalistycznym im. Jędrzeja Śniadeckiego w Nowym Sączu";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Małopolskie";"Powiat nowosądecki";"";"2,463,850.39";"2,463,850.39";"2,094,272.83";"2,094,272.83";"Szpital Specjalistyczny im. Jędrzeja Śniadeckiego w Nowym Sączu";"7342608458";"33-300";"Nowy Sącz";"Małopolskie";"Powiat m. Nowy Sącz / Powiat nowosądecki";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-011/10-01";"Nie";"2011/04/26";"2011/04/27"
"POIS.12.01.00-00-027/10-00";"Budowa lądowiska dla śmigłowców sanitarnych w Szpitalu Wojewódzkim w Poznaniu.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Wielkopolskie";"Powiat m. Poznań";"";"3,460,549.56";"3,460,549.56";"3,460,549.56";"2,941,467.12";"Szpital Wojewódzki";"7811618944";"60-479";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"";"";"2011/02/07";"2011/02/11"
"POIS.12.01.00-00-039/10-00";"Budowa lądowiska dla helikopterów w celu poprawy dostępności do Szpitalnego Oddziału Ratunkowego i poprawy jakości ratownictwa medycznego w Powiecie Lęborskim";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Pomorskie";"Powiat lęborski";"";"1,674,180.84";"1,674,180.84";"1,423,053.71";"1,423,053.71";"Samodzielny Publiczny Specjalistyczny Zakład Opieki Zdrowotnej";"8411461899";"84-300";"Lębork";"Pomorskie";"Powiat lęborski";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"";"";"2011/05/04";"2011/05/05"
"POIS.12.01.00-00-044/10-01";"Modernizacja lądowiska dla helikopterów przy Wojewódzkim Szpitalu Zespolonym w Kaliszu";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Wielkopolskie";"Powiat kaliski";"";"693,672.99";"693,672.99";"589,622.04";"589,622.04";"Wojewódzki Szpital Zespolony im. Ludwika Perzyny w Kaliszu";"6182025893";"62-800";"Kalisz";"Wielkopolskie";"Powiat kaliski / Powiat pleszewski";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"";"";"2011/05/23";"2011/05/24"
"POIS.12.01.00-00-050/10-00";"Lądowisko w Brodnicy szansą poprawy funkcjonowania systemu ratownictwa medycznego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Kujawsko-pomorskie";"Powiat brodnicki";"";"6,215,220.00";"6,215,220.00";"5,282,937.00";"5,282,937.00";"Regionalny Szpital Specjalistyczny im. dr. Władysława Biegańskiego ";"8762008352";"86-300";"Grudziądz";"Kujawsko-pomorskie";"Powiat brodnicki / Powiat m. Grudziądz";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"";"";"2011/03/08";"2011/03/14"
"POIS.12.01.00-00-055/10-00";"Poprawa funkcjonowania systemu ratownictwa medycznego poprzez budowę lądowiska dla śmigłówców przy Szpitalnym Oddziale Ratunkowym Samodzielnego Publicznego Zakładu Opieki Zdrowotnej w Myślenicach";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Małopolskie";"Powiat myślenicki";"";"1,265,991.72";"1,265,991.72";"1,076,092.96";"1,076,092.96";"Powiat Myślenicki";"6811692319";"32-400";"Myślenice";"Małopolskie";"Powiat myślenicki";"76 Infrastruktura ochrony zdrowia";"wspólnota samorządowa - powiat";"00 Nie dotyczy";"";"";"2011/05/30";"2011/05/31"
"POIS.12.01.00-00-059/10-00";"Przebudowa lądowiska wraz z niezbędną infrastrukturą służącą polepszeniu dostępności do Szpitalnego Oddziału Ratunkowego Wojskowego Instytutu Medycznego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Mazowieckie";"Powiat m. st. Warszawa";"";"3,120,090.17";"3,120,090.17";"2,652,076.64";"2,652,076.64";"Wojskowy Instytut Medyczny";"1132393221";"04-141";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"76 Infrastruktura ochrony zdrowia";"jednostka naukowa";"00 Nie dotyczy";"POIS.12.01.00-00-059/10-01";"Nie";"2011/01/24";"2011/01/25"
"POIS.12.01.00-00-218/08-00";"Modernizacja Szpitalnego Oddziału Ratunkowego w Szpitalu im. L. Rydygiera w Krakowie wraz z budową lądowiska i zakupem aparatury i sprzętu.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Małopolskie";"Powiat m. Kraków";"";"15,557,340.26";"13,767,088.77";"11,702,025.45";"11,702,025.45";"Województwo Małopolskie";"6762083499";"31-156";"Kraków";"Małopolskie";"Powiat m. Kraków";"76 Infrastruktura ochrony zdrowia";"wspólnota samorządowa";"00 Nie dotyczy";"";"";"2011/05/10";"2011/05/12"
"POIS.12.01.00-00-225/08-00";"Rozbudowa i remont Szpitalnego Oddziału Ratunkowego Szpitala im. Św. Jadwigi Śląskiej oraz zakup sprzętu medycznego dla potrzeb oddziału.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Dolnośląskie";"Powiat trzebnicki";"";"4,661,655.00";"4,611,655.00";"3,919,906.75";"3,919,906.75";"Szpital im. Św. Jadwigi Śląskiej";"9151523806";"55-100";"Trzebnica";"Dolnośląskie";"Powiat trzebnicki";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-225/08-01";"Nie";"2011/02/02";"2011/02/08"
"POIS.12.01.00-00-249/08-02";"Rozwój systemu ratownictwa medycznego regionu poprzez budowę lądowiska dla śmigłowców sanitarnych na terenie Wojewódzkiego Centrum Medycznego w Opolu";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Opolskie";"Powiat opolski";"";"1,712,550.60";"709,515.40";"603,088.09";"603,088.09";"Publiczny Samodzielny Zakład Opieki Zdrowotnej Wojewódzkie Centrum Medyczne w Opolu";"7542563619";"45-418";"Opole";"Opolskie";"Powiat m. Opole";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"";"";"2011/04/28";"2011/04/29"
"POIS.12.01.00-00-279/08-02";"Dostosowanie Szpitalnego Oddziału Ratunkowego do wymaganych standardów poprzez zakup nowoczesnego sprzętu medycznego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Kujawsko-pomorskie";"Powiat bydgoski";"";"8,142,298.50";"8,142,298.50";"8,142,298.50";"6,920,953.72";"Szpital Uniwersytecki Nr 2 im. dr Jana Biziela w Bydgoszczy";"9532582266";"85-168";"Bydgoszcz";"Kujawsko-pomorskie";"Powiat m. Bydgoszcz";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"";"";"2011/04/18";"2011/04/19"
"POIS.12.01.00-00-285/08-02";"Rozbudowa i przebudowa Szpitalnego Oddziału Ratunkowego i Diagnostyki Obrazowej SPZOZ w Oławie";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Dolnośląskie";"Powiat oławski";"";"21,724,864.90";"8,153,322.62";"6,930,324.22";"6,930,324.22";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Oławie";"9121650658";"55-200";"Oława";"Dolnośląskie";"Powiat oławski";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"";"";"2011/05/24";"2011/05/24"
"POIS.12.01.00-00-287/08-01";"Podniesienie jakości działania systemu ratownictwa medycznego w Regionalnym  Szpitalu Specjalistycznym w Grudziądzu poprzez zakup urządzeń medycznych.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Kujawsko-pomorskie";"Powiat grudziądzki";"";"5,486,619.99";"5,486,619.99";"4,663,626.99";"4,663,626.99";"Regionalny Szpital Specjalistyczny Im. Dr Władysława Biegańskiego w Grudziądzu";"8762008352";"86-300";"Grudziądz";"Kujawsko-pomorskie";"Powiat brodnicki / Powiat m. Grudziądz";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"";"";"2011/04/20";"2011/04/21"
"POIS.12.01.00-00-290/08-01";"Poprawa jakości świadczonych usług i bezpieczeństwa pacjentów poprzez zakup  wyrobów medycznych do Szpitalnego Oddziału Ratunkowego w NZOZ Nowy Szpital w Świebodzinie";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Lubuskie";"Powiat świebodziński";"";"612,395.64";"612,395.64";"520,536.29";"520,536.29";"Nowy Szpital w Świebodzinie Sp. z o.o.";"8522521096";"66-200";"Świebodzin";"Lubuskie";"Powiat świebodziński";"76 Infrastruktura ochrony zdrowia";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.12.01.00-00-290/08-03";"Nie";"2011/03/03";"2011/03/03"
"POIS.12.01.00-00-304/08-01";"Poprawa infrastruktury oraz doposażenie w sprzęt medyczny SOR w Starogardzie Gdańskim w celu zwiększenia efektywności ratownictwa medycznego.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Pomorskie";"Powiat starogardzki";"";"4,473,908.52";"3,820,812.73";"3,247,690.82";"3,247,690.82";"Powiat Starogardzki";"5921869712";"83-200";"Starogard Gdański";"Pomorskie";"Powiat starogardzki";"76 Infrastruktura ochrony zdrowia";"wspólnota samorządowa - powiat";"00 Nie dotyczy";"POIS.12.01.00-00-304/08-02";"Nie";"2011/03/16";"2011/03/16"
"POIS.12.01.00-00-306/08-02";"Rozbudowa i doposażenie SOR w SPZOZ we Włodawie , budowa lądowiska dla śmigłowców ratunkowych celem poprawy warunków leczenia i diagnostyki pacjentów ";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Lubelskie";"Powiat włodawski";"";"10,314,931.00";"10,314,931.00";"8,767,691.35";"8,767,691.35";"Samodzielny Publiczny Zespół Opieki Zdrowotnej we Włodawie";"5651337789";"22-200";"Włodawa";"Lubelskie";"Powiat włodawski";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-306/08-06";"Nie";"2011/05/17";"2011/05/17"
"POIS.12.01.00-00-321/08-01";"Zwiększenie dostępu do świadczeń zdrowotnych przez doposażenie  i modernizację infrastruktury szpitalnego oddziału ratunkowego w PS ZOZ w Inowrocławiu.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Kujawsko-pomorskie";"Powiat inowrocławski";"";"4,388,909.47";"4,388,909.47";"3,730,573.04";"3,730,573.04";"Publiczny Specjalistyczny Zakład Opieki Zdrowotnej w Inowrocławiu";"5562239217";"88-100";"Inowrocław";"Kujawsko-pomorskie";"Powiat inowrocławski";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-321/08-05";"Nie";"2011/02/14";"2011/02/15"
"POIS.12.01.00-00-323/08-01";"Zwiększenie bezpieczeństwa zdrowotnego mieszkańców poprzez budowę lądowiska i doposażenie szpitalnego oddziału ratunkowego w ZOZ w Suchej Beskidzkiej.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Małopolskie";"Powiat suski";"";"1,894,546.63";"1,883,566.63";"1,601,031.64";"1,601,031.64";"Zespół Opieki Zdrowotnej w Suchej Beskidzkiej";"5221274352";"34-200";"Sucha Beskidzka ";"Małopolskie";"Powiat suski";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-323/08-02";"Nie";"2011/04/06";"2011/04/12"
"POIS.12.01.00-00-330/08-02";"Zakup wyrobów medycznych do diagnostyki i terapii oraz budowa drogi między lądowiskiem a SOR-em w WSS im.M. Kopernika w Łodzi.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Łódzkie";"Powiat m. Łódź";"";"3,106,559.31";"3,106,559.31";"2,640,575.41";"2,640,575.41";"Wojewódzki Szpital Specjalistyczny im. M. Kopernika w Łodzi";"7292345599";"93-513";"Łódź";"Łódzkie";"Powiat m. Łódź";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"";"";"2011/05/06";"2011/05/06"
"POIS.12.01.00-00-332/08-00";"Podniesienie dostępu do specjalistycznych świadczeń zdrowotnych poprzez wyposażenie Szpitalnego Oddziału Ratunkowego w Szpitalu Wolskim w Warszawie";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Mazowieckie";"Powiat m. st. Warszawa";"";"4,664,134.03";"4,664,134.03";"3,964,513.92";"3,964,513.92";"Miasto Stołeczne Warszawa";"5271045483";"00-950";"Warszawa";"";"";"76 Infrastruktura ochrony zdrowia";"wspólnota samorządowa - powiat";"00 Nie dotyczy";"";"";"2011/03/31";"2011/04/06"
"POIS.12.01.00-00-344/08-01";"Zakup sprzętu medycznego dla Wojewódzkiego Szpitala Zespolonego im. Ludwika Perzyny w Kaliszu celem doposażenia Szpitalnego Oddziału Ratunkowego.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Wielkopolskie";"Powiat kaliski";"";"1,535,900.00";"1,535,900.00";"1,305,515.00";"1,305,515.00";"Wojewódzki Szpital Zespolony im. Ludwika Perzyny w Kaliszu";"6182025893";"62-800";"Kalisz";"Wielkopolskie";"Powiat kaliski / Powiat pleszewski";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-344/08-03";"Nie";"2011/02/16";"2011/02/17"
"POIS.12.01.00-00-359/08-02";"Rozbudowa i doposażenie oddziału ratunkowego i zakładu diagnostyki obrazowej na potrzeby ratownictwa medycznego  w Sochaczewie";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Mazowieckie";"Powiat sochaczewski";"";"5,541,472.00";"5,541,472.00";"4,710,251.20";"4,710,251.20";"Zespół Opieki Zdrowotnej ""Szpital Powiatowy"" w Sochaczewie";"8371507803";"96-500";"Sochaczew";"Mazowieckie";"Powiat sochaczewski";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"";"";"2011/05/16";"2011/05/16"
"POIS.13.01.00-00-062/08-01";"Rozbudowa i modernizacja infrastruktury dydaktycznej na kierunkach przyrodniczych i ścisłych UJ";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Małopolskie";"Powiat m. Kraków";"";"16,395,981.00";"16,374,722.50";"16,374,722.50";"13,918,514.13";"Uniwersytet Jagielloński";"6750002236";"31-007";"Kraków";"Małopolskie";"Powiat m. Kraków";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-062/08-02";"Nie";"2011/04/12";"2011/04/12"
"POIS.13.01.00-00-062/08-01";"Rozbudowa i modernizacja infrastruktury dydaktycznej na kierunkach przyrodniczych i ścisłych UJ";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Małopolskie";"Powiat nowotarski";"";"16,395,981.00";"16,374,722.50";"16,374,722.50";"13,918,514.13";"Uniwersytet Jagielloński";"6750002236";"31-007";"Kraków";"Małopolskie";"Powiat m. Kraków";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-062/08-02";"Nie";"2011/04/12";"2011/04/12"
"POIS.13.01.00-00-062/08-01";"Rozbudowa i modernizacja infrastruktury dydaktycznej na kierunkach przyrodniczych i ścisłych UJ";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Śląskie";"Powiat zawierciański";"";"32,791,962.00";"32,749,445.00";"32,749,445.00";"27,837,028.25";"Uniwersytet Jagielloński";"6750002236";"31-007";"Kraków";"Małopolskie";"Powiat m. Kraków";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-062/08-02";"Nie";"2011/04/12";"2011/04/12"
"RPLD.01.04.00-00-008/09-01";"Zakup autobusów dla MZK Sp. z o.o. - etap II Zakup sześciu sztuk autobusów";"Regionalny Program Operacyjny Województwa Łódzkiego";"RPLD.01.00.00";"RPLD.01.04.00";"";"Łódzkie";"Powiat m. Skierniewice";"";"5,642,240.00";"4,584,000.00";"2,292,000.00";"2,292,000.00";"Miejski Zakład Komunikacji w Skierniewicach Sp. z o.o.";"8361331389";"96-100";"Skierniewice";"Łódzkie";"Powiat m. Skierniewice / Powiat skierniewicki";"25 Transport miejski";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"01 Obszar miejski";"";"";"2011/05/04";"2011/05/04"
"RPMP.03.01.03-12-039/09-01";"Rowerowy Pierścień Solny „Salina Cracoviensis” – turystyczny szlak kulturowy  po dawnych salinach wielicko-bocheńskich;";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.01.00";"RPMP.03.01.03";"Małopolskie";"Powiat bocheński";"";"1,325,904.51";"260,255.50";"195,191.62";"195,191.62";"Gmina Miasta Bochnia";"8681001825";"32-700";"Bochnia";"Małopolskie";"Powiat bocheński";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"wspólnota samorządowa";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2011/03/22";"2011/03/22"
"RPMP.03.01.03-12-039/09-01";"Rowerowy Pierścień Solny „Salina Cracoviensis” – turystyczny szlak kulturowy  po dawnych salinach wielicko-bocheńskich;";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.01.00";"RPMP.03.01.03";"Małopolskie";"Powiat brzeski";"";"1,325,904.51";"260,255.50";"195,191.62";"195,191.62";"Gmina Miasta Bochnia";"8681001825";"32-700";"Bochnia";"Małopolskie";"Powiat bocheński";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"wspólnota samorządowa";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2011/03/22";"2011/03/22"
"RPMP.03.01.03-12-039/09-01";"Rowerowy Pierścień Solny „Salina Cracoviensis” – turystyczny szlak kulturowy  po dawnych salinach wielicko-bocheńskich;";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.01.00";"RPMP.03.01.03";"Małopolskie";"Powiat wielicki";"";"1,325,904.51";"260,255.50";"195,191.62";"195,191.62";"Gmina Miasta Bochnia";"8681001825";"32-700";"Bochnia";"Małopolskie";"Powiat bocheński";"57 Inne wsparcie na rzecz wzmocnienia usług turystycznych";"wspólnota samorządowa";"05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia)";"";"";"2011/03/22";"2011/03/22"
"RPMP.03.03.02-12-078/08-06";"Małopolska - Karpaty OFFer. Międzynarodowy Multimedialny Festiwal Sztuki";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.03.00";"RPMP.03.03.02";"Małopolskie";"Powiat gorlicki";"";"261,964.76";"261,950.00";"130,975.00";"130,975.00";"Małopolskie Centrum Kultury SOKÓŁ";"7340019427";"33-300";"Nowy Sącz";"Małopolskie";"Powiat m. Nowy Sącz / Powiat nowosądecki";"60 Inne wsparcie dla poprawy usług kulturalnych";"bez szczególnej formy prawnej";"01 Obszar miejski";"RPMP.03.03.02-12-078/08-09";"Nie";"2011/01/24";"2011/01/24"
"RPMP.03.03.02-12-078/08-06";"Małopolska - Karpaty OFFer. Międzynarodowy Multimedialny Festiwal Sztuki";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.03.00";"RPMP.03.03.02";"Małopolskie";"Powiat limanowski";"";"261,964.76";"261,950.00";"130,975.00";"130,975.00";"Małopolskie Centrum Kultury SOKÓŁ";"7340019427";"33-300";"Nowy Sącz";"Małopolskie";"Powiat m. Nowy Sącz / Powiat nowosądecki";"60 Inne wsparcie dla poprawy usług kulturalnych";"bez szczególnej formy prawnej";"01 Obszar miejski";"RPMP.03.03.02-12-078/08-09";"Nie";"2011/01/24";"2011/01/24"
"RPMP.03.03.02-12-078/08-06";"Małopolska - Karpaty OFFer. Międzynarodowy Multimedialny Festiwal Sztuki";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.03.00";"RPMP.03.03.02";"Małopolskie";"Powiat m. Kraków";"";"261,964.76";"261,950.00";"130,975.00";"130,975.00";"Małopolskie Centrum Kultury SOKÓŁ";"7340019427";"33-300";"Nowy Sącz";"Małopolskie";"Powiat m. Nowy Sącz / Powiat nowosądecki";"60 Inne wsparcie dla poprawy usług kulturalnych";"bez szczególnej formy prawnej";"01 Obszar miejski";"RPMP.03.03.02-12-078/08-09";"Nie";"2011/01/24";"2011/01/24"
"RPMP.03.03.02-12-078/08-06";"Małopolska - Karpaty OFFer. Międzynarodowy Multimedialny Festiwal Sztuki";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.03.00";"RPMP.03.03.02";"Małopolskie";"Powiat nowosądecki";"";"261,964.76";"261,950.00";"130,975.00";"130,975.00";"Małopolskie Centrum Kultury SOKÓŁ";"7340019427";"33-300";"Nowy Sącz";"Małopolskie";"Powiat m. Nowy Sącz / Powiat nowosądecki";"60 Inne wsparcie dla poprawy usług kulturalnych";"bez szczególnej formy prawnej";"01 Obszar miejski";"RPMP.03.03.02-12-078/08-09";"Nie";"2011/01/24";"2011/01/24"
"RPMP.03.03.02-12-078/08-06";"Małopolska - Karpaty OFFer. Międzynarodowy Multimedialny Festiwal Sztuki";"Regionalny Program Operacyjny Województwa Małopolskiego";"RPMP.03.00.00";"RPMP.03.03.00";"RPMP.03.03.02";"Małopolskie";"Powiat tarnowski";"";"261,964.76";"261,950.00";"130,975.00";"130,975.00";"Małopolskie Centrum Kultury SOKÓŁ";"7340019427";"33-300";"Nowy Sącz";"Małopolskie";"Powiat m. Nowy Sącz / Powiat nowosądecki";"60 Inne wsparcie dla poprawy usług kulturalnych";"bez szczególnej formy prawnej";"01 Obszar miejski";"RPMP.03.03.02-12-078/08-09";"Nie";"2011/01/24";"2011/01/24"
