"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Cały kraj";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIG.09.02.00-00-008/09-02";"Wyposażenie Instytucji Wdrażajacej w 2010 r.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.02.00";"";"Cały kraj";"";"";"714,375.00";"714,375.00";"714,375.00";"607,218.75";"Ośrodek Przetwarzania Informacji";"5250009140";"00-608";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"jednostka naukowa";"00 Nie dotyczy";"POIG.09.02.00-00-008/09-04";"Tak";"2010/11/23";"2010/11/30"
"POIG.09.02.00-00-008/10-02";"Wyposażenie instytucji - POT - 2010";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.02.00";"";"Cały kraj";"";"";"510,000.00";"510,000.00";"510,000.00";"433,500.00";"Polska Organizacja Turystyczna";"5252150196";"00-613";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa osoba prawna";"00 Nie dotyczy";"";"";"2010/12/21";"2011/01/12"
"POIG.09.02.00-00-009/10-00";"Wyposażenie w sprzęt komputerowy, biurowy, materiały biurowe, eksploatacyjne, finansowanie kosztów użytkowania telefonów służbowych pracowników na potrzeby IP II dla działań 4.5 i 6.2.2 PO IG w Ministerstwie Gospodarki";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.02.00";"";"Cały kraj";"";"";"501,374.66";"501,374.66";"501,374.66";"426,168.46";"Ministerstwo Gospodarki, Departament Wdrażania Programów Operacyjnych";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.02.00-00-009/10-03";"Nie";"2010/03/17";"2010/03/25"
"POIG.09.02.00-00-010/10-00";"Wyposażenie w sprzęt, materiały biurowe, wynajem powierzchni biurowej oraz leasing samochodu w IW - BGK w 2010 r.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.02.00";"";"Cały kraj";"";"";"344,285.67";"344,285.67";"344,285.67";"292,642.82";"BANK GOSPODARSTWA KRAJOWEGO";"5250012372";"00-955";"Warszawa";"";"";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIG.09.02.00-00-010/10-04";"Tak";"2010/03/25";"2010/03/29"
"POIG.09.02.00-00-011/10-00";"Wyposażenie Instytucji Pośredniczącej w 2011 r.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.02.00";"";"Cały kraj";"";"";"2,360,000.00";"2,360,000.00";"2,360,000.00";"2,006,000.00";"Minister Nauki i Szkolnictwa Wyższego";"7010014467";"00-529";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2010/12/28";"2011/01/05"
"POIG.09.02.00-00-015/10-00";"Wyposażenie w sprzęt i materiały biurowe Instytucji Pośredniczącej w MG w 2011 r.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.02.00";"";"Cały kraj";"";"";"347,000.00";"347,000.00";"347,000.00";"294,950.00";"Ministerstwo Gospodarki";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.02.00-00-015/10-01";"Nie";"2010/12/24";"2011/01/03"
"POIG.09.02.00-00-017/10-00";"Finansowanie wydatków w zakresie wyposażenia IZ PO IG w 2011 roku";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.02.00";"";"Cały kraj";"";"";"1,646,000.00";"1,646,000.00";"1,646,000.00";"1,399,100.00";"Minister Rozwoju Regionalnego";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.02.00-00-017/10-01";"Nie";"2010/12/22";"2011/01/03"
"POIG.09.03.00-00-003/09-02";"Promocja i informacja PO IG w działaniach Instytucji Zarządzającej w 2010 roku";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"Cały kraj";"";"";"2,745,000.00";"2,745,000.00";"2,745,000.00";"2,333,250.00";"Ministerstwo Rozwoju Regionalnego";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.03.00-00-003/09-06";"Tak";"2010/10/21";"2010/10/22"
"POIG.09.03.00-00-004/09-01";"Działania informacyjne i promocyjne w ramach I Osi Priorytetowej PO IG w 2010 r.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"Cały kraj";"";"";"829,500.00";"829,500.00";"829,500.00";"705,075.00";"Ośrodek Przetwarzania Informacji";"5250009140";"00-608";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"jednostka naukowa";"00 Nie dotyczy";"POIG.09.03.00-00-004/09-06";"Tak";"2010/09/17";"2010/10/11"
"POIG.09.03.00-00-005/09-00";"Działania informacyjno - promocyjne realizowane w ramach Programu Operacyjnego Innowacyjna Gospodarka wdrażanego przez Polską Agencję Rozwoju Przedsiębiorczości w 2010 r.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"Cały kraj";"";"";"1,499,000.00";"1,499,000.00";"1,499,000.00";"1,274,150.00";"Polska Agencja Rozwoju Przedsiębiorczości";"5262501444";"00-834";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIG.09.03.00-00-005/09-04";"Tak";"2010/04/19";"2010/04/19"
"POIG.09.03.00-00-006/09-01";"Informacja i promocja w ramach 7. osi priorytetowej i działania 8.3 i 8.4 w ramach 8. osi priorytetowej PO IG w 2010 roku realizowana przez WWPE";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"Cały kraj";"";"";"995,000.00";"995,000.00";"995,000.00";"845,750.00";"Władza Wdrażająca Programy Europejskie";"5262735917";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.03.00-00-006/09-04";"Tak";"2010/04/27";"2010/04/27"
"POIG.09.03.00-00-007/09-00";"Działania informacyjne i promocyjne Instytucji Pośredniczącej (MSWiA) realizowane w ramach 7. i 8. osi priorytetowej PO IG w 2010 roku";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"Cały kraj";"";"";"1,026,000.00";"1,026,000.00";"1,026,000.00";"872,100.00";"Ministerstwo Spraw Wewnętrznych i Administracji";"5210526030";"02-591";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.03.00-00-007/09-04";"Tak";"2010/02/17";"2010/03/01"
"POIG.09.03.00-00-008/09-01";"Informacja i promocja I i II Priorytetu Programu Operacyjnego Innowacyjna Gospodarka w 2010 r.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"Cały kraj";"";"";"1,112,000.00";"1,112,000.00";"1,112,000.00";"945,200.00";"Ministerstwo Nauki i Szkolnictwa Wyższego";"7010014467";"00-529";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.03.00-00-008/09-04";"Tak";"2010/10/19";"2010/10/20"
"POIG.09.03.00-00-009/10-01";"Działania informacyjno - promocyjne realizowane w 2010 r. przez Ministerstwo Gospodarki jako Instytucję Pośredniczącą dla 3,4,5 i 6 osi priorytetowych Programu Operacyjnego Innwacyjna Gospodarka";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"Cały kraj";"";"";"265,000.00";"265,000.00";"265,000.00";"225,250.00";"Ministerstwo Gospodarki, Departament Funduszy Europejskich";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.03.00-00-009/10-02";"Nie";"2010/11/26";"2010/12/02"
"POIG.09.03.00-00-010/10-01";"Informacja i promocja - POT- 2010";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"Cały kraj";"";"";"307,000.00";"307,000.00";"307,000.00";"260,950.00";"Polska Organizacja Turystyczna";"5252150196";"00-613";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa osoba prawna";"00 Nie dotyczy";"POIG.09.03.00-00-010/10-05-K01";"Nie";"2010/06/01";"2010/06/07"
"POIG.09.03.00-00-011/10-00";"Działania informacyjno-promocyjne realizowane w 2010 roku przez Instytucję Wdrażającą działanie 4.5 i poddziałanie 6.2.2 Programu Operacyjnego Innowacyjna Gospodarka.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"Cały kraj";"";"";"744,955.72";"744,955.72";"744,955.72";"633,212.36";"Ministerstwo Gospodarki, Departament Wdrażania Programów Operacyjnych";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.03.00-00-011/10-04";"Tak";"2010/03/17";"2010/03/25"
"POIG.09.03.00-00-012/10-00";"Działania informacyjno-promocyjne realizowane w 2010 r. przez Bank Gospodarstwa Krajowego - Instytucję Wdrażającą dla działania 4.3 Programu Operacyjnego Innowacyjna Gospodarka.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"Cały kraj";"";"";"2,210,000.00";"2,210,000.00";"2,210,000.00";"1,878,500.00";"Bank Gospodarstwa Krajowego";"5250012372";"00-955";"Warszawa";"";"";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIG.09.03.00-00-012/10-04";"Tak";"2010/03/25";"2010/03/29"
"POIG.09.03.00-00-013/10-00";"Promocja i informacja PO IG w działaniach Instytucji Zarządzającej w 2011 roku";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"Cały kraj";"";"";"5,366,000.00";"5,366,000.00";"5,366,000.00";"4,561,100.00";"Minister Rozwoju Regionalnego";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.03.00-00-013/10-01";"Nie";"2010/12/22";"2011/01/03"
"POIG.09.03.00-00-018/10-00";"Działania informacyjno-promocyjne realizowane w 2011 r. przez Ministerstwo Gospodarki jako Instytucję Pośredniczącą dla 3,4,5 i 6 osi priorytetowych Programu Operacyjnego Innowacyjna Gospodarka";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"Cały kraj";"";"";"384,000.00";"384,000.00";"384,000.00";"326,400.00";"Ministerstwo Gospodarki";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2010/12/24";"2010/12/31"
"POIG.09.03.00-00-019/10-00";"Informacja i promocja I i II Priorytetu Programu Operacyjnego Innowacyjna Gospodarka w 2011 r.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"Cały kraj";"";"";"919,000.00";"919,000.00";"919,000.00";"781,150.00";"Minister Nauki i Szkolnictwa Wyższego";"7010014467";"00-529";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.03.00-00-019/10-01";"Nie";"2010/12/28";"2011/01/05"
"POIG.09.04.00-00-001/09-01";"Ewaluacja SPO WKP i PO IG w 2010 r. - zadania Instytucji Zarządzającej";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"Cały kraj";"";"";"704,000.00";"704,000.00";"704,000.00";"598,400.00";"Ministerstwo Rozwoju Regionalnego";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.04.00-00-001/09-03";"Nie";"2010/07/27";"2010/07/29"
"POIG.09.04.00-00-002/09-00";"Ewaluacja wdrażania I i II Priorytetu PO IG";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"Cały kraj";"";"";"60,000.00";"60,000.00";"60,000.00";"51,000.00";"Ministerstwo Nauki i Szkolnictwa Wyższego";"7010014467";"00-529";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.04.00-00-002/09-02";"Tak";"2010/02/26";"2010/03/03"
"POIG.09.04.00-00-003/10-01";"Ewaluacja Programu Operacyjnego Innowacyjna Gospodarka w 2010 r.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"Cały kraj";"";"";"58,560.00";"58,560.00";"58,560.00";"49,776.00";"Minister Gospodarki, Departament Funduszy Europejskich";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.04.00-00-003/10-02";"Tak";"2010/12/23";"2010/12/30"
"POIG.09.04.00-00-004/10-00";"Ewaluacja Programu Operacyjnego Innowacyjna Gospodarka w 2011 r.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"Cały kraj";"";"";"180,000.00";"180,000.00";"180,000.00";"153,000.00";"Ministerstwo Gospodarki";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2010/12/24";"2010/12/30"
"POIG.09.04.00-00-005/10-00";"Ewaluacja SPO - WKP i PO IG w 2011 r. - zadania Instytucji Zarządzającej";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"Cały kraj";"";"";"1,200,000.00";"1,200,000.00";"1,200,000.00";"1,020,000.00";"Ministerstwo Rozwoju Regionalnego";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.04.00-00-005/10-01";"Nie";"2010/12/22";"2011/01/03"
"POIG.09.04.00-00-006/09-00";"Ewaluacja POIG 2010";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"Cały kraj";"";"";"1,355,000.00";"1,355,000.00";"1,355,000.00";"1,151,750.00";"Polska Agencja Rozwoju Przedsiębiorczości";"5262501444";"00-834";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIG.09.04.00-00-006/09-04";"Tak";"2010/04/16";"2010/04/19"
"POIG.09.04.00-00-007/09-01";"Ewaluacja w ramach 7. i 8. osi priorytetowej PO IG w 2010 roku realizowana przez WWPE";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"Cały kraj";"";"";"80,000.00";"80,000.00";"80,000.00";"68,000.00";"Władza Wdrażająca Programy Europejskie";"5262735917";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.04.00-00-007/09-04";"Tak";"2010/04/27";"2010/04/27"
"POIS.01.01.00-00-168/09-00";"Kompleksowa ochrona wód podziemnych aglomeracji kieleckiej";"Program Operacyjny Infrastruktura i Środowisko";"POIS.01.00.00";"POIS.01.01.00";"";"Cały kraj";"";"";"551,111,661.00";"355,599,137.62";"302,259,266.98";"302,259,266.98";"""Wodociągi Kieleckie"" Sp. z o.o.";"9591164932";"25-701";"Kielce";"Świętokrzyskie";"Powiat m. Kielce";"46 Oczyszczanie ścieków";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.01.01.00-00-168/09-01";"Nie";"2010/10/05";"2010/10/08"
"POIS.01.01.00-00-215/10-00";"Uporządkowanie gospodarki ściekowej na terenie Miasta i Gminy Wronki";"Program Operacyjny Infrastruktura i Środowisko";"POIS.01.00.00";"POIS.01.01.00";"";"Cały kraj";"";"";"67,379,143.95";"44,442,620.61";"37,776,227.52";"37,776,227.52";"Przedsiębiorstwo Komunalne Sp. z o. o. we Wronkach";"7630003624";"64-510";"Wronki";"Wielkopolskie";"Powiat gnieźnieński / Powiat szamotulski";"46 Oczyszczanie ścieków";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/09/01";"2010/09/02"
"POIS.01.01.00-00-226/10-00";"Uporządkowanie gospodarki wodno-ściekowej na terenie Aglomeracji Barlinek, gmina Barlinek";"Program Operacyjny Infrastruktura i Środowisko";"POIS.01.00.00";"POIS.01.01.00";"";"Cały kraj";"";"";"69,720,148.37";"38,644,934.78";"32,848,194.56";"32,848,194.56";"Przedsiębiorstwo Wodociągowo - Kanalizacyjne ""Płonia"" Spółka z o.o. w Barlinku ";"5971699117";"74-320";"Barlinek";"Zachodniopomorskie";"Powiat choszczeński / Powiat myśliborski";"46 Oczyszczanie ścieków";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.01.01.00-00-226/10-01";"Nie";"2010/10/01";"2010/10/05"
"POIS.03.01.00-00-003/09-00";"Zwiększenie możliwości retencyjnych oraz przeciwdziałania powodzi i suszy w ekosystemach leśnych na terenach nizinnych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.03.00.00";"POIS.03.01.00";"";"Cały kraj";"";"";"195,200,000.00";"160,000,000.00";"136,000,000.00";"136,000,000.00";"Państwowe Gospodarstwo Leśne Lasy Państwowe";"5250010901";"02-362";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"53 Zapobieganie zagrożeniom (w tym opracowanie i wdrażanie planów i instrumentów zapobiegania i zarządzania zagrożeniami naturalnym i technologicznym)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"";"";"2010/06/09";"2010/06/10"
"POIS.03.02.00-00-001/08-01";"Doskonalenie stanowisk do analizowania i prognozowania zagrożeń";"Program Operacyjny Infrastruktura i Środowisko";"POIS.03.00.00";"POIS.03.02.00";"";"Cały kraj";"";"";"67,382,000.00";"67,382,000.00";"67,382,000.00";"57,274,700.00";"Komenda Główna Państwowej Straży Pożarnej";"5210413024";"00-463";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"53 Zapobieganie zagrożeniom (w tym opracowanie i wdrażanie planów i instrumentów zapobiegania i zarządzania zagrożeniami naturalnym i technologicznym)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.03.02.00-00-001/08-08";"Nie";"2010/02/25";"2010/02/26"
"POIS.03.02.00-00-001/09-01";"Zakupy sprzętu do szybkiej oceny ryzyka w przypadku wystąpienia poważnej awarii, organizacja systemu monitoringu dynamicznego przeciwdziałania poważnym awariom, w tym organizacja systemu i sieci teleinformatycznych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.03.00.00";"POIS.03.02.00";"";"Cały kraj";"";"";"28,749,999.00";"28,749,999.00";"28,749,999.00";"24,437,499.15";"Główny Inspektorat Ochrony Środowiska";"5261650857";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"53 Zapobieganie zagrożeniom (w tym opracowanie i wdrażanie planów i instrumentów zapobiegania i zarządzania zagrożeniami naturalnym i technologicznym)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.03.02.00-00-001/09-06";"Nie";"2010/03/01";"2010/03/01"
"POIS.03.02.00-00-002/09-00";"Wsparcie techniczne ratownictwa ekologicznego i chemicznego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.03.00.00";"POIS.03.02.00";"";"Cały kraj";"";"";"30,000,000.00";"30,000,000.00";"30,000,000.00";"25,500,000.00";"Komenda Główna Państwowej Straży Pożarnej";"5210413024";"00-463";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"53 Zapobieganie zagrożeniom (w tym opracowanie i wdrażanie planów i instrumentów zapobiegania i zarządzania zagrożeniami naturalnym i technologicznym)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.03.02.00-00-002/09-03";"Nie";"2010/08/19";"2010/08/20"
"POIS.03.03.00-00-001/08-03";"Wdrożenie nowoczesnych technik monitorowania powietrza, wód i hałasu poprzez zakupy aparatury kontrolno pomiarowej i analitycznej dla sieci laboratoriów Inspekcji Ochrony Środowiska. Doskonalenie systemu zapewnienia jakości poprzez organizację laboratoriów wzorcujących i referencyjnych dla potrzeb wzmocnienia systemu zarządzania jakością środowiska i ocen efektów ekologicznych programu. ETAP I.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.03.00.00";"POIS.03.03.00";"";"Cały kraj";"";"";"45,426,946.00";"45,426,946.00";"45,426,946.00";"38,612,904.10";"Główny Inspektorat Ochrony Środowiska";"5261650857";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"53 Zapobieganie zagrożeniom (w tym opracowanie i wdrażanie planów i instrumentów zapobiegania i zarządzania zagrożeniami naturalnym i technologicznym)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.03.03.00-00-001/08-14";"Nie";"2010/03/01";"2010/01/15"
"POIS.04.01.00-00-016/09-00";"Wdrożenie Systemu Zarządzania Środowiskowego ISO 14001:2004 w MPL Servieces Sp. z o.o.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"Cały kraj";"";"";"20,069.00";"13,344.00";"6,672.00";"6,672.00";"MPL Services Sp. z o.o.";"5130118010";"32-083";"Balice";"Małopolskie";"Powiat krakowski";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-016/09-01";"Tak";"2010/05/26";"2010/06/10"
"POIS.04.01.00-00-019/09-00";"Wdrożenie zintegrowanego systemu zarządzania ISO 14001 i ISO 9001 w firmie Fabryka Mebli Comet Sp. z o.o.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"Cały kraj";"";"";"72,400.00";"50,680.00";"25,340.00";"25,340.00";"Fabryka Mebli COMET Sp. z o.o.";"7820021631";"61-249";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"przedsiębiorstwo państwowe - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-019/09-01";"Tak";"2010/05/26";"2010/06/25"
"POIS.04.01.00-00-020/09-00";"Wdrożenie systemu zarządzania środowiskowego ISO 14001 w przedsiebiorstwie BN Factory S.A.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"Cały kraj";"";"";"29,890.00";"17,150.00";"8,575.00";"8,575.00";"BN Factory S.A.";"6842322196";"38-400";"Krosno";"Podkarpackie";"Powiat krośnieński / Powiat m. Krosno";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"przedsiębiorstwo państwowe - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-020/09-01";"Tak";"2010/05/28";"2010/06/25"
"POIS.04.01.00-00-021/09-00";"Wdrożenie systemu zarządzania środowiskowego ISO 14001 w przedsiębiorstwie Nowy Styl Sp. z o.o.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"Cały kraj";"";"";"45,108.02";"37,947.56";"18,973.78";"18,973.78";"Nowy Styl Spółka z ograniczoną odpowiedzialnością";"6840009302";"38-400";"Krosno";"Podkarpackie";"Powiat krośnieński / Powiat m. Krosno";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-021/09-01-K01";"Tak";"2010/05/28";"2010/06/15"
"POIS.04.01.00-00-022/09-00";"Wdrożenie systemu zarządzania środowiskowego ISO 14001 w przedsiębiorstwie Baltic Wood S.A.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"Cały kraj";"";"";"39,518.88";"34,646.62";"17,323.31";"17,323.31";"Baltic Wood S.A.";"6871626585";"38-200";"Jasło";"Podkarpackie";"Powiat jasielski";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-022/09-01-K01";"Tak";"2010/05/28";"2010/06/15"
"POIS.04.01.00-00-025/09-00";"Wdrożenie systemu ekozarządzania EMAS w Przedsiębiorstwie Budowy Dróg i Mostów Sp. z o.o.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"Cały kraj";"";"";"167,171.71";"97,793.71";"48,896.86";"48,896.86";"Przedsiębiorstwo Budowy Dróg i Mostów Sp. z o.o.";"8220010022";"05-300";"Mińsk Mazowiecki";"Mazowieckie";"Powiat miński";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-025/09-01";"Tak";"2010/05/26";"2010/05/28"
